Zipcode,Median Household Income,Median Value,Cities,Houston Area Detail
77084.0,62025.0,128700.0,Houston,Northwest
77085.0,51278.0,114100.0,Houston,Southwest
77086.0,43892.0,98700.0,Houston,Northwest
77087.0,39613.0,84600.0,Houston,Other Cities
77088.0,41104.0,96000.0,Houston,Northwest
77089.0,62640.0,122500.0,Houston,Southeast
77090.0,40151.0,141700.0,Houston,Northwest
77091.0,28510.0,97300.0,Houston,Northwest
77092.0,35647.0,126200.0,Houston,Northwest
77093.0,32222.0,76300.0,Houston,Other Cities
77094.0,155256.0,284100.0,Houston,Southwest
77095.0,92815.0,169900.0,Houston,Northwest
77096.0,66460.0,247700.0,Houston,Southwest
77098.0,76556.0,412300.0,Houston,Inner Loop
77099.0,36306.0,101900.0,Houston,Southwest
77336.0,65212.0,134700.0,Huffman,Other Cities
77338.0,47968.0,106600.0,Humble,Other Cities
77339.0,75176.0,148300.0,Kingwood2,Other Cities
77345.0,123616.0,235000.0,Kingwood2,Other Cities
77346.0,86581.0,157800.0,Humble2,Other Cities
77373.0,67742.0,114600.0,Spring,Other Cities
77375.0,59324.0,146400.0,Tomball,Other Cities
77377.0,94083.0,193100.0,Tomball,Other Cities
77379.0,101715.0,193200.0,Spring2,Other Cities
77388.0,84421.0,153800.0,Spring2,Other Cities
77389.0,87675.0,165300.0,Spring2,Other Cities
77396.0,58739.0,109400.0,Humble3,Other Cities
77401.0,136000.0,538700.0,Bellaire,Other Cities
77429.0,98100.0,190400.0,Cypress2,Other Cities
77433.0,92150.0,172500.0,Cypress2,Other Cities
77447.0,62451.0,125000.0,Hockley,Other Cities
77449.0,63836.0,122300.0,Katy,Other Cities
77450.0,99304.0,187500.0,Katy,Other Cities
77484.0,60544.0,147500.0,Waller,Other Cities
77493.0,77044.0,146500.0,Katy2,Other Cities
77502.0,41763.0,94000.0,Pasadena,Other Cities
77503.0,43909.0,93900.0,Pasadena,Other Cities
77504.0,41691.0,119000.0,Pasadena,Other Cities
77505.0,73011.0,156200.0,Pasadena,Other Cities
77506.0,33394.0,76100.0,Pasadena,Other Cities
77520.0,42906.0,79600.0,Baytown,Other Cities
77521.0,55881.0,121000.0,Baytown,Other Cities
77530.0,47579.0,87500.0,Channelview,Other Cities
77532.0,63005.0,118600.0,Crosby,Other Cities
77536.0,77228.0,130600.0,Deer Park,Other Cities
77547.0,35912.0,71600.0,Galena Park,Other Cities
77562.0,52139.0,91500.0,Highlands,Other Cities
77571.0,69004.0,119700.0,La Porte,Other Cities
77586.0,85746.0,192100.0,Seabrook,Other Cities
77587.0,37147.0,87400.0,South Houston,Other Cities
77598.0,45773.0,118200.0,Webster,Other Cities
