Zipcode,Total Housing Unit,Median Value,Lower value quartile (dollars),Upper value quartile (dollars),Median monthly housing costs,Cities,Houston Area Detail
77045.0,10655.0,79900.0,64000.0,100600.0,844.0,Houston,Southwest
77046.0,849.0,317100.0,270600.0,395900.0,1780.0,Houston,Inner Loop
77047.0,9712.0,118400.0,81500.0,156100.0,1112.0,Houston,Southeast
77048.0,6775.0,68800.0,54500.0,96700.0,662.0,Houston,Southeast
77049.0,10709.0,122100.0,83300.0,162800.0,1029.0,Houston,Northeast
77050.0,1504.0,69200.0,48600.0,98100.0,618.0,Houston,Northeast
77051.0,7156.0,73200.0,50500.0,104800.0,720.0,Houston,Southeast
77054.0,15072.0,124000.0,86400.0,222900.0,1039.0,Houston,Inner Loop
77055.0,16633.0,343400.0,146900.0,595800.0,939.0,Houston,Northwest
77056.0,12843.0,628800.0,305800.0,1049900.0,1676.0,Houston,Southwest
77057.0,22627.0,271100.0,155700.0,600700.0,1100.0,Houston,Southwest
77058.0,9233.0,166400.0,126700.0,218400.0,978.0,Houston,Southeast
77059.0,6144.0,266300.0,191900.0,363300.0,1600.0,Houston,Southeast
77060.0,16237.0,89900.0,72400.0,112900.0,731.0,Houston,Northeast
77061.0,9908.0,113500.0,89600.0,147700.0,736.0,Houston,Southeast
77062.0,10202.0,169100.0,139200.0,221400.0,1261.0,Houston,Southeast
77063.0,20319.0,198000.0,101500.0,360900.0,984.0,Houston,Southwest
77064.0,16852.0,139800.0,103900.0,187000.0,1151.0,Houston,Northwest
77065.0,15835.0,145600.0,114500.0,192700.0,1090.0,Houston,Northwest
77066.0,10595.0,120000.0,88500.0,155500.0,1093.0,Houston,Northwest
77067.0,11108.0,95000.0,79600.0,117500.0,877.0,Houston,Other Cities
77068.0,4333.0,183900.0,144600.0,249400.0,1152.0,Houston,Northwest
77069.0,8801.0,216800.0,157000.0,329300.0,1154.0,Houston,Northwest
77070.0,20679.0,160400.0,125200.0,199600.0,1218.0,Houston,Northwest
77071.0,10930.0,126300.0,95100.0,174100.0,927.0,Houston,Southwest
77072.0,19573.0,94700.0,74000.0,117200.0,876.0,Houston,Southwest
77073.0,13289.0,115000.0,91600.0,141500.0,1134.0,Houston,Northeast
77074.0,14794.0,108700.0,84200.0,145500.0,786.0,Houston,Southwest
77075.0,13616.0,120800.0,92300.0,144600.0,991.0,Houston,Southeast
77076.0,10638.0,86100.0,70800.0,109000.0,782.0,Houston,Northeast
77077.0,29133.0,244400.0,174300.0,350500.0,1160.0,Houston,Southwest
77078.0,5269.0,69600.0,52800.0,85400.0,702.0,Houston,Northeast
77079.0,13612.0,405700.0,216900.0,618200.0,1364.0,Houston,Southwest
77080.0,16518.0,157600.0,112700.0,221500.0,868.0,Houston,Northwest
77081.0,20204.0,205500.0,107600.0,387700.0,748.0,Houston,Southwest
77082.0,24313.0,138800.0,104100.0,207400.0,1085.0,Houston,Southwest
77083.0,22462.0,120700.0,94200.0,150600.0,1091.0,Houston,Southwest
77084.0,35307.0,134300.0,103700.0,168700.0,1196.0,Houston,Northwest
77085.0,5180.0,103900.0,82100.0,126100.0,1045.0,Houston,Southwest
77086.0,8384.0,92800.0,78400.0,114400.0,955.0,Houston,Northwest
77087.0,12015.0,86500.0,68000.0,109200.0,687.0,Houston,Other Cities
77088.0,18988.0,95600.0,76800.0,119800.0,860.0,Houston,Northwest
77089.0,18085.0,129900.0,100100.0,165300.0,1109.0,Houston,Southeast
77090.0,17517.0,142300.0,106100.0,170400.0,928.0,Houston,Northwest
77091.0,10862.0,108100.0,67000.0,180500.0,727.0,Houston,Northwest
77092.0,15559.0,139500.0,84800.0,190400.0,773.0,Houston,Northwest
77093.0,14306.0,76400.0,52700.0,100100.0,616.0,Houston,Other Cities
77094.0,3271.0,351000.0,260400.0,481300.0,1858.0,Houston,Southwest
77095.0,25364.0,182200.0,145500.0,231400.0,1381.0,Houston,Northwest
77096.0,16042.0,292300.0,207700.0,391800.0,962.0,Houston,Southwest
77098.0,8960.0,440000.0,283300.0,685500.0,1537.0,Houston,Inner Loop
77099.0,18258.0,98800.0,82400.0,119000.0,875.0,Houston,Southwest
77336.0,4680.0,158900.0,80300.0,312300.0,1083.0,Huffman,Other Cities
77338.0,13884.0,114100.0,90600.0,152800.0,1035.0,Humble,Other Cities
77339.0,16924.0,163500.0,132100.0,217400.0,1229.0,Kingwood2,Other Cities
77345.0,10341.0,261500.0,193200.0,355700.0,1691.0,Kingwood2,Other Cities
77346.0,20667.0,170900.0,136200.0,229800.0,1459.0,Humble2,Other Cities
77373.0,20476.0,121200.0,91700.0,164700.0,1196.0,Spring,Other Cities
77375.0,16104.0,159700.0,122000.0,224800.0,1275.0,Tomball,Other Cities
77377.0,11606.0,233700.0,169700.0,301600.0,1457.0,Tomball,Other Cities
77379.0,27309.0,215600.0,159200.0,299900.0,1501.0,Spring2,Other Cities
77388.0,15638.0,162100.0,125700.0,217600.0,1426.0,Spring2,Other Cities
77389.0,10681.0,267900.0,153700.0,397400.0,1721.0,Spring2,Other Cities
77396.0,16705.0,124200.0,83500.0,210900.0,1169.0,Humble3,Other Cities
77401.0,7177.0,768800.0,505600.0,992900.0,2380.0,Bellaire,Other Cities
77429.0,27601.0,209100.0,151400.0,301400.0,1503.0,Cypress2,Other Cities
77433.0,21917.0,211700.0,149400.0,319400.0,1620.0,Cypress2,Other Cities
77447.0,4911.0,127900.0,83100.0,256700.0,1127.0,Hockley,Other Cities
77449.0,33442.0,132500.0,105600.0,162100.0,1332.0,Katy,Other Cities
77450.0,25855.0,227800.0,159300.0,338000.0,1452.0,Katy,Other Cities
77484.0,4021.0,162600.0,71700.0,258400.0,816.0,Waller,Other Cities
77493.0,8829.0,162800.0,121900.0,230000.0,1351.0,Katy2,Other Cities
77502.0,11782.0,91600.0,72400.0,115800.0,838.0,Pasadena,Other Cities
77503.0,8588.0,89100.0,71100.0,112200.0,799.0,Pasadena,Other Cities
77504.0,10192.0,128000.0,91100.0,169400.0,837.0,Pasadena,Other Cities
77505.0,9027.0,164100.0,122900.0,210900.0,1140.0,Pasadena,Other Cities
77506.0,12099.0,70400.0,53000.0,84300.0,707.0,Pasadena,Other Cities
77520.0,14204.0,78600.0,50900.0,114600.0,778.0,Baytown,Other Cities
77521.0,20952.0,124500.0,85800.0,167800.0,942.0,Baytown,Other Cities
77530.0,9723.0,88000.0,66300.0,115300.0,871.0,Channelview,Other Cities
77532.0,10369.0,126300.0,85700.0,170100.0,1020.0,Crosby,Other Cities
77536.0,11589.0,141100.0,109200.0,180200.0,1169.0,Deer Park,Other Cities
77547.0,2885.0,66900.0,56700.0,83000.0,722.0,Galena Park,Other Cities
77562.0,3991.0,96400.0,61800.0,149400.0,790.0,Highlands,Other Cities
77571.0,14042.0,128800.0,101000.0,167800.0,1056.0,La Porte,Other Cities
