Zipcode,Total Housing Unit,Median Value,Lower value quartile (dollars),Upper value quartile (dollars),Median monthly housing costs,Cities,Houston Area Detail
77058.0,9179.0,166600.0,116600.0,217600.0,967.0,Houston,Southeast
77059.0,6047.0,257100.0,183800.0,355400.0,1627.0,Houston,Southeast
77060.0,16070.0,87800.0,73000.0,109400.0,725.0,Houston,Northeast
77061.0,9820.0,109500.0,84900.0,136400.0,703.0,Houston,Southeast
77062.0,10221.0,165300.0,136700.0,204400.0,1269.0,Houston,Southeast
77063.0,19938.0,182400.0,92700.0,338400.0,951.0,Houston,Southwest
77064.0,16824.0,131200.0,97300.0,172500.0,1115.0,Houston,Northwest
77065.0,15689.0,141400.0,111200.0,184400.0,1063.0,Houston,Northwest
77066.0,10416.0,116500.0,87900.0,151500.0,1068.0,Houston,Northwest
77067.0,10877.0,94000.0,78300.0,113300.0,869.0,Houston,Other Cities
77068.0,4265.0,168500.0,134300.0,223000.0,1174.0,Houston,Northwest
77069.0,8660.0,203300.0,133700.0,320100.0,1107.0,Houston,Northwest
77070.0,20274.0,156100.0,119700.0,191600.0,1203.0,Houston,Northwest
77071.0,11085.0,123400.0,95300.0,168300.0,927.0,Houston,Southwest
77072.0,19774.0,94600.0,72400.0,115700.0,879.0,Houston,Southwest
77073.0,13039.0,106000.0,85500.0,126600.0,1149.0,Houston,Northeast
77074.0,14550.0,104700.0,82700.0,136500.0,767.0,Houston,Southwest
77075.0,13611.0,116600.0,88500.0,141400.0,974.0,Houston,Southeast
77076.0,10277.0,84200.0,66400.0,99700.0,760.0,Houston,Northeast
77077.0,28267.0,219800.0,159900.0,325000.0,1136.0,Houston,Southwest
77078.0,5226.0,70800.0,53800.0,87500.0,715.0,Houston,Northeast
77079.0,13390.0,368100.0,173400.0,569000.0,1300.0,Houston,Southwest
77080.0,16463.0,145200.0,105300.0,197300.0,854.0,Houston,Northwest
77081.0,19660.0,171700.0,108000.0,351500.0,731.0,Houston,Southwest
77082.0,23969.0,130200.0,99600.0,206900.0,1060.0,Houston,Southwest
77083.0,22467.0,118200.0,93200.0,148200.0,1085.0,Houston,Southwest
77084.0,35117.0,128700.0,102100.0,162200.0,1188.0,Houston,Northwest
77085.0,5076.0,102300.0,84500.0,121300.0,1045.0,Houston,Southwest
77086.0,8509.0,93200.0,79600.0,110700.0,943.0,Houston,Northwest
77087.0,11859.0,85000.0,66800.0,106700.0,663.0,Houston,Other Cities
77088.0,18598.0,93800.0,75300.0,117500.0,851.0,Houston,Northwest
77089.0,17559.0,123500.0,96400.0,161000.0,1083.0,Houston,Southeast
77090.0,17388.0,143000.0,103800.0,167600.0,910.0,Houston,Northwest
77091.0,11091.0,99300.0,64800.0,160400.0,712.0,Houston,Northwest
77092.0,15236.0,132100.0,87300.0,171400.0,757.0,Houston,Northwest
77093.0,14113.0,75700.0,54000.0,96700.0,612.0,Houston,Other Cities
77094.0,3269.0,337100.0,256300.0,490700.0,2020.0,Houston,Southwest
77095.0,25036.0,170600.0,140700.0,217100.0,1371.0,Houston,Northwest
77096.0,15901.0,274000.0,195500.0,368400.0,939.0,Houston,Southwest
77098.0,8599.0,442900.0,283100.0,692300.0,1478.0,Houston,Inner Loop
77099.0,17882.0,97200.0,83000.0,116400.0,868.0,Houston,Southwest
77336.0,4511.0,159400.0,85800.0,304400.0,1184.0,Huffman,Other Cities
77338.0,13712.0,106500.0,86100.0,138900.0,998.0,Humble,Other Cities
77339.0,16402.0,154200.0,125500.0,196300.0,1195.0,Kingwood2,Other Cities
77345.0,10389.0,242600.0,181100.0,332000.0,1625.0,Kingwood2,Other Cities
77346.0,19994.0,163200.0,131700.0,215100.0,1481.0,Humble2,Other Cities
77373.0,20228.0,115300.0,88500.0,154500.0,1193.0,Spring,Other Cities
77375.0,15555.0,151200.0,111900.0,199600.0,1239.0,Tomball,Other Cities
77377.0,10870.0,220800.0,157800.0,291900.0,1428.0,Tomball,Other Cities
77379.0,26479.0,202300.0,151500.0,285700.0,1482.0,Spring2,Other Cities
77388.0,15324.0,155600.0,119000.0,204700.0,1416.0,Spring2,Other Cities
77389.0,9811.0,232100.0,137700.0,376800.0,1711.0,Spring2,Other Cities
77396.0,16464.0,117100.0,79400.0,184400.0,1157.0,Humble3,Other Cities
77401.0,7164.0,708800.0,411300.0,940800.0,2278.0,Bellaire,Other Cities
77429.0,27072.0,194900.0,147300.0,292100.0,1506.0,Cypress2,Other Cities
77433.0,20493.0,194900.0,144000.0,296400.0,1584.0,Cypress2,Other Cities
77447.0,4307.0,126300.0,79100.0,233500.0,1058.0,Hockley,Other Cities
77449.0,31746.0,122700.0,98700.0,150200.0,1299.0,Katy,Other Cities
77450.0,25902.0,214600.0,152000.0,315000.0,1451.0,Katy,Other Cities
77484.0,4214.0,134900.0,72700.0,261400.0,850.0,Waller,Other Cities
77493.0,8599.0,157100.0,117500.0,212800.0,1289.0,Katy2,Other Cities
77502.0,11957.0,91400.0,72800.0,114300.0,827.0,Pasadena,Other Cities
77503.0,8548.0,90800.0,74000.0,110500.0,791.0,Pasadena,Other Cities
77504.0,10188.0,125700.0,87700.0,164500.0,819.0,Pasadena,Other Cities
77505.0,9018.0,161200.0,121800.0,203900.0,1141.0,Pasadena,Other Cities
77506.0,12117.0,69400.0,52400.0,84200.0,688.0,Pasadena,Other Cities
77520.0,14494.0,78500.0,51100.0,114600.0,767.0,Baytown,Other Cities
77521.0,20517.0,119000.0,84100.0,163300.0,920.0,Baytown,Other Cities
77530.0,9808.0,85700.0,64700.0,107300.0,882.0,Channelview,Other Cities
77532.0,10355.0,123200.0,83300.0,168400.0,1013.0,Crosby,Other Cities
77536.0,11418.0,137300.0,107500.0,171200.0,1165.0,Deer Park,Other Cities
77547.0,2811.0,64700.0,52000.0,80700.0,691.0,Galena Park,Other Cities
77562.0,4015.0,91700.0,62900.0,136400.0,872.0,Highlands,Other Cities
77571.0,13834.0,124400.0,99500.0,160500.0,1075.0,La Porte,Other Cities
77586.0,9641.0,192700.0,147400.0,247800.0,1158.0,Seabrook,Other Cities
77587.0,5125.0,82700.0,61600.0,115400.0,712.0,South Houston,Other Cities
77598.0,11441.0,123400.0,104900.0,148500.0,972.0,Webster,Other Cities
