Zipcode,Total employed in civilian labor force,Aggregate travel time to work (in minutes),Cities,Houston Area Detail
77066.0,15796.0,441470.0,Houston,Northwest
77067.0,13723.0,370645.0,Houston,Other Cities
77068.0,5585.0,150985.0,Houston,Northwest
77069.0,8843.0,254585.0,Houston,Northwest
77070.0,25913.0,710605.0,Houston,Northwest
77071.0,13070.0,333090.0,Houston,Southwest
77072.0,28144.0,800370.0,Houston,Southwest
77073.0,19101.0,538875.0,Houston,Northeast
77074.0,17098.0,454500.0,Houston,Southwest
77075.0,19010.0,548465.0,Houston,Southeast
77076.0,13680.0,375630.0,Houston,Northeast
77077.0,30762.0,773725.0,Houston,Southwest
77078.0,5171.0,154415.0,Houston,Northeast
77079.0,14998.0,322955.0,Houston,Southwest
77080.0,22969.0,548690.0,Houston,Northwest
77081.0,21442.0,557755.0,Houston,Southwest
77082.0,27720.0,778630.0,Houston,Southwest
77083.0,33835.0,1041115.0,Houston,Southwest
77084.0,51040.0,1525830.0,Houston,Northwest
77085.0,7321.0,213235.0,Houston,Southwest
77086.0,12403.0,354870.0,Houston,Northwest
77087.0,14932.0,376190.0,Houston,Other Cities
77088.0,22055.0,622340.0,Houston,Northwest
77089.0,26464.0,772140.0,Houston,Southeast
77090.0,16857.0,469245.0,Houston,Northwest
77091.0,9653.0,258045.0,Houston,Northwest
77092.0,16629.0,407330.0,Houston,Northwest
77093.0,15736.0,430215.0,Houston,Other Cities
77094.0,4295.0,117030.0,Houston,Southwest
77095.0,36986.0,1167445.0,Houston,Northwest
77096.0,17789.0,419005.0,Houston,Southwest
77098.0,9429.0,173085.0,Houston,Inner Loop
77099.0,21031.0,611610.0,Houston,Southwest
77336.0,5136.0,178725.0,Huffman,Other Cities
77338.0,17005.0,435475.0,Humble,Other Cities
77339.0,20876.0,592850.0,Kingwood2,Other Cities
77345.0,13737.0,447940.0,Kingwood2,Other Cities
77346.0,27933.0,857800.0,Humble2,Other Cities
77373.0,27180.0,789040.0,Spring,Other Cities
77375.0,18914.0,553555.0,Tomball,Other Cities
77377.0,14394.0,457265.0,Tomball,Other Cities
77379.0,35873.0,1090460.0,Spring2,Other Cities
77388.0,21068.0,643620.0,Spring2,Other Cities
77389.0,12356.0,384845.0,Spring2,Other Cities
77396.0,23173.0,686520.0,Humble3,Other Cities
77401.0,8854.0,172200.0,Bellaire,Other Cities
77429.0,38749.0,1150250.0,Cypress2,Other Cities
77433.0,27649.0,912300.0,Cypress2,Other Cities
77447.0,5481.0,216070.0,Hockley,Other Cities
77449.0,48205.0,1504830.0,Katy,Other Cities
77450.0,36234.0,1053330.0,Katy,Other Cities
77484.0,5218.0,171575.0,Waller,Other Cities
77493.0,12675.0,379610.0,Katy2,Other Cities
77502.0,14875.0,342055.0,Pasadena,Other Cities
77503.0,10519.0,259920.0,Pasadena,Other Cities
77504.0,10547.0,263355.0,Pasadena,Other Cities
77505.0,12414.0,311880.0,Pasadena,Other Cities
77506.0,13278.0,330425.0,Pasadena,Other Cities
