Zipcode,Total enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to grade 4,Enrolled in grade 5 to grade 8,Enrolled in grade 9 to grade 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school
77032,3887.0,398.0,355.0,1052.0,866.0,822.0,383.0,11.0,8651.0
77033,8152.0,532.0,494.0,1868.0,1950.0,2273.0,995.0,40.0,19728.0
77034,10398.0,616.0,462.0,2515.0,2421.0,2071.0,2015.0,298.0,21785.0
77035,10172.0,924.0,602.0,2488.0,1920.0,2396.0,1591.0,251.0,24362.0
77036,14317.0,991.0,1059.0,3731.0,3569.0,2587.0,2027.0,353.0,45989.0
77037,6447.0,402.0,631.0,1568.0,1640.0,1461.0,686.0,59.0,12917.0
77038,8459.0,635.0,693.0,2220.0,2057.0,1980.0,776.0,98.0,16702.0
77039,7402.0,299.0,532.0,1879.0,1909.0,1717.0,982.0,84.0,17358.0
77040,10655.0,756.0,852.0,2013.0,2089.0,2702.0,1827.0,416.0,29604.0
77041,10568.0,579.0,598.0,2029.0,2619.0,2505.0,1941.0,297.0,22951.0
77042,8004.0,452.0,427.0,1519.0,1225.0,1066.0,2740.0,575.0,24139.0
77043,5499.0,486.0,203.0,1085.0,998.0,1413.0,1111.0,203.0,15328.0
77044,9877.0,644.0,709.0,2356.0,2021.0,2174.0,1779.0,194.0,18153.0
77045,9703.0,584.0,401.0,2454.0,2320.0,2105.0,1575.0,264.0,20711.0
77046,70.0,0.0,0.0,0.0,11.0,0.0,31.0,28.0,806.0
77047,5693.0,251.0,255.0,1322.0,1259.0,930.0,1179.0,497.0,13796.0
77048,4275.0,124.0,170.0,972.0,1004.0,1072.0,841.0,92.0,9840.0
77049,9965.0,542.0,554.0,2310.0,2138.0,2117.0,2016.0,288.0,16832.0
77050,1333.0,205.0,91.0,388.0,385.0,210.0,39.0,15.0,3254.0
77051,4119.0,379.0,309.0,922.0,989.0,783.0,737.0,0.0,10092.0
77054,8225.0,349.0,71.0,670.0,281.0,382.0,2977.0,3495.0,12150.0
77055,11648.0,751.0,723.0,3416.0,3286.0,2160.0,1026.0,286.0,30071.0
77056,2727.0,147.0,131.0,299.0,305.0,428.0,921.0,496.0,13653.0
77057,6483.0,621.0,318.0,1775.0,1081.0,613.0,1346.0,729.0,30814.0
77058,4387.0,205.0,184.0,521.0,336.0,660.0,1468.0,1013.0,11550.0
77059,6467.0,240.0,293.0,1186.0,1708.0,1662.0,987.0,391.0,12447.0
77060,11329.0,755.0,1225.0,3211.0,2531.0,2182.0,1368.0,57.0,27776.0
77061,6148.0,325.0,348.0,1341.0,1459.0,1533.0,1078.0,64.0,16408.0
77062,6337.0,497.0,235.0,1293.0,1314.0,1679.0,1056.0,263.0,17499.0
77063,7115.0,481.0,449.0,1324.0,964.0,807.0,2272.0,818.0,25670.0
77064,12329.0,616.0,628.0,2777.0,2784.0,2813.0,2251.0,460.0,28933.0
77065,10382.0,584.0,635.0,2141.0,2212.0,2113.0,2289.0,408.0,23900.0
77066,8800.0,261.0,249.0,1927.0,1816.0,2629.0,1762.0,156.0,20933.0
77067,9498.0,723.0,720.0,2117.0,2057.0,2258.0,1573.0,50.0,17665.0
77068,2410.0,206.0,100.0,680.0,422.0,350.0,520.0,132.0,6811.0
77069,3344.0,218.0,135.0,641.0,670.0,476.0,1049.0,155.0,11234.0
77070,10966.0,697.0,581.0,2262.0,2274.0,2797.0,1994.0,361.0,31126.0
77071,7122.0,535.0,246.0,1367.0,1590.0,1696.0,1468.0,220.0,17278.0
77072,16032.0,674.0,1105.0,3191.0,3768.0,3893.0,3146.0,255.0,37228.0
77073,11892.0,717.0,898.0,3272.0,2465.0,2163.0,2046.0,331.0,21375.0
77074,10361.0,779.0,712.0,2689.0,2427.0,1842.0,1779.0,133.0,24456.0
77075,10929.0,715.0,783.0,2858.0,2490.0,2169.0,1752.0,162.0,23996.0
77076,9502.0,675.0,695.0,2299.0,2264.0,2326.0,1135.0,108.0,20904.0
77077,12654.0,813.0,650.0,2364.0,2203.0,2246.0,3229.0,1149.0,37335.0
77078,5054.0,543.0,442.0,1261.0,1017.0,1069.0,635.0,87.0,9628.0
77079,9034.0,929.0,389.0,1915.0,1951.0,2080.0,1373.0,397.0,20610.0
77080,12067.0,815.0,857.0,3265.0,2462.0,2772.0,1666.0,230.0,32055.0
77081,10784.0,753.0,1025.0,2637.0,2146.0,2020.0,1505.0,698.0,30207.0
77082,11971.0,718.0,765.0,2200.0,1973.0,2374.0,3204.0,737.0,32262.0
77083,22388.0,1058.0,1357.0,4915.0,4798.0,5220.0,4391.0,649.0,44609.0
77084,27860.0,1807.0,1873.0,6445.0,5717.0,5878.0,5371.0,769.0,61399.0
77085,4952.0,238.0,390.0,1214.0,1177.0,1203.0,650.0,80.0,10571.0
77086,8413.0,536.0,520.0,2270.0,1758.0,2136.0,1102.0,91.0,16582.0
77087,11349.0,583.0,627.0,3198.0,2820.0,2464.0,1545.0,112.0,25127.0
77088,14414.0,902.0,810.0,3022.0,3948.0,3115.0,2332.0,285.0,33557.0
77089,15458.0,938.0,940.0,3190.0,2791.0,3251.0,3836.0,512.0,32439.0
77090,8059.0,471.0,529.0,1828.0,1844.0,1418.0,1678.0,291.0,21339.0
77091,6492.0,449.0,352.0,1791.0,1578.0,1118.0,1134.0,70.0,16167.0
77092,7526.0,537.0,523.0,1884.0,1601.0,1670.0,1179.0,132.0,23736.0
77093,11721.0,755.0,703.0,3223.0,2628.0,3050.0,1315.0,47.0,27957.0
77094,2704.0,85.0,124.0,497.0,582.0,870.0,454.0,92.0,5552.0
77095,19906.0,1793.0,1400.0,4396.0,4265.0,3530.0,3515.0,1007.0,42141.0
77096,8387.0,827.0,431.0,1582.0,1456.0,1495.0,1773.0,823.0,22272.0
77098,2368.0,143.0,47.0,144.0,417.0,306.0,770.0,541.0,9435.0
77099,13763.0,782.0,974.0,2956.0,3319.0,3119.0,2299.0,314.0,30617.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,3650.0,330.0,216.0,873.0,831.0,1039.0,352.0,9.0,8291.0
77338,10126.0,568.0,536.0,2228.0,2178.0,1834.0,2466.0,316.0,19897.0
77339,10333.0,763.0,724.0,1873.0,2144.0,2273.0,2247.0,309.0,26407.0
77345,8385.0,494.0,439.0,1653.0,1855.0,2505.0,1355.0,84.0,17613.0
77346,16499.0,1242.0,705.0,3185.0,3927.0,3492.0,3400.0,548.0,32416.0
77373,16892.0,907.0,941.0,3648.0,3465.0,4163.0,3113.0,655.0,34363.0
77375,12882.0,965.0,780.0,2875.0,2990.0,2539.0,2396.0,337.0,23866.0
77377,7983.0,672.0,377.0,1677.0,1793.0,1917.0,1417.0,130.0,17872.0
77379,21374.0,1453.0,1080.0,4291.0,4721.0,5536.0,3490.0,803.0,45139.0
77388,11642.0,521.0,661.0,2661.0,2692.0,2988.0,1818.0,301.0,26220.0
77389,6279.0,405.0,530.0,1422.0,1496.0,1075.0,1236.0,115.0,12877.0
77396,12560.0,836.0,1029.0,2766.0,2995.0,3088.0,1477.0,369.0,27803.0
77401,5253.0,775.0,321.0,964.0,969.0,1267.0,657.0,300.0,11608.0
77429,20885.0,1549.0,1215.0,5642.0,4907.0,4364.0,2549.0,659.0,46149.0
77433,15651.0,1582.0,1140.0,3608.0,3569.0,2696.0,2285.0,771.0,26751.0
77447,3416.0,183.0,222.0,814.0,785.0,929.0,438.0,45.0,7966.0
77449,27221.0,1801.0,1781.0,6699.0,6102.0,5880.0,4025.0,933.0,54034.0
77450,21848.0,1299.0,1084.0,4788.0,5345.0,5099.0,3466.0,767.0,43733.0
77484,2537.0,83.0,57.0,614.0,541.0,685.0,467.0,90.0,7581.0
77493,7109.0,320.0,418.0,1453.0,1933.0,1855.0,1043.0,87.0,14545.0
77502,10756.0,510.0,785.0,2809.0,2432.0,2730.0,1483.0,7.0,23259.0
77503,7177.0,379.0,349.0,2013.0,1631.0,1750.0,1040.0,15.0,15877.0
77504,6636.0,311.0,388.0,1547.0,1436.0,1560.0,1236.0,158.0,15890.0
77505,7345.0,471.0,369.0,1616.0,1373.0,1745.0,1476.0,295.0,14922.0
77506,10827.0,795.0,743.0,2711.0,3022.0,2610.0,852.0,94.0,23685.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,10969.0,665.0,652.0,2578.0,2531.0,2733.0,1700.0,110.0,24770.0
77521,13095.0,894.0,764.0,2703.0,2856.0,2463.0,2874.0,541.0,30768.0
77530,10155.0,444.0,416.0,2731.0,2353.0,2705.0,1262.0,244.0,19413.0
77532,5890.0,375.0,335.0,1240.0,1354.0,1423.0,1009.0,154.0,17098.0
77536,8651.0,446.0,549.0,1825.0,2087.0,1834.0,1686.0,224.0,20831.0
77547,2998.0,79.0,133.0,739.0,778.0,846.0,423.0,0.0,6327.0
77562,3111.0,165.0,195.0,629.0,639.0,727.0,704.0,52.0,7012.0
77571,10196.0,579.0,591.0,2236.0,1979.0,2356.0,2201.0,254.0,24118.0
77586,5910.0,369.0,244.0,1044.0,1080.0,1486.0,1185.0,502.0,14289.0
77587,4770.0,278.0,228.0,1079.0,1296.0,1251.0,539.0,99.0,10822.0
77598,5555.0,448.0,277.0,1018.0,989.0,1131.0,1417.0,275.0,16513.0
