Zipcode,Estimate!!Total,Estimate!!Total!!Below 100 percent of the poverty level,Estimate!!Total!!100 to 149 percent of the poverty level,Estimate!!Total!!At or above 150 percent of the poverty level,Estimate!!Total!!Same house 1 year ago,Estimate!!Total!!Same house 1 year ago!!Below 100 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!100 to 149 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved within same county!!Below 100 percent of the poverty level,Estimate!!Total!!Moved within same county!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved within same county!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different county within same state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from abroad,Estimate!!Total!!Moved from abroad!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from abroad!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from abroad!!At or above 150 percent of the poverty level
77058,16017.0,2585.0,1334.0,12098.0,11311.0,1453.0,900.0,8958.0,2826.0,760.0,291.0,1775.0,937.0,88.0,135.0,714.0,510.0,31.0,8.0,471.0,433.0,253.0,0.0,180.0
77059,18668.0,241.0,194.0,18233.0,17495.0,218.0,116.0,17161.0,777.0,23.0,35.0,719.0,243.0,0.0,43.0,200.0,83.0,0.0,0.0,83.0,70.0,0.0,0.0,70.0
77060,42761.0,16552.0,7669.0,18540.0,28792.0,9393.0,4933.0,14466.0,12568.0,6256.0,2574.0,3738.0,791.0,544.0,62.0,185.0,437.0,221.0,100.0,116.0,173.0,138.0,0.0,35.0
77061,24184.0,7108.0,3490.0,13586.0,18448.0,4572.0,2615.0,11261.0,4897.0,2065.0,732.0,2100.0,292.0,27.0,103.0,162.0,279.0,216.0,0.0,63.0,268.0,228.0,40.0,0.0
77062,25396.0,1982.0,1061.0,22353.0,21790.0,909.0,953.0,19928.0,2386.0,968.0,52.0,1366.0,602.0,87.0,39.0,476.0,494.0,18.0,17.0,459.0,124.0,0.0,0.0,124.0
77063,34939.0,6634.0,3028.0,25277.0,23987.0,4049.0,1516.0,18422.0,7898.0,1629.0,1089.0,5180.0,1116.0,178.0,282.0,656.0,1162.0,490.0,87.0,585.0,776.0,288.0,54.0,434.0
77064,45026.0,5006.0,4163.0,35857.0,39753.0,4193.0,3853.0,31707.0,3762.0,656.0,110.0,2996.0,555.0,72.0,22.0,461.0,455.0,32.0,9.0,414.0,501.0,53.0,169.0,279.0
77065,36990.0,4503.0,3121.0,29366.0,30924.0,3312.0,2287.0,25325.0,4312.0,997.0,399.0,2916.0,819.0,55.0,280.0,484.0,711.0,94.0,108.0,509.0,224.0,45.0,47.0,132.0
77066,30755.0,3982.0,2962.0,23811.0,27136.0,3144.0,2860.0,21132.0,2916.0,466.0,86.0,2364.0,244.0,105.0,0.0,139.0,357.0,267.0,0.0,90.0,102.0,0.0,16.0,86.0
77067,30343.0,9074.0,4950.0,16319.0,24886.0,6791.0,3709.0,14386.0,4970.0,2067.0,1184.0,1719.0,159.0,21.0,57.0,81.0,276.0,143.0,0.0,133.0,52.0,52.0,0.0,0.0
77068,10215.0,1206.0,1121.0,7888.0,8648.0,978.0,791.0,6879.0,1266.0,153.0,330.0,783.0,134.0,16.0,0.0,118.0,100.0,9.0,0.0,91.0,67.0,50.0,0.0,17.0
77069,15844.0,1398.0,328.0,14118.0,12463.0,955.0,180.0,11328.0,2227.0,110.0,129.0,1988.0,190.0,0.0,0.0,190.0,816.0,333.0,19.0,464.0,148.0,0.0,0.0,148.0
77070,45751.0,3974.0,3804.0,37973.0,36369.0,2357.0,2821.0,31191.0,6630.0,1047.0,660.0,4923.0,881.0,123.0,147.0,611.0,1193.0,199.0,47.0,947.0,678.0,248.0,129.0,301.0
77071,26163.0,4678.0,3372.0,18113.0,21736.0,3368.0,2428.0,15940.0,3629.0,1164.0,846.0,1619.0,411.0,67.0,9.0,335.0,320.0,79.0,89.0,152.0,67.0,0.0,0.0,67.0
77072,55126.0,14147.0,9008.0,31971.0,46960.0,10689.0,7859.0,28412.0,6024.0,2865.0,1094.0,2065.0,858.0,177.0,23.0,658.0,725.0,278.0,18.0,429.0,559.0,138.0,14.0,407.0
77073,37507.0,6849.0,4921.0,25737.0,29536.0,4294.0,3381.0,21861.0,5781.0,1694.0,1160.0,2927.0,1343.0,525.0,224.0,594.0,783.0,336.0,156.0,291.0,64.0,0.0,0.0,64.0
77074,35223.0,9967.0,5693.0,19563.0,28723.0,7139.0,4364.0,17220.0,5133.0,2181.0,1291.0,1661.0,382.0,96.0,3.0,283.0,224.0,46.0,35.0,143.0,761.0,505.0,0.0,256.0
77075,39145.0,7933.0,5925.0,25287.0,32989.0,5945.0,4926.0,22118.0,4880.0,1475.0,853.0,2552.0,626.0,268.0,117.0,241.0,394.0,35.0,0.0,359.0,256.0,210.0,29.0,17.0
77076,34029.0,13229.0,5567.0,15233.0,29464.0,11119.0,4477.0,13868.0,4153.0,2056.0,817.0,1280.0,117.0,21.0,96.0,0.0,68.0,33.0,10.0,25.0,227.0,0.0,167.0,60.0
77077,52057.0,5962.0,3402.0,42693.0,36376.0,2867.0,2184.0,31325.0,10321.0,1934.0,1102.0,7285.0,1208.0,303.0,27.0,878.0,2090.0,544.0,7.0,1539.0,2062.0,314.0,82.0,1666.0
77078,16156.0,5386.0,2311.0,8459.0,14052.0,4481.0,2150.0,7421.0,1932.0,823.0,100.0,1009.0,156.0,82.0,45.0,29.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0
77079,30355.0,1627.0,1843.0,26885.0,26196.0,1177.0,1457.0,23562.0,2296.0,271.0,360.0,1665.0,542.0,60.0,0.0,482.0,661.0,65.0,26.0,570.0,660.0,54.0,0.0,606.0
77080,47329.0,13300.0,8201.0,25828.0,34301.0,8588.0,5757.0,19956.0,10339.0,3979.0,1836.0,4524.0,601.0,145.0,62.0,394.0,813.0,238.0,47.0,528.0,1275.0,350.0,499.0,426.0
77081,41705.0,15933.0,8866.0,16906.0,32389.0,12280.0,6789.0,13320.0,7453.0,2905.0,1677.0,2871.0,328.0,154.0,0.0,174.0,690.0,264.0,142.0,284.0,845.0,330.0,258.0,257.0
77082,48869.0,7360.0,4890.0,36619.0,35479.0,5118.0,2739.0,27622.0,9692.0,1523.0,1653.0,6516.0,1405.0,233.0,69.0,1103.0,1269.0,367.0,316.0,586.0,1024.0,119.0,113.0,792.0
77083,70723.0,11201.0,10195.0,49327.0,64503.0,9327.0,9267.0,45909.0,2906.0,760.0,562.0,1584.0,1771.0,513.0,76.0,1182.0,824.0,466.0,0.0,358.0,719.0,135.0,290.0,294.0
77084,97664.0,12945.0,11606.0,73113.0,83565.0,10948.0,9941.0,62676.0,10285.0,1693.0,1112.0,7480.0,1645.0,226.0,150.0,1269.0,1567.0,78.0,89.0,1400.0,602.0,0.0,314.0,288.0
77085,16102.0,2308.0,2087.0,11707.0,14808.0,2224.0,1936.0,10648.0,1169.0,73.0,151.0,945.0,102.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,23.0,11.0,0.0,12.0
77086,27258.0,7200.0,3605.0,16453.0,23278.0,5054.0,2747.0,15477.0,3461.0,1988.0,690.0,783.0,185.0,3.0,117.0,65.0,198.0,91.0,37.0,70.0,136.0,64.0,14.0,58.0
77087,37263.0,9916.0,6515.0,20832.0,32322.0,7881.0,5635.0,18806.0,4376.0,1884.0,764.0,1728.0,183.0,107.0,0.0,76.0,232.0,44.0,56.0,132.0,150.0,0.0,60.0,90.0
77088,51826.0,12036.0,9153.0,30637.0,44701.0,8936.0,7751.0,28014.0,6016.0,2753.0,1201.0,2062.0,382.0,107.0,96.0,179.0,601.0,240.0,105.0,256.0,126.0,0.0,0.0,126.0
77089,50248.0,6107.0,4408.0,39733.0,42779.0,4241.0,3527.0,35011.0,5158.0,1025.0,816.0,3317.0,956.0,357.0,65.0,534.0,809.0,135.0,0.0,674.0,546.0,349.0,0.0,197.0
77090,32822.0,7239.0,5095.0,20488.0,21371.0,3836.0,3216.0,14319.0,9274.0,3078.0,1678.0,4518.0,886.0,82.0,94.0,710.0,1274.0,243.0,107.0,924.0,17.0,0.0,0.0,17.0
77091,22712.0,7626.0,3142.0,11944.0,17998.0,5361.0,2475.0,10162.0,4339.0,2162.0,658.0,1519.0,247.0,52.0,0.0,195.0,72.0,51.0,9.0,12.0,56.0,0.0,0.0,56.0
77092,34582.0,9831.0,5230.0,19521.0,26238.0,5829.0,4257.0,16152.0,6639.0,2902.0,672.0,3065.0,400.0,273.0,12.0,115.0,533.0,347.0,76.0,110.0,772.0,480.0,213.0,79.0
77093,41985.0,14236.0,7807.0,19942.0,37679.0,12282.0,6816.0,18581.0,3525.0,1632.0,775.0,1118.0,453.0,142.0,158.0,153.0,164.0,83.0,58.0,23.0,164.0,97.0,0.0,67.0
77094,8409.0,168.0,188.0,8053.0,7521.0,109.0,124.0,7288.0,474.0,4.0,29.0,441.0,89.0,20.0,0.0,69.0,93.0,0.0,35.0,58.0,232.0,35.0,0.0,197.0
77095,67392.0,5473.0,2941.0,58978.0,57837.0,4165.0,2555.0,51117.0,6513.0,1211.0,136.0,5166.0,903.0,47.0,110.0,746.0,1730.0,50.0,140.0,1540.0,409.0,0.0,0.0,409.0
77096,34356.0,4907.0,1808.0,27641.0,26853.0,3126.0,1169.0,22558.0,5318.0,1383.0,534.0,3401.0,908.0,20.0,25.0,863.0,774.0,157.0,59.0,558.0,503.0,221.0,21.0,261.0
77098,12545.0,1178.0,588.0,10779.0,8845.0,552.0,404.0,7889.0,2197.0,502.0,92.0,1603.0,757.0,15.0,78.0,664.0,484.0,82.0,14.0,388.0,262.0,27.0,0.0,235.0
77099,44840.0,11585.0,7358.0,25897.0,37593.0,8698.0,6013.0,22882.0,5052.0,1682.0,1218.0,2152.0,1007.0,449.0,54.0,504.0,788.0,495.0,13.0,280.0,400.0,261.0,60.0,79.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,11911.0,1158.0,640.0,10113.0,10226.0,708.0,548.0,8970.0,1097.0,182.0,76.0,839.0,557.0,268.0,16.0,273.0,31.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
77338,33627.0,5300.0,4098.0,24229.0,25608.0,3266.0,3032.0,19310.0,6301.0,1632.0,910.0,3759.0,795.0,113.0,49.0,633.0,679.0,241.0,18.0,420.0,244.0,48.0,89.0,107.0
77339,39032.0,3873.0,1710.0,33449.0,32578.0,2966.0,1165.0,28447.0,2110.0,245.0,158.0,1707.0,2272.0,435.0,169.0,1668.0,1726.0,212.0,123.0,1391.0,346.0,15.0,95.0,236.0
77345,28055.0,839.0,443.0,26773.0,25144.0,773.0,402.0,23969.0,1482.0,40.0,0.0,1442.0,798.0,10.0,30.0,758.0,520.0,0.0,11.0,509.0,111.0,16.0,0.0,95.0
77346,53753.0,2329.0,1973.0,49451.0,47415.0,1814.0,1593.0,44008.0,3242.0,229.0,308.0,2705.0,1072.0,175.0,0.0,897.0,1592.0,62.0,72.0,1458.0,432.0,49.0,0.0,383.0
77373,54788.0,5268.0,3533.0,45987.0,47052.0,3980.0,2522.0,40550.0,6053.0,1055.0,796.0,4202.0,1072.0,162.0,171.0,739.0,545.0,71.0,44.0,430.0,66.0,0.0,0.0,66.0
77375,40340.0,4596.0,3576.0,32168.0,34298.0,2805.0,2820.0,28673.0,3683.0,1175.0,614.0,1894.0,1283.0,357.0,84.0,842.0,927.0,236.0,0.0,691.0,149.0,23.0,58.0,68.0
77377,29906.0,3278.0,1777.0,24851.0,27333.0,3052.0,1603.0,22678.0,1272.0,137.0,96.0,1039.0,516.0,7.0,38.0,471.0,566.0,0.0,30.0,536.0,219.0,82.0,10.0,127.0
77379,71361.0,3055.0,2710.0,65596.0,62553.0,1880.0,2218.0,58455.0,5136.0,931.0,412.0,3793.0,1949.0,121.0,0.0,1828.0,1477.0,55.0,56.0,1366.0,246.0,68.0,24.0,154.0
77388,39413.0,1656.0,2171.0,35586.0,35196.0,1438.0,1849.0,31909.0,2223.0,37.0,140.0,2046.0,1342.0,154.0,182.0,1006.0,482.0,27.0,0.0,455.0,170.0,0.0,0.0,170.0
77389,24036.0,2002.0,999.0,21035.0,21034.0,1680.0,949.0,18405.0,1089.0,131.0,3.0,955.0,956.0,81.0,47.0,828.0,502.0,29.0,0.0,473.0,455.0,81.0,0.0,374.0
77396,41849.0,5746.0,4594.0,31509.0,34625.0,4580.0,3510.0,26535.0,5411.0,775.0,978.0,3658.0,870.0,147.0,62.0,661.0,767.0,182.0,44.0,541.0,176.0,62.0,0.0,114.0
77401,17542.0,495.0,260.0,16787.0,15485.0,306.0,260.0,14919.0,1389.0,164.0,0.0,1225.0,287.0,0.0,0.0,287.0,275.0,10.0,0.0,265.0,106.0,15.0,0.0,91.0
77429,72764.0,2994.0,3313.0,66457.0,65048.0,2396.0,3065.0,59587.0,5454.0,577.0,123.0,4754.0,424.0,9.0,0.0,415.0,1584.0,12.0,125.0,1447.0,254.0,0.0,0.0,254.0
