Zipcode,Total enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to grade 4,Enrolled in grade 5 to grade 8,Enrolled in grade 9 to grade 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school
77338,11760.0,780.0,675.0,2251.0,2555.0,2222.0,2728.0,549.0,24112.0
77339,10659.0,486.0,641.0,1900.0,2093.0,2437.0,2762.0,340.0,28082.0
77345,9219.0,495.0,358.0,1965.0,2170.0,2167.0,1774.0,290.0,19265.0
77346,19329.0,1274.0,1459.0,3918.0,4605.0,4100.0,3341.0,632.0,37973.0
77373,17225.0,982.0,1105.0,3470.0,3904.0,3942.0,3229.0,593.0,37259.0
77375,13830.0,1045.0,1185.0,3431.0,2858.0,2604.0,2233.0,474.0,28458.0
77377,10545.0,734.0,546.0,2945.0,2065.0,1978.0,1955.0,322.0,21550.0
77379,22835.0,1684.0,1367.0,4915.0,4843.0,4984.0,4170.0,872.0,50477.0
77388,12210.0,871.0,604.0,2626.0,1855.0,2972.0,2858.0,424.0,29335.0
77389,8788.0,786.0,1035.0,2240.0,1535.0,1470.0,1304.0,418.0,18537.0
77396,15175.0,1020.0,1456.0,3138.0,3260.0,2646.0,2808.0,847.0,31112.0
77401,5229.0,620.0,373.0,1169.0,1049.0,1154.0,608.0,256.0,12575.0
77429,24346.0,1616.0,1639.0,5729.0,5698.0,5304.0,3676.0,684.0,51910.0
77433,22319.0,1741.0,1333.0,5564.0,5106.0,4508.0,3137.0,930.0,39022.0
77447,3797.0,192.0,174.0,711.0,937.0,1152.0,622.0,9.0,9130.0
77449,34321.0,2666.0,1299.0,9113.0,7049.0,6702.0,6667.0,825.0,67073.0
77450,22973.0,1622.0,1371.0,3851.0,5708.0,5172.0,4168.0,1081.0,48722.0
77493,7420.0,506.0,349.0,1432.0,1841.0,2050.0,1081.0,161.0,17448.0
77502,10745.0,610.0,475.0,2813.0,2687.0,2547.0,1531.0,82.0,25693.0
77503,7963.0,564.0,602.0,1611.0,1794.0,1665.0,1681.0,46.0,16038.0
77504,7034.0,414.0,345.0,1688.0,1479.0,1446.0,1437.0,225.0,15966.0
77505,6299.0,451.0,323.0,1467.0,1019.0,1259.0,1515.0,265.0,16316.0
77506,10277.0,589.0,614.0,3149.0,2406.0,2353.0,1128.0,38.0,23929.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,10832.0,691.0,738.0,2338.0,2538.0,2454.0,1938.0,135.0,25802.0
77521,16670.0,773.0,874.0,4180.0,4041.0,3267.0,3177.0,358.0,35256.0
77530,9264.0,512.0,553.0,2439.0,1994.0,2096.0,1577.0,93.0,19488.0
77532,8198.0,733.0,479.0,1708.0,1583.0,1971.0,1406.0,318.0,19183.0
77536,9165.0,516.0,391.0,1983.0,1822.0,2063.0,2108.0,282.0,21934.0
77547,3278.0,168.0,255.0,696.0,1016.0,683.0,460.0,0.0,6425.0
77562,2970.0,225.0,105.0,855.0,435.0,673.0,555.0,122.0,7259.0
77571,10319.0,699.0,400.0,2184.0,2288.0,2322.0,2186.0,240.0,25206.0
77586,6023.0,435.0,350.0,1238.0,1287.0,1596.0,871.0,246.0,15853.0
77587,5026.0,248.0,269.0,1358.0,1240.0,1010.0,778.0,123.0,10912.0
77598,6051.0,317.0,435.0,1234.0,1033.0,803.0,1896.0,333.0,16624.0
