Zipcode,Total enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to grade 4,Enrolled in grade 5 to grade 8,Enrolled in grade 9 to grade 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school
77338,10621.0,623.0,527.0,2195.0,2083.0,1909.0,2607.0,677.0,22005.0
77339,11014.0,595.0,951.0,1951.0,2093.0,2418.0,2577.0,429.0,27695.0
77345,8615.0,489.0,418.0,1628.0,1862.0,2301.0,1657.0,260.0,18821.0
77346,18064.0,1058.0,1135.0,3710.0,4436.0,4008.0,3126.0,591.0,34297.0
77373,17790.0,812.0,1054.0,3853.0,3912.0,4152.0,3565.0,442.0,35530.0
77375,12847.0,1171.0,882.0,3305.0,2649.0,2305.0,2171.0,364.0,26272.0
77377,9834.0,723.0,576.0,2588.0,1987.0,1900.0,1749.0,311.0,19524.0
77379,22321.0,1547.0,1098.0,4938.0,4677.0,5387.0,3869.0,805.0,47642.0
77388,10848.0,583.0,589.0,2746.0,2350.0,2599.0,1704.0,277.0,27474.0
77389,7662.0,495.0,621.0,1698.0,1757.0,1302.0,1507.0,282.0,15723.0
77396,13839.0,997.0,1242.0,3204.0,2844.0,2759.0,2113.0,680.0,29367.0
77401,5314.0,696.0,310.0,1131.0,905.0,1425.0,640.0,207.0,11897.0
77429,22511.0,1403.0,1366.0,5322.0,5608.0,4848.0,3218.0,746.0,48789.0
77433,18876.0,1652.0,1334.0,4275.0,4068.0,4104.0,2576.0,867.0,33639.0
77447,4049.0,199.0,220.0,955.0,953.0,1229.0,471.0,22.0,8744.0
77449,30245.0,2082.0,1832.0,7362.0,6572.0,6191.0,5408.0,798.0,60588.0
77450,22489.0,1326.0,1235.0,4668.0,5272.0,4906.0,4110.0,972.0,45680.0
77493,6981.0,395.0,441.0,1245.0,1910.0,1668.0,1197.0,125.0,15614.0
77502,11110.0,549.0,626.0,2790.0,2788.0,2791.0,1534.0,32.0,23685.0
77503,7767.0,413.0,520.0,1810.0,1715.0,1750.0,1539.0,20.0,16430.0
77504,7251.0,472.0,311.0,1807.0,1729.0,1473.0,1247.0,212.0,16240.0
77505,7108.0,413.0,351.0,1755.0,1076.0,1755.0,1469.0,289.0,15561.0
77506,10703.0,564.0,548.0,3045.0,2758.0,2619.0,1133.0,36.0,22966.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,10670.0,656.0,649.0,2160.0,2496.0,2832.0,1763.0,114.0,25376.0
77521,15253.0,816.0,893.0,3245.0,3521.0,2785.0,3506.0,487.0,32610.0
77530,10041.0,423.0,534.0,2705.0,2292.0,2317.0,1515.0,255.0,18718.0
77532,7724.0,759.0,437.0,1571.0,1718.0,1618.0,1347.0,274.0,18257.0
77536,8964.0,476.0,489.0,1736.0,2099.0,1999.0,1878.0,287.0,20861.0
77547,3004.0,72.0,160.0,672.0,947.0,732.0,421.0,0.0,6362.0
