Zipcode,Less than high school graduate,High school graduate (includes equivalency),Some college or associate degree,Bachelor degree,Graduate or professional degree
77059,611.0,864.0,2025.0,4997.0,3705.0
77060,10765.0,6600.0,4575.0,920.0,291.0
77061,5240.0,5309.0,2907.0,1560.0,459.0
77062,1187.0,2508.0,6375.0,5354.0,2843.0
77063,2750.0,4922.0,6772.0,7861.0,3937.0
77064,4754.0,7586.0,9548.0,7094.0,2559.0
77065,3504.0,6473.0,7697.0,4989.0,2250.0
77066,4173.0,6179.0,5743.0,3232.0,1281.0
77067,5308.0,5296.0,5747.0,1519.0,510.0
77068,1141.0,1798.0,2344.0,1911.0,888.0
77069,372.0,1976.0,4631.0,4155.0,2283.0
77070,2342.0,6696.0,11213.0,8835.0,3641.0
77071,2624.0,4081.0,4814.0,4064.0,2190.0
77072,13903.0,9708.0,7977.0,3738.0,1175.0
77073,4300.0,6924.0,8328.0,2729.0,1034.0
77074,7189.0,7109.0,4952.0,3674.0,1085.0
77075,7189.0,8021.0,5823.0,2193.0,810.0
77076,9219.0,6608.0,2660.0,597.0,132.0
77077,1856.0,5611.0,11108.0,12904.0,9121.0
77078,2798.0,3661.0,2348.0,539.0,310.0
77079,1374.0,2689.0,3626.0,8748.0,5594.0
77080,9484.0,8870.0,5929.0,3250.0,1342.0
77081,9868.0,8370.0,4519.0,3602.0,1704.0
77082,4327.0,8973.0,10616.0,8837.0,4796.0
77083,9555.0,11446.0,13616.0,8082.0,3426.0
77084,9354.0,14969.0,21086.0,13183.0,5433.0
77085,3365.0,2987.0,2333.0,1230.0,622.0
77086,6179.0,5303.0,3428.0,952.0,295.0
77087,8930.0,6611.0,4094.0,1459.0,555.0
77088,10317.0,10501.0,8889.0,3503.0,1223.0
77089,6049.0,8738.0,11605.0,4599.0,2375.0
77090,3245.0,5754.0,8388.0,3422.0,1372.0
77091,4228.0,5048.0,3974.0,1412.0,740.0
77092,7000.0,8414.0,5484.0,2678.0,1003.0
77093,12918.0,7232.0,3775.0,632.0,232.0
77094,81.0,445.0,1172.0,2539.0,1739.0
77095,3364.0,8502.0,14746.0,13206.0,6392.0
77096,2268.0,4258.0,5682.0,6757.0,5871.0
77098,319.0,260.0,1699.0,4214.0,4287.0
77099,8817.0,8954.0,8386.0,3610.0,1374.0
77201,0.0,0.0,0.0,0.0,0.0
77336,863.0,2757.0,3115.0,1038.0,281.0
77338,3527.0,6999.0,8219.0,3104.0,964.0
77339,1173.0,4657.0,10509.0,7722.0,3640.0
77345,478.0,1844.0,4907.0,7588.0,4208.0
77346,2393.0,6956.0,13616.0,10742.0,4186.0
77373,3294.0,10964.0,13700.0,5657.0,2688.0
77375,2824.0,7936.0,8918.0,6554.0,2344.0
77377,1972.0,3749.0,6766.0,6526.0,2814.0
77379,3228.0,8128.0,15943.0,15795.0,8721.0
77388,2751.0,5568.0,10288.0,7018.0,3668.0
77389,921.0,2874.0,4863.0,7055.0,3274.0
77396,5452.0,8024.0,10621.0,5029.0,2501.0
77401,229.0,677.0,1857.0,4003.0,5854.0
77429,2572.0,9179.0,15417.0,16949.0,7535.0
77433,3154.0,8076.0,10556.0,12765.0,6304.0
77447,1820.0,2897.0,3102.0,896.0,494.0
77449,9379.0,16695.0,22742.0,12398.0,3864.0
77450,2815.0,6767.0,12739.0,16271.0,8439.0
77493,2558.0,3973.0,5803.0,3408.0,1635.0
77502,8313.0,6786.0,5197.0,1243.0,516.0
77503,4126.0,4754.0,4608.0,959.0,397.0
77504,3194.0,4457.0,4357.0,1549.0,683.0
77505,1684.0,4082.0,6017.0,2585.0,1294.0
77506,9390.0,6762.0,3794.0,691.0,126.0
77507,0.0,0.0,0.0,0.0,0.0
77520,6926.0,5897.0,7445.0,1728.0,702.0
77521,5547.0,9690.0,12575.0,4222.0,1714.0
77530,5841.0,6322.0,4508.0,828.0,249.0
77532,2531.0,6346.0,6914.0,2643.0,611.0
77536,2287.0,4847.0,9062.0,3265.0,1176.0
77547,2427.0,1624.0,1393.0,221.0,78.0
77562,1075.0,2484.0,2671.0,317.0,195.0
77571,2703.0,7545.0,10013.0,2943.0,1419.0
