Zipcode,Estimate!!Total,Estimate!!Total!!Family households,Estimate!!Total!!Family households!!Married-couple family,Estimate!!Total!!Family households!!Other family,"Estimate!!Total!!Family households!!Other family!!Male householder, no wife present","Estimate!!Total!!Family households!!Other family!!Female householder, no husband present",Estimate!!Total!!Nonfamily households,Estimate!!Total!!Nonfamily households!!Householder living alone,Estimate!!Total!!Nonfamily households!!Householder not living alone
77018,10830.0,6613.0,5033.0,1580.0,574.0,1006.0,4217.0,3386.0,831.0
77019,10081.0,4498.0,3610.0,888.0,325.0,563.0,5583.0,4351.0,1232.0
77020,8266.0,5699.0,2979.0,2720.0,575.0,2145.0,2567.0,2185.0,382.0
77021,10058.0,5433.0,2473.0,2960.0,791.0,2169.0,4625.0,3766.0,859.0
77022,8933.0,5750.0,3541.0,2209.0,577.0,1632.0,3183.0,2810.0,373.0
77023,9322.0,6222.0,3816.0,2406.0,749.0,1657.0,3100.0,2514.0,586.0
77024,14884.0,10227.0,8638.0,1589.0,403.0,1186.0,4657.0,4299.0,358.0
77025,12362.0,6659.0,5269.0,1390.0,329.0,1061.0,5703.0,4916.0,787.0
77026,7889.0,4944.0,2115.0,2829.0,624.0,2205.0,2945.0,2584.0,361.0
77027,8977.0,2974.0,2245.0,729.0,276.0,453.0,6003.0,4714.0,1289.0
77028,5327.0,3373.0,1487.0,1886.0,353.0,1533.0,1954.0,1791.0,163.0
77029,5587.0,3606.0,2235.0,1371.0,240.0,1131.0,1981.0,1782.0,199.0
77030,4939.0,2305.0,2102.0,203.0,45.0,158.0,2634.0,1970.0,664.0
77031,5660.0,3825.0,2250.0,1575.0,429.0,1146.0,1835.0,1562.0,273.0
77032,4004.0,2700.0,1013.0,1687.0,301.0,1386.0,1304.0,1222.0,82.0
77033,8644.0,5971.0,2548.0,3423.0,613.0,2810.0,2673.0,2407.0,266.0
77034,11647.0,8538.0,5618.0,2920.0,757.0,2163.0,3109.0,2571.0,538.0
77035,13284.0,8445.0,5064.0,3381.0,781.0,2600.0,4839.0,4036.0,803.0
77036,24151.0,15588.0,8997.0,6591.0,2008.0,4583.0,8563.0,6424.0,2139.0
77037,5256.0,4597.0,2607.0,1990.0,565.0,1425.0,659.0,548.0,111.0
77038,7529.0,5902.0,3481.0,2421.0,666.0,1755.0,1627.0,1382.0,245.0
77039,7219.0,6014.0,3544.0,2470.0,809.0,1661.0,1205.0,939.0,266.0
77040,16596.0,11177.0,7747.0,3430.0,981.0,2449.0,5419.0,4376.0,1043.0
77041,11389.0,9080.0,7359.0,1721.0,547.0,1174.0,2309.0,1815.0,494.0
77042,17843.0,8572.0,5646.0,2926.0,719.0,2207.0,9271.0,7808.0,1463.0
77043,8404.0,5970.0,4040.0,1930.0,526.0,1404.0,2434.0,2094.0,340.0
77044,10410.0,8724.0,6519.0,2205.0,520.0,1685.0,1686.0,1392.0,294.0
77045,9541.0,7415.0,4160.0,3255.0,488.0,2767.0,2126.0,1851.0,275.0
77046,696.0,215.0,194.0,21.0,0.0,21.0,481.0,456.0,25.0
77047,8015.0,5576.0,3043.0,2533.0,580.0,1953.0,2439.0,2036.0,403.0
77048,5483.0,3790.0,1828.0,1962.0,380.0,1582.0,1693.0,1470.0,223.0
77049,9128.0,7051.0,4984.0,2067.0,601.0,1466.0,2077.0,1661.0,416.0
77050,1415.0,1150.0,705.0,445.0,89.0,356.0,265.0,186.0,79.0
77051,5685.0,3483.0,1180.0,2303.0,279.0,2024.0,2202.0,1886.0,316.0
77054,12008.0,4399.0,2575.0,1824.0,483.0,1341.0,7609.0,5959.0,1650.0
77055,14327.0,9560.0,6090.0,3470.0,972.0,2498.0,4767.0,3568.0,1199.0
77056,9423.0,4147.0,3724.0,423.0,48.0,375.0,5276.0,4597.0,679.0
77057,19902.0,8274.0,5793.0,2481.0,1027.0,1454.0,11628.0,9771.0,1857.0
77058,8323.0,3220.0,2038.0,1182.0,353.0,829.0,5103.0,4195.0,908.0
77059,5976.0,5053.0,4668.0,385.0,102.0,283.0,923.0,735.0,188.0
77060,13154.0,9010.0,4039.0,4971.0,1341.0,3630.0,4144.0,3184.0,960.0
77061,8715.0,5652.0,3081.0,2571.0,920.0,1651.0,3063.0,2500.0,563.0
77062,9672.0,7139.0,5614.0,1525.0,500.0,1025.0,2533.0,2013.0,520.0
77063,17640.0,7674.0,5295.0,2379.0,532.0,1847.0,9966.0,8498.0,1468.0
77064,15511.0,11300.0,8332.0,2968.0,888.0,2080.0,4211.0,3645.0,566.0
77065,14694.0,9547.0,6779.0,2768.0,725.0,2043.0,5147.0,4614.0,533.0
77066,9678.0,7796.0,5497.0,2299.0,441.0,1858.0,1882.0,1520.0,362.0
77067,9411.0,7172.0,3632.0,3540.0,877.0,2663.0,2239.0,1785.0,454.0
77068,3788.0,2929.0,2145.0,784.0,297.0,487.0,859.0,665.0,194.0
77069,7801.0,4633.0,3675.0,958.0,180.0,778.0,3168.0,2728.0,440.0
77070,18185.0,11887.0,8693.0,3194.0,799.0,2395.0,6298.0,5038.0,1260.0
77071,9700.0,6264.0,3436.0,2828.0,474.0,2354.0,3436.0,3155.0,281.0
77072,17467.0,13448.0,7913.0,5535.0,1778.0,3757.0,4019.0,3308.0,711.0
77073,11942.0,9579.0,5922.0,3657.0,1027.0,2630.0,2363.0,1794.0,569.0
77074,11886.0,7520.0,4627.0,2893.0,935.0,1958.0,4366.0,3439.0,927.0
77075,12129.0,9522.0,6152.0,3370.0,665.0,2705.0,2607.0,1998.0,609.0
77076,9248.0,7596.0,4095.0,3501.0,1104.0,2397.0,1652.0,1395.0,257.0
77077,24593.0,13761.0,9808.0,3953.0,691.0,3262.0,10832.0,9381.0,1451.0
77078,4588.0,3353.0,1897.0,1456.0,248.0,1208.0,1235.0,1072.0,163.0
77079,12029.0,8178.0,6512.0,1666.0,480.0,1186.0,3851.0,3272.0,579.0
77080,14690.0,10137.0,5957.0,4180.0,1359.0,2821.0,4553.0,3266.0,1287.0
77081,15890.0,9592.0,5541.0,4051.0,1437.0,2614.0,6298.0,5137.0,1161.0
77082,20474.0,12378.0,7673.0,4705.0,1182.0,3523.0,8096.0,6647.0,1449.0
77083,20789.0,17214.0,11629.0,5585.0,1658.0,3927.0,3575.0,3114.0,461.0
77084,32398.0,24751.0,17974.0,6777.0,1978.0,4799.0,7647.0,6209.0,1438.0
77085,4545.0,3602.0,2247.0,1355.0,349.0,1006.0,943.0,895.0,48.0
77086,7875.0,6525.0,3645.0,2880.0,704.0,2176.0,1350.0,1102.0,248.0
77087,10750.0,7936.0,5083.0,2853.0,609.0,2244.0,2814.0,2166.0,648.0
77088,16432.0,12054.0,6698.0,5356.0,1303.0,4053.0,4378.0,3767.0,611.0
77089,16376.0,12445.0,8745.0,3700.0,1113.0,2587.0,3931.0,3010.0,921.0
77090,13691.0,8460.0,4280.0,4180.0,913.0,3267.0,5231.0,4457.0,774.0
77091,8772.0,5477.0,2988.0,2489.0,295.0,2194.0,3295.0,2736.0,559.0
77092,12858.0,7654.0,4953.0,2701.0,577.0,2124.0,5204.0,3999.0,1205.0
77093,11451.0,8692.0,5386.0,3306.0,924.0,2382.0,2759.0,2424.0,335.0
77094,3141.0,2557.0,2340.0,217.0,62.0,155.0,584.0,569.0,15.0
77095,23569.0,18180.0,14807.0,3373.0,875.0,2498.0,5389.0,4519.0,870.0
77096,14413.0,9032.0,6906.0,2126.0,466.0,1660.0,5381.0,4462.0,919.0
77098,8006.0,2519.0,2202.0,317.0,112.0,205.0,5487.0,4539.0,948.0
77099,15067.0,10157.0,6077.0,4080.0,1061.0,3019.0,4910.0,4200.0,710.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,4272.0,3030.0,2355.0,675.0,218.0,457.0,1242.0,1145.0,97.0
77338,12356.0,8526.0,5499.0,3027.0,762.0,2265.0,3830.0,3027.0,803.0
77339,15602.0,10362.0,8067.0,2295.0,602.0,1693.0,5240.0,4241.0,999.0
77345,9995.0,8046.0,7325.0,721.0,331.0,390.0,1949.0,1619.0,330.0
77346,18215.0,14984.0,11964.0,3020.0,701.0,2319.0,3231.0,2670.0,561.0
77373,18231.0,13956.0,10637.0,3319.0,722.0,2597.0,4275.0,3530.0,745.0
77375,13945.0,10119.0,7794.0,2325.0,837.0,1488.0,3826.0,2866.0,960.0
77377,9993.0,8353.0,7019.0,1334.0,485.0,849.0,1640.0,1432.0,208.0
77379,24196.0,19480.0,16573.0,2907.0,1044.0,1863.0,4716.0,3897.0,819.0
77388,14538.0,11432.0,9334.0,2098.0,479.0,1619.0,3106.0,2427.0,679.0
77389,8562.0,7010.0,6070.0,940.0,141.0,799.0,1552.0,1307.0,245.0
77396,14815.0,11039.0,7513.0,3526.0,987.0,2539.0,3776.0,3259.0,517.0
77401,6419.0,4726.0,4165.0,561.0,263.0,298.0,1693.0,1512.0,181.0
77429,25029.0,20465.0,17412.0,3053.0,699.0,2354.0,4564.0,3578.0,986.0
77433,17809.0,15200.0,13086.0,2114.0,750.0,1364.0,2609.0,2207.0,402.0
77447,3957.0,3246.0,2526.0,720.0,183.0,537.0,711.0,531.0,180.0
77449,28521.0,23574.0,17013.0,6561.0,1616.0,4945.0,4947.0,4029.0,918.0
77450,24416.0,19383.0,16067.0,3316.0,631.0,2685.0,5033.0,4206.0,827.0
77484,3659.0,2840.0,2352.0,488.0,186.0,302.0,819.0,666.0,153.0
77493,7733.0,6051.0,4754.0,1297.0,367.0,930.0,1682.0,1210.0,472.0
77502,10560.0,8155.0,5663.0,2492.0,672.0,1820.0,2405.0,2075.0,330.0
77503,8020.0,5683.0,3638.0,2045.0,657.0,1388.0,2337.0,1905.0,432.0
77504,8791.0,5571.0,3370.0,2201.0,676.0,1525.0,3220.0,2726.0,494.0
77505,8354.0,6315.0,4871.0,1444.0,438.0,1006.0,2039.0,1704.0,335.0
77506,10610.0,7867.0,4819.0,3048.0,879.0,2169.0,2743.0,2243.0,500.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
