Zipcode,Cost less than $100,Cost from $100 to $199,Cost from $200 to $299,Cost from $300 to $399,Cost from $400 to $499,Cost from $500 to $599,Cost from $600 to $699,Cost from $700 to $799,Cost from $800 to $899,Cost from $900 to $999,Cost from $1k to $1.499k,Cost from $1.5k to 1.999k,Cost from $2k to $2.499,Cost from $2.5k to $2.999k
77019,8.0,99.0,164.0,121.0,131.0,95.0,350.0,517.0,606.0,518.0,2171.0,1943.0,3238.0,120.0
77020,159.0,377.0,590.0,843.0,1112.0,857.0,831.0,874.0,487.0,514.0,915.0,216.0,135.0,356.0
77021,22.0,259.0,718.0,671.0,470.0,816.0,734.0,1212.0,893.0,780.0,2022.0,544.0,563.0,354.0
77022,37.0,403.0,911.0,1100.0,795.0,821.0,882.0,994.0,722.0,522.0,1255.0,166.0,66.0,259.0
77023,33.0,134.0,340.0,519.0,830.0,1334.0,1284.0,1046.0,724.0,494.0,1609.0,435.0,258.0,282.0
77024,8.0,39.0,76.0,85.0,158.0,334.0,437.0,417.0,696.0,693.0,2883.0,2082.0,6724.0,252.0
77025,13.0,27.0,115.0,119.0,280.0,548.0,1013.0,858.0,1104.0,988.0,2593.0,1571.0,2999.0,134.0
77026,62.0,460.0,697.0,635.0,937.0,1260.0,1204.0,733.0,579.0,307.0,618.0,118.0,31.0,248.0
77027,0.0,0.0,34.0,20.0,76.0,45.0,156.0,536.0,931.0,387.0,2912.0,1431.0,2371.0,78.0
77028,134.0,324.0,753.0,683.0,505.0,390.0,390.0,420.0,304.0,343.0,655.0,76.0,9.0,341.0
77029,45.0,223.0,375.0,726.0,538.0,451.0,578.0,526.0,391.0,445.0,996.0,69.0,50.0,174.0
77030,0.0,26.0,0.0,0.0,159.0,100.0,156.0,315.0,359.0,300.0,1214.0,1082.0,1135.0,93.0
77031,0.0,20.0,91.0,161.0,378.0,629.0,685.0,689.0,527.0,275.0,1337.0,682.0,141.0,45.0
77032,20.0,179.0,398.0,345.0,148.0,212.0,139.0,385.0,534.0,355.0,972.0,120.0,17.0,180.0
77033,47.0,548.0,983.0,958.0,626.0,722.0,548.0,653.0,897.0,869.0,1357.0,87.0,40.0,309.0
77034,0.0,86.0,359.0,579.0,589.0,780.0,1055.0,1308.0,974.0,1061.0,3382.0,1133.0,250.0,91.0
77035,12.0,189.0,403.0,250.0,717.0,1384.0,2228.0,1829.0,1149.0,713.0,2333.0,1110.0,795.0,172.0
77036,72.0,211.0,542.0,618.0,1829.0,3561.0,5164.0,3715.0,2564.0,1361.0,2996.0,806.0,282.0,430.0
77037,0.0,202.0,361.0,434.0,331.0,422.0,303.0,376.0,331.0,434.0,1655.0,291.0,38.0,78.0
77038,0.0,58.0,105.0,252.0,469.0,463.0,602.0,656.0,575.0,641.0,2812.0,678.0,66.0,152.0
77039,36.0,173.0,465.0,505.0,530.0,495.0,862.0,813.0,611.0,325.0,1818.0,443.0,91.0,52.0
77040,31.0,73.0,121.0,519.0,752.0,1153.0,1261.0,1101.0,1543.0,1553.0,5290.0,1854.0,1207.0,138.0
77041,25.0,165.0,254.0,392.0,416.0,562.0,633.0,508.0,429.0,623.0,3566.0,1580.0,2037.0,199.0
77042,57.0,25.0,54.0,157.0,352.0,876.0,2116.0,2210.0,2366.0,1847.0,5026.0,912.0,1670.0,175.0
77043,24.0,55.0,92.0,248.0,424.0,521.0,783.0,917.0,1191.0,801.0,1714.0,779.0,697.0,158.0
77044,11.0,183.0,176.0,347.0,336.0,620.0,227.0,330.0,556.0,365.0,3009.0,1502.0,2654.0,94.0
77045,36.0,288.0,408.0,844.0,911.0,503.0,492.0,357.0,702.0,634.0,3153.0,763.0,174.0,276.0
77046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,190.0,198.0,263.0,0.0
77047,0.0,115.0,153.0,384.0,441.0,502.0,427.0,294.0,553.0,480.0,2832.0,1512.0,182.0,140.0
77048,0.0,244.0,367.0,479.0,546.0,452.0,498.0,572.0,317.0,294.0,1166.0,325.0,122.0,101.0
77049,15.0,126.0,269.0,406.0,174.0,409.0,448.0,439.0,1184.0,656.0,2532.0,1931.0,381.0,158.0
77050,9.0,1.0,41.0,184.0,170.0,121.0,279.0,125.0,112.0,117.0,211.0,9.0,15.0,21.0
77051,161.0,302.0,479.0,473.0,530.0,393.0,408.0,600.0,402.0,351.0,1016.0,176.0,56.0,338.0
77054,23.0,13.0,47.0,86.0,128.0,343.0,835.0,1577.0,1625.0,1774.0,4018.0,1065.0,361.0,113.0
77055,9.0,143.0,184.0,374.0,332.0,922.0,1500.0,2026.0,1899.0,807.0,2551.0,1178.0,2226.0,176.0
77056,20.0,0.0,7.0,31.0,76.0,26.0,128.0,436.0,545.0,569.0,2689.0,1423.0,3365.0,108.0
77057,16.0,60.0,131.0,141.0,344.0,749.0,1749.0,2198.0,1854.0,1427.0,5412.0,2489.0,3123.0,209.0
77058,0.0,8.0,69.0,55.0,190.0,517.0,805.0,1005.0,947.0,926.0,2409.0,714.0,499.0,179.0
77059,12.0,12.0,31.0,77.0,81.0,107.0,194.0,235.0,302.0,343.0,1126.0,1307.0,2149.0,0.0
77060,42.0,159.0,199.0,339.0,688.0,2017.0,2151.0,2233.0,1424.0,1152.0,2037.0,381.0,51.0,281.0
77061,0.0,57.0,168.0,244.0,474.0,1569.0,1687.0,1189.0,863.0,485.0,1114.0,603.0,126.0,136.0
77062,0.0,95.0,164.0,392.0,358.0,434.0,504.0,456.0,592.0,357.0,2523.0,2410.0,1346.0,41.0
77063,58.0,41.0,101.0,204.0,267.0,866.0,1983.0,2408.0,1954.0,1689.0,4946.0,1662.0,1431.0,30.0
77064,0.0,102.0,125.0,333.0,477.0,695.0,885.0,584.0,806.0,1582.0,5956.0,2442.0,1343.0,181.0
77065,0.0,107.0,57.0,247.0,291.0,527.0,505.0,1327.0,1552.0,1631.0,5552.0,1768.0,969.0,161.0
77066,8.0,30.0,156.0,252.0,538.0,594.0,476.0,685.0,866.0,488.0,3280.0,1719.0,528.0,58.0
77067,34.0,39.0,103.0,183.0,468.0,910.0,1164.0,964.0,903.0,677.0,2870.0,934.0,93.0,69.0
77068,0.0,0.0,35.0,67.0,93.0,220.0,297.0,422.0,195.0,227.0,753.0,830.0,631.0,18.0
77069,9.0,0.0,117.0,134.0,497.0,267.0,377.0,237.0,739.0,805.0,2312.0,899.0,1371.0,37.0
77070,14.0,74.0,120.0,303.0,536.0,690.0,704.0,822.0,1400.0,1831.0,5780.0,4119.0,1689.0,103.0
77071,66.0,82.0,241.0,295.0,577.0,964.0,1078.0,570.0,610.0,894.0,2584.0,1121.0,578.0,40.0
77072,25.0,149.0,371.0,685.0,826.0,1202.0,1824.0,1892.0,1698.0,1715.0,5264.0,1360.0,184.0,272.0
77073,16.0,0.0,95.0,138.0,329.0,489.0,609.0,719.0,851.0,1112.0,4927.0,2105.0,409.0,143.0
77074,0.0,107.0,281.0,506.0,724.0,1664.0,1675.0,1330.0,1173.0,736.0,2798.0,416.0,302.0,174.0
77075,15.0,127.0,195.0,264.0,483.0,933.0,1209.0,982.0,1210.0,662.0,4200.0,1564.0,206.0,79.0
77076,53.0,305.0,575.0,563.0,593.0,1056.0,714.0,867.0,1269.0,589.0,2108.0,305.0,45.0,206.0
77077,194.0,0.0,115.0,359.0,403.0,1109.0,1574.0,1838.0,2669.0,1844.0,7851.0,2983.0,3454.0,200.0
77078,0.0,151.0,264.0,468.0,189.0,307.0,530.0,601.0,378.0,402.0,805.0,209.0,41.0,243.0
77079,11.0,0.0,144.0,160.0,220.0,267.0,529.0,719.0,857.0,1015.0,3018.0,1681.0,3346.0,62.0
77080,0.0,104.0,285.0,462.0,677.0,1014.0,1948.0,2183.0,1647.0,1345.0,3210.0,1236.0,455.0,124.0
77081,16.0,25.0,47.0,126.0,811.0,2634.0,3394.0,3001.0,2212.0,1232.0,1639.0,409.0,261.0,83.0
77082,15.0,75.0,189.0,260.0,453.0,635.0,1513.0,1301.0,1622.0,2671.0,7969.0,2310.0,1333.0,128.0
77083,0.0,89.0,403.0,675.0,801.0,902.0,1204.0,1245.0,1290.0,1355.0,7699.0,3709.0,1021.0,396.0
77084,11.0,95.0,236.0,696.0,931.0,1045.0,1877.0,1978.0,1808.0,2169.0,13032.0,6033.0,2194.0,293.0
77085,8.0,30.0,124.0,305.0,211.0,173.0,339.0,178.0,243.0,370.0,2083.0,403.0,41.0,37.0
77086,0.0,76.0,175.0,370.0,401.0,482.0,665.0,665.0,612.0,792.0,2816.0,623.0,91.0,107.0
77087,57.0,232.0,740.0,778.0,1050.0,1477.0,950.0,807.0,869.0,527.0,2542.0,515.0,98.0,108.0
77088,155.0,332.0,557.0,1011.0,1035.0,1424.0,1291.0,1073.0,1512.0,975.0,4681.0,1717.0,341.0,328.0
77089,12.0,164.0,300.0,555.0,739.0,610.0,930.0,1301.0,1163.0,1087.0,5070.0,3104.0,1130.0,211.0
77090,0.0,158.0,130.0,113.0,243.0,956.0,1147.0,1896.0,1699.0,2125.0,3734.0,1059.0,357.0,74.0
77091,56.0,235.0,401.0,711.0,699.0,958.0,1144.0,1094.0,885.0,523.0,1478.0,286.0,166.0,136.0
77092,20.0,149.0,505.0,398.0,909.0,1439.0,1995.0,1705.0,1326.0,956.0,2418.0,648.0,286.0,104.0
77093,72.0,651.0,1048.0,1113.0,1265.0,1147.0,1110.0,1142.0,761.0,789.0,1665.0,246.0,53.0,389.0
77094,0.0,0.0,0.0,0.0,50.0,46.0,106.0,78.0,84.0,219.0,581.0,356.0,1601.0,20.0
77095,0.0,0.0,160.0,154.0,443.0,808.0,1108.0,932.0,1569.0,1341.0,6373.0,6527.0,4007.0,147.0
77096,0.0,182.0,326.0,238.0,264.0,1053.0,1524.0,1785.0,1477.0,1006.0,2636.0,1295.0,2500.0,127.0
77098,0.0,14.0,66.0,48.0,70.0,153.0,359.0,471.0,252.0,452.0,2206.0,1797.0,2074.0,44.0
77099,36.0,193.0,371.0,397.0,664.0,1065.0,1741.0,1682.0,1750.0,1258.0,4543.0,1092.0,180.0,95.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,0.0,147.0,82.0,251.0,199.0,156.0,265.0,167.0,266.0,182.0,1133.0,383.0,993.0,48.0
77338,12.0,58.0,349.0,276.0,515.0,816.0,478.0,926.0,1160.0,1595.0,4187.0,1520.0,361.0,103.0
77339,19.0,59.0,75.0,330.0,469.0,382.0,498.0,1113.0,1063.0,1370.0,5131.0,3125.0,1796.0,172.0
77345,0.0,42.0,49.0,89.0,149.0,195.0,178.0,365.0,436.0,589.0,2047.0,2217.0,3513.0,126.0
77346,12.0,0.0,76.0,239.0,363.0,485.0,520.0,648.0,784.0,722.0,5470.0,5277.0,3549.0,70.0
77373,29.0,121.0,320.0,437.0,573.0,890.0,494.0,586.0,1124.0,960.0,7550.0,3634.0,1405.0,108.0
77375,33.0,121.0,358.0,246.0,419.0,254.0,708.0,752.0,771.0,1191.0,4441.0,2641.0,1749.0,261.0
77377,0.0,55.0,156.0,213.0,295.0,354.0,302.0,373.0,661.0,668.0,2270.0,1871.0,2693.0,82.0
77379,34.0,74.0,242.0,299.0,498.0,728.0,733.0,989.0,1165.0,1239.0,5386.0,5362.0,7238.0,209.0
77388,0.0,32.0,178.0,329.0,556.0,426.0,585.0,632.0,396.0,486.0,4041.0,4277.0,2431.0,169.0
77389,0.0,4.0,167.0,126.0,187.0,264.0,240.0,289.0,219.0,298.0,1686.0,1733.0,3227.0,122.0
77396,51.0,167.0,210.0,425.0,553.0,619.0,537.0,765.0,986.0,1204.0,5172.0,2130.0,1850.0,146.0
77401,13.0,0.0,28.0,50.0,65.0,147.0,208.0,145.0,174.0,260.0,1039.0,910.0,3343.0,37.0
77429,42.0,143.0,163.0,394.0,686.0,585.0,693.0,975.0,1030.0,1029.0,6552.0,6037.0,6469.0,231.0
77433,0.0,0.0,138.0,109.0,250.0,268.0,382.0,386.0,334.0,564.0,5363.0,4532.0,5462.0,21.0
77447,12.0,40.0,69.0,151.0,183.0,293.0,301.0,141.0,218.0,362.0,1154.0,611.0,376.0,46.0
77449,32.0,116.0,221.0,370.0,788.0,1027.0,811.0,706.0,868.0,1469.0,12446.0,7500.0,1735.0,432.0
77450,0.0,49.0,112.0,454.0,427.0,661.0,739.0,1081.0,1108.0,1375.0,6465.0,5108.0,6544.0,293.0
77484,13.0,125.0,208.0,290.0,291.0,181.0,297.0,416.0,127.0,284.0,749.0,294.0,299.0,85.0
77493,0.0,29.0,89.0,143.0,334.0,307.0,426.0,217.0,418.0,353.0,2555.0,1668.0,1093.0,101.0
77502,27.0,142.0,510.0,689.0,820.0,837.0,931.0,841.0,718.0,678.0,3316.0,696.0,143.0,212.0
77503,42.0,156.0,372.0,389.0,638.0,833.0,843.0,892.0,735.0,705.0,1987.0,314.0,52.0,62.0
77504,16.0,72.0,329.0,192.0,401.0,602.0,1191.0,1288.0,1015.0,915.0,1723.0,738.0,198.0,111.0
77505,0.0,27.0,76.0,207.0,252.0,312.0,583.0,723.0,633.0,448.0,2429.0,1726.0,916.0,22.0
77506,48.0,383.0,574.0,885.0,733.0,1298.0,1361.0,1230.0,1039.0,982.0,1682.0,166.0,24.0,205.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
