Zipcode,Cost less than $100,Cost from $100 to $199,Cost from $200 to $299,Cost from $300 to $399,Cost from $400 to $499,Cost from $500 to $599,Cost from $600 to $699,Cost from $700 to $799,Cost from $800 to $899,Cost from $900 to $999,Cost from $1k to $1.499k,Cost from $1.5k to 1.999k,Cost from $2k to $2.499,Cost from $2.5k to $2.999k
77036,18.0,231.0,392.0,733.0,2060.0,4022.0,4095.0,3149.0,2220.0,1584.0,2644.0,846.0,386.0,624.0
77037,0.0,137.0,202.0,440.0,401.0,526.0,378.0,313.0,426.0,223.0,1463.0,342.0,187.0,0.0
77038,0.0,26.0,96.0,223.0,501.0,577.0,574.0,371.0,678.0,553.0,2610.0,776.0,41.0,80.0
77039,30.0,164.0,301.0,375.0,562.0,887.0,847.0,693.0,491.0,528.0,1633.0,289.0,157.0,45.0
77040,33.0,78.0,115.0,258.0,459.0,1097.0,1257.0,1318.0,1429.0,844.0,5129.0,1872.0,1079.0,180.0
77041,15.0,180.0,226.0,381.0,276.0,490.0,609.0,521.0,432.0,1104.0,3218.0,1689.0,2081.0,36.0
77042,0.0,9.0,101.0,243.0,457.0,1197.0,2001.0,2233.0,1876.0,1585.0,4365.0,947.0,1349.0,149.0
77043,0.0,14.0,210.0,250.0,409.0,668.0,633.0,905.0,905.0,510.0,2078.0,611.0,663.0,130.0
77044,0.0,272.0,256.0,247.0,391.0,363.0,286.0,350.0,395.0,514.0,2339.0,1389.0,1948.0,71.0
77045,22.0,129.0,418.0,599.0,493.0,721.0,604.0,579.0,547.0,540.0,3447.0,708.0,80.0,220.0
77046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,363.0,239.0,63.0,17.0
77047,0.0,84.0,221.0,442.0,429.0,328.0,236.0,513.0,480.0,636.0,2377.0,1471.0,212.0,167.0
77048,66.0,81.0,428.0,396.0,398.0,621.0,504.0,473.0,251.0,303.0,981.0,489.0,87.0,94.0
77049,9.0,72.0,98.0,215.0,157.0,341.0,297.0,442.0,437.0,703.0,2866.0,1765.0,576.0,97.0
77050,27.0,29.0,44.0,83.0,148.0,153.0,189.0,142.0,90.0,99.0,273.0,0.0,7.0,34.0
77051,146.0,426.0,453.0,532.0,526.0,564.0,340.0,418.0,421.0,273.0,984.0,202.0,37.0,204.0
77054,38.0,12.0,54.0,72.0,208.0,354.0,1509.0,1591.0,1552.0,1403.0,3289.0,781.0,471.0,105.0
77055,19.0,137.0,221.0,440.0,376.0,703.0,1838.0,1937.0,1556.0,989.0,2775.0,907.0,1989.0,224.0
77056,14.0,0.0,40.0,31.0,53.0,73.0,150.0,480.0,677.0,760.0,2507.0,1044.0,3416.0,76.0
77057,21.0,24.0,64.0,103.0,305.0,737.0,1898.0,2760.0,2233.0,1358.0,4895.0,2177.0,3026.0,158.0
77058,0.0,13.0,32.0,135.0,272.0,492.0,841.0,940.0,895.0,1125.0,2360.0,596.0,705.0,145.0
77059,0.0,22.0,15.0,31.0,31.0,103.0,175.0,190.0,240.0,259.0,893.0,1554.0,2577.0,15.0
77060,16.0,139.0,184.0,417.0,777.0,2342.0,2432.0,1768.0,1851.0,729.0,1942.0,572.0,33.0,227.0
77061,27.0,23.0,246.0,281.0,579.0,1465.0,1455.0,1133.0,665.0,481.0,1064.0,651.0,172.0,166.0
77062,0.0,62.0,112.0,250.0,297.0,554.0,491.0,723.0,572.0,467.0,2198.0,2315.0,1376.0,27.0
77063,14.0,0.0,65.0,227.0,344.0,1004.0,2711.0,2771.0,1336.0,2072.0,3701.0,1431.0,1323.0,109.0
77064,0.0,99.0,199.0,352.0,568.0,678.0,1024.0,555.0,1212.0,875.0,4468.0,2860.0,1721.0,81.0
77065,0.0,42.0,93.0,156.0,212.0,608.0,814.0,1214.0,1381.0,1102.0,4709.0,1884.0,1170.0,154.0
77066,16.0,16.0,43.0,162.0,299.0,659.0,491.0,824.0,639.0,531.0,3166.0,1932.0,567.0,87.0
77067,8.0,12.0,108.0,95.0,235.0,952.0,691.0,872.0,789.0,924.0,2470.0,1245.0,249.0,38.0
77068,0.0,0.0,46.0,83.0,149.0,143.0,208.0,335.0,149.0,125.0,613.0,996.0,659.0,0.0
77069,0.0,0.0,28.0,197.0,265.0,188.0,310.0,580.0,825.0,669.0,1817.0,719.0,1448.0,27.0
77070,0.0,21.0,144.0,191.0,383.0,551.0,827.0,1121.0,1499.0,984.0,5036.0,3747.0,2006.0,88.0
77071,16.0,15.0,152.0,172.0,780.0,880.0,778.0,734.0,815.0,684.0,2520.0,983.0,694.0,22.0
77072,0.0,125.0,264.0,588.0,730.0,1043.0,1666.0,2009.0,1796.0,1498.0,5015.0,1574.0,169.0,614.0
77073,20.0,63.0,66.0,49.0,352.0,409.0,975.0,543.0,1021.0,615.0,3644.0,2306.0,608.0,46.0
77074,0.0,149.0,363.0,310.0,658.0,1506.0,1633.0,1488.0,1101.0,885.0,2967.0,486.0,208.0,159.0
77075,0.0,66.0,236.0,278.0,507.0,710.0,894.0,1366.0,1046.0,689.0,3488.0,1568.0,330.0,49.0
77076,53.0,305.0,371.0,635.0,777.0,723.0,914.0,980.0,735.0,812.0,1893.0,319.0,65.0,186.0
77077,103.0,30.0,99.0,292.0,506.0,1243.0,1911.0,2114.0,2084.0,1981.0,6582.0,2652.0,3526.0,404.0
77078,0.0,141.0,263.0,228.0,374.0,362.0,469.0,476.0,294.0,425.0,1152.0,136.0,11.0,168.0
77079,27.0,0.0,148.0,121.0,197.0,278.0,473.0,734.0,736.0,1047.0,3222.0,1520.0,3289.0,78.0
77080,10.0,127.0,249.0,600.0,867.0,1298.0,2281.0,2179.0,1475.0,1139.0,3158.0,1168.0,374.0,138.0
77081,52.0,55.0,5.0,167.0,858.0,3229.0,3939.0,2689.0,1771.0,820.0,1521.0,338.0,193.0,149.0
77082,18.0,73.0,155.0,190.0,364.0,747.0,1216.0,1861.0,1611.0,2383.0,6345.0,2250.0,1614.0,178.0
77083,38.0,93.0,212.0,407.0,454.0,737.0,861.0,843.0,1040.0,1168.0,7265.0,4805.0,1455.0,356.0
77084,12.0,86.0,121.0,480.0,582.0,945.0,1875.0,1702.0,2139.0,2661.0,11182.0,6257.0,1976.0,91.0
77085,0.0,6.0,151.0,242.0,146.0,227.0,300.0,201.0,117.0,177.0,2049.0,704.0,138.0,127.0
77086,0.0,47.0,118.0,346.0,276.0,348.0,779.0,619.0,397.0,912.0,2689.0,835.0,102.0,216.0
77087,51.0,229.0,632.0,689.0,1062.0,1453.0,1098.0,794.0,784.0,849.0,2664.0,397.0,65.0,99.0
77088,222.0,365.0,512.0,875.0,1185.0,1482.0,1051.0,975.0,1001.0,986.0,4969.0,1693.0,266.0,175.0
77089,0.0,60.0,280.0,261.0,557.0,735.0,1268.0,1246.0,1072.0,1046.0,4930.0,2718.0,1365.0,92.0
77090,0.0,106.0,62.0,68.0,238.0,778.0,1336.0,1801.0,1870.0,1561.0,3337.0,953.0,488.0,80.0
77091,21.0,149.0,332.0,715.0,879.0,970.0,1115.0,925.0,754.0,520.0,1437.0,264.0,280.0,111.0
77092,21.0,127.0,345.0,338.0,889.0,1513.0,1931.0,2005.0,1091.0,884.0,2406.0,743.0,127.0,75.0
77093,125.0,676.0,756.0,1097.0,1114.0,1054.0,1308.0,1067.0,703.0,850.0,1793.0,479.0,38.0,376.0
77094,0.0,0.0,14.0,32.0,26.0,21.0,38.0,94.0,61.0,97.0,359.0,412.0,1657.0,27.0
77095,0.0,0.0,64.0,194.0,398.0,908.0,862.0,1026.0,1050.0,1056.0,5521.0,6595.0,4429.0,48.0
77096,21.0,110.0,208.0,228.0,596.0,842.0,1374.0,1639.0,1312.0,732.0,2373.0,1150.0,2561.0,93.0
77098,35.0,14.0,0.0,41.0,117.0,239.0,368.0,454.0,380.0,510.0,2219.0,1329.0,1455.0,57.0
77099,28.0,237.0,162.0,365.0,642.0,1229.0,1604.0,1826.0,1398.0,1064.0,4704.0,1034.0,250.0,283.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,0.0,197.0,61.0,219.0,184.0,180.0,420.0,178.0,195.0,277.0,893.0,344.0,958.0,84.0
77338,10.0,85.0,263.0,272.0,361.0,609.0,614.0,714.0,1143.0,937.0,3567.0,1643.0,425.0,126.0
77339,7.0,30.0,59.0,261.0,240.0,423.0,554.0,1275.0,1174.0,1022.0,4376.0,2976.0,2157.0,226.0
77345,0.0,0.0,0.0,90.0,202.0,127.0,281.0,199.0,333.0,631.0,1695.0,1780.0,3767.0,43.0
77346,0.0,19.0,85.0,142.0,279.0,265.0,486.0,583.0,560.0,882.0,4648.0,4962.0,3815.0,82.0
77373,19.0,23.0,210.0,241.0,498.0,547.0,460.0,650.0,969.0,1352.0,7253.0,3723.0,1538.0,177.0
77375,9.0,153.0,248.0,196.0,274.0,597.0,394.0,713.0,793.0,1118.0,3527.0,2554.0,1937.0,215.0
77377,0.0,0.0,127.0,156.0,332.0,271.0,155.0,186.0,518.0,381.0,2249.0,1653.0,2703.0,51.0
77379,0.0,0.0,121.0,149.0,358.0,597.0,613.0,947.0,1107.0,824.0,4698.0,5277.0,7981.0,63.0
77388,0.0,74.0,63.0,325.0,374.0,417.0,322.0,545.0,350.0,477.0,3240.0,3872.0,3096.0,171.0
77389,0.0,17.0,116.0,115.0,144.0,235.0,132.0,227.0,171.0,259.0,1749.0,1153.0,2314.0,9.0
77396,36.0,109.0,168.0,316.0,677.0,433.0,624.0,597.0,694.0,952.0,4026.0,1859.0,1789.0,99.0
77401,16.0,10.0,60.0,86.0,101.0,176.0,123.0,75.0,239.0,232.0,1026.0,1113.0,3252.0,65.0
77429,24.0,69.0,149.0,473.0,464.0,519.0,548.0,1162.0,823.0,923.0,4910.0,4940.0,7668.0,192.0
77433,0.0,18.0,41.0,79.0,164.0,181.0,200.0,286.0,145.0,505.0,3877.0,3641.0,4284.0,20.0
77447,8.0,10.0,76.0,150.0,61.0,220.0,198.0,216.0,329.0,210.0,1407.0,391.0,340.0,71.0
77449,13.0,56.0,97.0,242.0,398.0,849.0,734.0,651.0,874.0,1327.0,10038.0,8193.0,1997.0,147.0
77450,0.0,0.0,83.0,176.0,345.0,416.0,623.0,976.0,1224.0,1138.0,5760.0,4944.0,6673.0,223.0
77484,0.0,72.0,139.0,168.0,162.0,294.0,289.0,296.0,270.0,166.0,720.0,530.0,365.0,81.0
77493,0.0,13.0,104.0,131.0,220.0,210.0,225.0,286.0,541.0,285.0,1912.0,1706.0,979.0,100.0
77502,73.0,209.0,502.0,673.0,792.0,1085.0,1074.0,725.0,616.0,792.0,3302.0,686.0,181.0,190.0
77503,10.0,177.0,206.0,361.0,643.0,778.0,660.0,960.0,574.0,621.0,2059.0,499.0,64.0,99.0
77504,22.0,124.0,376.0,252.0,443.0,488.0,1334.0,1187.0,847.0,661.0,1721.0,575.0,269.0,122.0
77505,0.0,80.0,168.0,151.0,219.0,607.0,476.0,657.0,400.0,549.0,1946.0,1640.0,1049.0,68.0
77506,12.0,354.0,462.0,652.0,804.0,1498.0,1501.0,1323.0,1167.0,591.0,1692.0,221.0,59.0,210.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,69.0,393.0,758.0,792.0,1074.0,1125.0,1155.0,1074.0,1075.0,966.0,2068.0,881.0,307.0,218.0
77521,78.0,62.0,317.0,579.0,803.0,1116.0,1512.0,1298.0,1252.0,1371.0,4050.0,2303.0,1129.0,360.0
77530,44.0,135.0,270.0,414.0,657.0,801.0,839.0,671.0,645.0,514.0,2880.0,765.0,219.0,83.0
77532,0.0,122.0,405.0,440.0,489.0,603.0,589.0,907.0,384.0,468.0,2374.0,1138.0,484.0,77.0
77536,0.0,100.0,276.0,313.0,441.0,701.0,600.0,471.0,401.0,486.0,3020.0,2116.0,1309.0,114.0
77547,14.0,106.0,109.0,226.0,171.0,217.0,272.0,134.0,225.0,245.0,766.0,55.0,0.0,128.0
77562,0.0,132.0,164.0,194.0,383.0,235.0,298.0,202.0,192.0,139.0,1103.0,301.0,115.0,116.0
77571,27.0,162.0,271.0,417.0,692.0,754.0,529.0,790.0,496.0,660.0,3928.0,2463.0,696.0,210.0
77586,27.0,11.0,19.0,40.0,303.0,295.0,450.0,730.0,737.0,551.0,1387.0,1324.0,2210.0,60.0
77587,0.0,86.0,334.0,404.0,373.0,654.0,526.0,197.0,292.0,466.0,1048.0,245.0,58.0,96.0
77598,0.0,19.0,48.0,98.0,207.0,561.0,1070.0,1384.0,1803.0,907.0,2902.0,560.0,234.0,106.0
