Zipcode,Estimate!!Total,Estimate!!Total!!Below 100 percent of the poverty level,Estimate!!Total!!100 to 149 percent of the poverty level,Estimate!!Total!!At or above 150 percent of the poverty level,Estimate!!Total!!Same house 1 year ago,Estimate!!Total!!Same house 1 year ago!!Below 100 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!100 to 149 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved within same county!!Below 100 percent of the poverty level,Estimate!!Total!!Moved within same county!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved within same county!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different county within same state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from abroad,Estimate!!Total!!Moved from abroad!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from abroad!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from abroad!!At or above 150 percent of the poverty level
77336,12030.0,1191.0,500.0,10339.0,10253.0,781.0,490.0,8982.0,1162.0,117.0,0.0,1045.0,576.0,293.0,10.0,273.0,39.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
77338,32410.0,4696.0,4894.0,22820.0,24450.0,2790.0,3321.0,18339.0,6447.0,1650.0,1343.0,3454.0,625.0,121.0,118.0,386.0,652.0,135.0,18.0,499.0,236.0,0.0,94.0,142.0
77339,37896.0,2961.0,1862.0,33073.0,31439.0,2067.0,1311.0,28061.0,2240.0,140.0,287.0,1813.0,2055.0,424.0,127.0,1504.0,1654.0,162.0,104.0,1388.0,508.0,168.0,33.0,307.0
77345,27838.0,704.0,336.0,26798.0,25097.0,591.0,309.0,24197.0,1566.0,90.0,0.0,1476.0,632.0,10.0,22.0,600.0,467.0,0.0,5.0,462.0,76.0,13.0,0.0,63.0
77346,52082.0,2536.0,1565.0,47981.0,46602.0,2080.0,1142.0,43380.0,2949.0,263.0,262.0,2424.0,844.0,48.0,25.0,771.0,1464.0,117.0,136.0,1211.0,223.0,28.0,0.0,195.0
77373,54227.0,4905.0,3405.0,45917.0,46091.0,3612.0,2481.0,39998.0,6054.0,916.0,740.0,4398.0,1175.0,148.0,154.0,873.0,827.0,229.0,30.0,568.0,80.0,0.0,0.0,80.0
77375,39157.0,4295.0,3285.0,31577.0,32550.0,2723.0,1762.0,28065.0,4057.0,831.0,1193.0,2033.0,1501.0,406.0,192.0,903.0,873.0,315.0,138.0,420.0,176.0,20.0,0.0,156.0
77377,28396.0,2109.0,1710.0,24577.0,25808.0,1949.0,1572.0,22287.0,1265.0,109.0,73.0,1083.0,626.0,10.0,40.0,576.0,593.0,0.0,25.0,568.0,104.0,41.0,0.0,63.0
77379,70008.0,3385.0,3031.0,63592.0,60614.0,1921.0,2388.0,56305.0,5306.0,1187.0,411.0,3708.0,1777.0,146.0,0.0,1631.0,2034.0,64.0,188.0,1782.0,277.0,67.0,44.0,166.0
77388,39651.0,1381.0,2358.0,35912.0,35115.0,1100.0,1875.0,32140.0,2409.0,53.0,269.0,2087.0,1233.0,194.0,214.0,825.0,737.0,34.0,0.0,703.0,157.0,0.0,0.0,157.0
77389,22136.0,1625.0,930.0,19581.0,19455.0,1412.0,884.0,17159.0,1057.0,74.0,6.0,977.0,872.0,66.0,40.0,766.0,387.0,15.0,0.0,372.0,365.0,58.0,0.0,307.0
77396,39905.0,5415.0,3741.0,30749.0,33143.0,4053.0,2859.0,26231.0,4863.0,974.0,774.0,3115.0,1189.0,121.0,77.0,991.0,552.0,210.0,31.0,311.0,158.0,57.0,0.0,101.0
77401,17278.0,477.0,215.0,16586.0,15216.0,266.0,215.0,14735.0,1403.0,164.0,0.0,1239.0,320.0,0.0,0.0,320.0,189.0,0.0,0.0,189.0,150.0,47.0,0.0,103.0
77429,69937.0,2456.0,3265.0,64216.0,62397.0,1841.0,2985.0,57571.0,5133.0,490.0,161.0,4482.0,666.0,54.0,57.0,555.0,1541.0,71.0,62.0,1408.0,200.0,0.0,0.0,200.0
77433,50015.0,2706.0,4395.0,42914.0,42992.0,2412.0,3883.0,36697.0,4843.0,150.0,317.0,4376.0,832.0,0.0,102.0,730.0,969.0,86.0,19.0,864.0,379.0,58.0,74.0,247.0
77447,12108.0,1519.0,878.0,9711.0,10372.0,1177.0,718.0,8477.0,929.0,282.0,98.0,549.0,593.0,1.0,62.0,530.0,191.0,59.0,0.0,132.0,23.0,0.0,0.0,23.0
77449,88901.0,10119.0,8821.0,69961.0,76508.0,7721.0,8026.0,60761.0,7855.0,1588.0,496.0,5771.0,1442.0,122.0,150.0,1170.0,2666.0,543.0,136.0,1987.0,430.0,145.0,13.0,272.0
77450,68951.0,4057.0,2593.0,62301.0,59504.0,3060.0,2062.0,54382.0,4005.0,386.0,175.0,3444.0,2915.0,429.0,279.0,2207.0,1752.0,182.0,77.0,1493.0,775.0,0.0,0.0,775.0
