Zipcode,Median household income in the past 12 months,Total Number of House-hold in the past 12 months,"Total Number of House-hold with Less than $10,000","Total Number of House-hold with an Income of $10,000 to $14,999","Total Number of House-hold with an Income of $15,000 to $19,999","Total Number of House-hold with an Income of $20,000 to $24,999","Total Number of House-hold with an Income of $25,000 to $29,999","Total Number of House-hold with an Income of $30,000 to $34,999","Total Number of House-hold with an Income of $35,000 to $39,999","Total Number of House-hold with an Income of $40,000 to $44,999","Total Number of House-hold with an Income of $45,000 to $49,999","Total Number of House-hold with an Income of $50,000 to $59,999","Total Number of House-hold with an Income of $60,000 to $74,999","Total Number of House-hold with an Income of $75,000 to $99,999","Total Number of House-hold with an Income of $100,000 to $124,999","Total Number of House-hold with an Income of $125,000 to $149,999","Total Number of House-hold with an Income of $150,000 to $199,999","Total Number of House-hold with an Income of $200,000 or more"
77057,54594.0,19888.0,1493.0,1091.0,852.0,958.0,1062.0,986.0,962.0,713.0,946.0,1491.0,1914.0,2089.0,1291.0,1142.0,904.0,1994.0
77058,49589.0,8304.0,515.0,453.0,392.0,583.0,540.0,557.0,299.0,507.0,343.0,721.0,896.0,789.0,631.0,352.0,431.0,295.0
77059,136355.0,5966.0,59.0,16.0,22.0,35.0,144.0,100.0,97.0,65.0,82.0,122.0,391.0,620.0,946.0,657.0,1098.0,1512.0
77060,27750.0,13059.0,1739.0,1311.0,1476.0,1504.0,954.0,1017.0,806.0,628.0,456.0,955.0,920.0,872.0,200.0,107.0,36.0,78.0
77061,34566.0,8367.0,801.0,950.0,690.0,914.0,456.0,385.0,659.0,551.0,412.0,490.0,585.0,492.0,565.0,197.0,132.0,88.0
77062,87960.0,9684.0,326.0,270.0,150.0,275.0,297.0,303.0,290.0,451.0,478.0,451.0,832.0,1299.0,1339.0,925.0,1177.0,821.0
77063,49873.0,17321.0,1301.0,681.0,1101.0,1285.0,653.0,873.0,838.0,1072.0,877.0,1612.0,1522.0,1976.0,1164.0,592.0,768.0,1006.0
77064,62610.0,15382.0,589.0,273.0,385.0,525.0,773.0,1101.0,629.0,831.0,825.0,1426.0,1563.0,2430.0,1456.0,1133.0,968.0,475.0
77065,54091.0,14192.0,694.0,466.0,629.0,690.0,939.0,879.0,739.0,697.0,684.0,1128.0,1409.0,1767.0,1517.0,736.0,779.0,439.0
77066,59855.0,9514.0,355.0,330.0,445.0,315.0,416.0,628.0,358.0,628.0,403.0,893.0,1103.0,1304.0,1063.0,591.0,483.0,199.0
77067,37309.0,9174.0,737.0,713.0,823.0,564.0,667.0,878.0,423.0,651.0,522.0,795.0,700.0,787.0,538.0,122.0,169.0,85.0
77068,67945.0,3747.0,114.0,113.0,129.0,94.0,301.0,131.0,237.0,101.0,143.0,290.0,296.0,501.0,335.0,111.0,441.0,410.0
77069,68495.0,7636.0,354.0,122.0,324.0,360.0,271.0,518.0,159.0,331.0,336.0,710.0,680.0,844.0,657.0,414.0,586.0,970.0
77070,69139.0,17932.0,908.0,408.0,598.0,510.0,674.0,1069.0,603.0,524.0,608.0,1313.0,2641.0,2702.0,1819.0,1218.0,1215.0,1122.0
77071,45941.0,9646.0,920.0,433.0,781.0,717.0,675.0,296.0,543.0,324.0,583.0,608.0,951.0,1180.0,560.0,400.0,449.0,226.0
77072,35462.0,17084.0,1599.0,1116.0,1471.0,1464.0,1301.0,1468.0,1309.0,841.0,1157.0,1154.0,1527.0,1571.0,652.0,211.0,140.0,103.0
77073,51206.0,11160.0,595.0,386.0,632.0,656.0,743.0,582.0,437.0,678.0,720.0,1137.0,1417.0,1804.0,766.0,292.0,107.0,208.0
77074,36207.0,11794.0,1043.0,1059.0,1068.0,758.0,760.0,1042.0,689.0,673.0,590.0,921.0,1002.0,924.0,592.0,280.0,222.0,171.0
77075,45581.0,11884.0,752.0,750.0,505.0,486.0,1087.0,871.0,638.0,774.0,621.0,813.0,1069.0,1899.0,950.0,194.0,355.0,120.0
77076,31212.0,9180.0,1230.0,679.0,919.0,805.0,797.0,659.0,353.0,627.0,457.0,613.0,1047.0,499.0,294.0,105.0,45.0,51.0
77077,59958.0,23814.0,1365.0,919.0,1168.0,1008.0,985.0,1434.0,920.0,1131.0,667.0,2316.0,2180.0,2583.0,1865.0,1453.0,1715.0,2105.0
77078,30368.0,4708.0,792.0,382.0,418.0,368.0,384.0,221.0,278.0,195.0,185.0,413.0,478.0,390.0,82.0,36.0,86.0,0.0
77079,95589.0,12026.0,372.0,245.0,309.0,336.0,246.0,475.0,307.0,427.0,339.0,1002.0,901.0,1480.0,1205.0,887.0,1213.0,2282.0
77080,38159.0,14926.0,1197.0,1140.0,1185.0,1331.0,1119.0,923.0,867.0,716.0,664.0,1204.0,1433.0,1399.0,654.0,434.0,392.0,268.0
77081,26741.0,15337.0,1738.0,1708.0,2033.0,1675.0,1278.0,1139.0,829.0,598.0,733.0,918.0,880.0,978.0,347.0,123.0,195.0,165.0
77082,50294.0,19591.0,1304.0,766.0,1229.0,895.0,994.0,1296.0,1064.0,1070.0,1102.0,1851.0,1993.0,2293.0,1148.0,919.0,811.0,856.0
77083,53879.0,20411.0,972.0,1072.0,846.0,793.0,1192.0,1456.0,1285.0,912.0,1034.0,1708.0,2514.0,2461.0,1924.0,1108.0,768.0,366.0
77084,62785.0,31764.0,1003.0,763.0,1447.0,1127.0,1912.0,1767.0,1564.0,1512.0,1629.0,2558.0,3359.0,5259.0,2815.0,1753.0,2193.0,1103.0
77085,49466.0,4720.0,206.0,165.0,311.0,347.0,266.0,308.0,242.0,312.0,247.0,344.0,606.0,847.0,288.0,114.0,94.0,23.0
77086,42030.0,7704.0,785.0,343.0,369.0,588.0,606.0,620.0,312.0,519.0,466.0,801.0,673.0,773.0,452.0,276.0,105.0,16.0
77087,38707.0,10778.0,894.0,646.0,871.0,1060.0,726.0,759.0,659.0,723.0,662.0,918.0,1111.0,991.0,505.0,73.0,123.0,57.0
77088,40896.0,16200.0,1807.0,1022.0,1161.0,1032.0,1041.0,991.0,865.0,792.0,735.0,1440.0,2029.0,1517.0,907.0,376.0,391.0,94.0
77089,63141.0,16310.0,700.0,527.0,655.0,705.0,774.0,786.0,606.0,835.0,902.0,1116.0,2275.0,2919.0,1365.0,1048.0,692.0,405.0
77090,36138.0,13067.0,1319.0,498.0,1094.0,752.0,1556.0,1223.0,429.0,706.0,641.0,1072.0,1058.0,1334.0,489.0,296.0,311.0,289.0
77091,27903.0,8560.0,1409.0,1083.0,878.0,471.0,642.0,467.0,350.0,487.0,448.0,318.0,587.0,732.0,316.0,76.0,173.0,123.0
77092,37314.0,12587.0,976.0,976.0,1351.0,887.0,770.0,966.0,869.0,860.0,640.0,844.0,1073.0,1013.0,701.0,213.0,294.0,154.0
77093,31725.0,11386.0,1411.0,1068.0,1077.0,1045.0,747.0,972.0,794.0,474.0,621.0,898.0,843.0,780.0,382.0,75.0,142.0,57.0
77094,146518.0,3039.0,68.0,0.0,14.0,28.0,27.0,4.0,157.0,17.0,25.0,168.0,130.0,438.0,321.0,134.0,510.0,998.0
77095,89393.0,23104.0,743.0,501.0,455.0,633.0,593.0,589.0,841.0,980.0,821.0,1968.0,1831.0,2947.0,3058.0,2192.0,2781.0,2171.0
77096,63346.0,13914.0,1283.0,500.0,404.0,672.0,547.0,626.0,646.0,544.0,343.0,1125.0,1045.0,1314.0,1497.0,942.0,1009.0,1417.0
77098,81907.0,7735.0,358.0,416.0,219.0,177.0,325.0,302.0,220.0,359.0,218.0,512.0,516.0,1070.0,633.0,509.0,823.0,1078.0
77099,35252.0,14610.0,1565.0,1087.0,1205.0,1108.0,973.0,1304.0,867.0,629.0,677.0,1419.0,1184.0,1209.0,671.0,341.0,160.0,211.0
77201,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,62995.0,4321.0,234.0,158.0,190.0,271.0,138.0,112.0,339.0,178.0,179.0,254.0,548.0,393.0,489.0,322.0,322.0,194.0
77338,48046.0,12000.0,679.0,566.0,634.0,705.0,807.0,717.0,651.0,868.0,652.0,1109.0,1285.0,1525.0,784.0,499.0,376.0,143.0
77339,73135.0,15365.0,373.0,332.0,403.0,645.0,575.0,634.0,990.0,707.0,587.0,1048.0,1613.0,2454.0,1464.0,1178.0,1234.0,1128.0
77345,119708.0,9897.0,275.0,83.0,98.0,176.0,120.0,214.0,204.0,225.0,169.0,312.0,740.0,1344.0,1199.0,989.0,1405.0,2344.0
77346,86523.0,17865.0,284.0,253.0,275.0,328.0,348.0,807.0,557.0,602.0,689.0,1171.0,2173.0,2988.0,2385.0,1702.0,1781.0,1522.0
77373,67742.0,18193.0,640.0,393.0,372.0,627.0,532.0,687.0,605.0,1099.0,810.0,2241.0,2076.0,3706.0,1977.0,933.0,923.0,572.0
77375,60782.0,13658.0,762.0,597.0,595.0,507.0,589.0,517.0,455.0,677.0,509.0,1545.0,1310.0,1989.0,1307.0,1006.0,776.0,517.0
77377,87474.0,9644.0,295.0,140.0,319.0,210.0,228.0,404.0,306.0,321.0,164.0,752.0,599.0,1630.0,1154.0,1107.0,865.0,1150.0
77379,97692.0,23910.0,478.0,254.0,370.0,474.0,468.0,687.0,701.0,566.0,608.0,1421.0,2298.0,3942.0,2832.0,2098.0,3275.0,3438.0
77388,82936.0,13941.0,279.0,139.0,353.0,342.0,522.0,337.0,432.0,681.0,372.0,1313.0,1497.0,2181.0,2026.0,1281.0,1341.0,845.0
77389,99702.0,8010.0,273.0,115.0,158.0,242.0,167.0,154.0,71.0,321.0,137.0,525.0,599.0,1253.0,1256.0,716.0,922.0,1101.0
77396,56575.0,13903.0,644.0,289.0,418.0,1008.0,504.0,940.0,686.0,907.0,499.0,1398.0,1463.0,1960.0,1243.0,637.0,628.0,679.0
77401,144821.0,6432.0,125.0,142.0,121.0,58.0,102.0,92.0,174.0,146.0,148.0,205.0,405.0,554.0,571.0,402.0,671.0,2516.0
77429,96695.0,24180.0,415.0,550.0,386.0,484.0,579.0,711.0,913.0,735.0,833.0,1217.0,2403.0,3216.0,3483.0,1949.0,3099.0,3207.0
77433,89258.0,16575.0,343.0,175.0,480.0,459.0,333.0,589.0,518.0,370.0,694.0,1128.0,1830.0,2239.0,2063.0,2035.0,1691.0,1628.0
77447,65682.0,4020.0,133.0,131.0,109.0,98.0,253.0,214.0,158.0,61.0,179.0,451.0,827.0,581.0,373.0,91.0,188.0,173.0
77449,65420.0,27961.0,923.0,819.0,930.0,1594.0,903.0,1168.0,1257.0,1388.0,1524.0,2269.0,3350.0,5203.0,3356.0,1430.0,1137.0,710.0
77450,100957.0,23667.0,755.0,395.0,372.0,896.0,426.0,626.0,528.0,857.0,796.0,1267.0,1884.0,2906.0,3382.0,2130.0,2734.0,3713.0
77484,63045.0,3545.0,157.0,68.0,156.0,155.0,104.0,288.0,103.0,102.0,178.0,320.0,535.0,487.0,366.0,167.0,197.0,162.0
77493,78452.0,7367.0,211.0,99.0,355.0,250.0,139.0,257.0,301.0,156.0,236.0,605.0,860.0,1551.0,848.0,653.0,446.0,400.0
77502,43014.0,10592.0,923.0,472.0,741.0,861.0,452.0,748.0,670.0,715.0,389.0,1046.0,1167.0,1151.0,748.0,300.0,152.0,57.0
77503,44939.0,7786.0,591.0,329.0,497.0,628.0,485.0,465.0,454.0,448.0,433.0,918.0,875.0,909.0,491.0,144.0,85.0,34.0
77504,40321.0,8588.0,571.0,573.0,823.0,697.0,656.0,425.0,516.0,522.0,343.0,876.0,656.0,817.0,404.0,270.0,236.0,203.0
77505,72695.0,8148.0,339.0,105.0,315.0,205.0,250.0,494.0,400.0,334.0,388.0,599.0,716.0,1208.0,1073.0,732.0,538.0,452.0
77506,30617.0,10299.0,1308.0,807.0,939.0,1125.0,873.0,800.0,600.0,497.0,493.0,828.0,833.0,627.0,236.0,112.0,172.0,49.0
77507,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,43409.0,11957.0,939.0,750.0,747.0,860.0,796.0,770.0,604.0,713.0,611.0,1089.0,1482.0,974.0,659.0,375.0,453.0,135.0
77521,53726.0,17333.0,1359.0,832.0,809.0,965.0,1001.0,860.0,692.0,684.0,775.0,1462.0,1869.0,2069.0,1759.0,925.0,750.0,522.0
77530,44786.0,9116.0,715.0,430.0,684.0,581.0,460.0,899.0,425.0,376.0,326.0,821.0,905.0,935.0,941.0,258.0,309.0,51.0
77532,63236.0,9059.0,542.0,218.0,278.0,488.0,308.0,409.0,529.0,211.0,485.0,732.0,1117.0,1243.0,1115.0,498.0,551.0,335.0
77536,77824.0,10499.0,402.0,201.0,305.0,328.0,323.0,446.0,391.0,485.0,377.0,886.0,873.0,1573.0,1497.0,830.0,970.0,612.0
77547,38692.0,2728.0,172.0,103.0,257.0,282.0,184.0,155.0,245.0,174.0,147.0,332.0,249.0,272.0,134.0,1.0,21.0,0.0
