Zipcode,Median household income in the past 12 months,Total Number of House-hold in the past 12 months,"Total Number of House-hold with Less than $10,000","Total Number of House-hold with an Income of $10,000 to $14,999","Total Number of House-hold with an Income of $15,000 to $19,999","Total Number of House-hold with an Income of $20,000 to $24,999","Total Number of House-hold with an Income of $25,000 to $29,999","Total Number of House-hold with an Income of $30,000 to $34,999","Total Number of House-hold with an Income of $35,000 to $39,999","Total Number of House-hold with an Income of $40,000 to $44,999","Total Number of House-hold with an Income of $45,000 to $49,999","Total Number of House-hold with an Income of $50,000 to $59,999","Total Number of House-hold with an Income of $60,000 to $74,999","Total Number of House-hold with an Income of $75,000 to $99,999","Total Number of House-hold with an Income of $100,000 to $124,999","Total Number of House-hold with an Income of $125,000 to $149,999","Total Number of House-hold with an Income of $150,000 to $199,999","Total Number of House-hold with an Income of $200,000 or more"
77005,163802.0,9454.0,271.0,195.0,251.0,133.0,259.0,151.0,158.0,186.0,155.0,276.0,535.0,540.0,683.0,551.0,894.0,4216.0
77006,69508.0,11832.0,756.0,358.0,395.0,515.0,702.0,467.0,328.0,426.0,329.0,768.0,1136.0,1244.0,1108.0,524.0,982.0,1794.0
77007,106044.0,16581.0,693.0,509.0,392.0,387.0,379.0,540.0,390.0,500.0,191.0,714.0,1160.0,1837.0,2200.0,1348.0,2164.0,3177.0
77008,77512.0,15081.0,596.0,231.0,593.0,508.0,672.0,810.0,515.0,297.0,542.0,1256.0,1409.0,1625.0,1372.0,968.0,1501.0,2186.0
77009,45016.0,13995.0,1390.0,936.0,931.0,1001.0,1036.0,697.0,475.0,530.0,684.0,736.0,1053.0,1259.0,914.0,620.0,705.0,1028.0
77010,209063.0,476.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,8.0,0.0,35.0,19.0,32.0,63.0,243.0
77011,26953.0,5455.0,652.0,635.0,691.0,512.0,482.0,360.0,235.0,286.0,283.0,404.0,331.0,303.0,130.0,136.0,15.0,0.0
77012,35884.0,6182.0,638.0,642.0,465.0,499.0,351.0,374.0,655.0,290.0,292.0,602.0,553.0,446.0,238.0,71.0,46.0,20.0
77013,38519.0,5673.0,393.0,441.0,395.0,497.0,419.0,436.0,406.0,396.0,288.0,489.0,610.0,490.0,241.0,85.0,43.0,44.0
77014,40787.0,10480.0,717.0,701.0,1080.0,579.0,803.0,894.0,393.0,518.0,364.0,1145.0,896.0,1199.0,628.0,189.0,275.0,99.0
77015,42942.0,16681.0,1263.0,843.0,1205.0,973.0,1277.0,1215.0,1077.0,788.0,739.0,1531.0,1830.0,1856.0,1219.0,385.0,254.0,226.0
77016,31808.0,9333.0,1128.0,960.0,848.0,805.0,702.0,618.0,428.0,577.0,590.0,737.0,874.0,660.0,212.0,60.0,104.0,30.0
77017,38337.0,9918.0,854.0,908.0,694.0,907.0,481.0,574.0,698.0,392.0,419.0,839.0,1012.0,1060.0,502.0,331.0,146.0,101.0
77018,65919.0,10830.0,583.0,829.0,441.0,495.0,483.0,470.0,410.0,315.0,353.0,561.0,918.0,1428.0,800.0,695.0,805.0,1244.0
77019,92844.0,10081.0,660.0,325.0,322.0,186.0,314.0,185.0,183.0,199.0,249.0,712.0,745.0,1287.0,1084.0,566.0,981.0,2083.0
77020,27871.0,8266.0,1339.0,1040.0,863.0,513.0,556.0,568.0,452.0,419.0,249.0,506.0,584.0,600.0,293.0,83.0,71.0,130.0
77021,32391.0,10058.0,1517.0,1004.0,664.0,959.0,511.0,605.0,459.0,496.0,411.0,782.0,753.0,820.0,395.0,174.0,181.0,327.0
77022,30011.0,8933.0,1369.0,1045.0,708.0,776.0,567.0,705.0,509.0,385.0,285.0,616.0,732.0,561.0,309.0,169.0,93.0,104.0
77023,37361.0,9322.0,1046.0,766.0,675.0,852.0,597.0,488.0,490.0,735.0,353.0,852.0,888.0,858.0,301.0,131.0,195.0,95.0
77024,114864.0,14884.0,364.0,352.0,373.0,430.0,464.0,466.0,330.0,428.0,477.0,527.0,1098.0,1354.0,1242.0,958.0,999.0,5022.0
77025,65524.0,12362.0,902.0,401.0,433.0,565.0,503.0,299.0,549.0,627.0,524.0,1018.0,853.0,1499.0,795.0,415.0,978.0,2001.0
77026,21335.0,7889.0,1548.0,1119.0,1089.0,547.0,661.0,587.0,371.0,364.0,219.0,333.0,407.0,356.0,170.0,73.0,35.0,10.0
77027,82038.0,8977.0,349.0,257.0,194.0,312.0,120.0,316.0,211.0,301.0,301.0,723.0,772.0,1302.0,832.0,576.0,898.0,1513.0
77028,31440.0,5327.0,738.0,598.0,443.0,490.0,281.0,407.0,511.0,284.0,339.0,253.0,230.0,299.0,240.0,74.0,62.0,78.0
77029,30019.0,5587.0,814.0,686.0,571.0,463.0,258.0,523.0,296.0,369.0,257.0,466.0,455.0,187.0,107.0,53.0,67.0,15.0
77030,71078.0,4939.0,457.0,103.0,115.0,258.0,112.0,94.0,173.0,301.0,173.0,289.0,508.0,308.0,445.0,183.0,435.0,985.0
77031,38677.0,5660.0,340.0,634.0,307.0,489.0,391.0,456.0,404.0,441.0,252.0,468.0,439.0,433.0,281.0,130.0,132.0,63.0
77032,23363.0,4004.0,1007.0,424.0,340.0,417.0,223.0,263.0,168.0,106.0,242.0,213.0,267.0,237.0,12.0,58.0,20.0,7.0
77033,28125.0,8644.0,1196.0,983.0,901.0,830.0,592.0,726.0,528.0,384.0,367.0,696.0,626.0,381.0,248.0,80.0,84.0,22.0
77034,44827.0,11647.0,609.0,704.0,721.0,608.0,1135.0,837.0,451.0,789.0,527.0,1096.0,1297.0,1402.0,788.0,435.0,159.0,89.0
77035,37962.0,13284.0,1318.0,911.0,1174.0,1183.0,892.0,813.0,664.0,556.0,706.0,735.0,1036.0,1029.0,730.0,537.0,558.0,442.0
77036,27935.0,24151.0,3135.0,1818.0,2540.0,3144.0,2268.0,1506.0,1566.0,1416.0,958.0,1483.0,1557.0,1190.0,646.0,226.0,410.0,288.0
77037,36229.0,5256.0,354.0,507.0,348.0,396.0,540.0,368.0,338.0,306.0,271.0,713.0,428.0,365.0,170.0,80.0,57.0,15.0
77038,39758.0,7529.0,513.0,596.0,820.0,462.0,484.0,424.0,491.0,370.0,567.0,729.0,466.0,1060.0,239.0,208.0,92.0,8.0
77039,37275.0,7219.0,555.0,751.0,442.0,494.0,649.0,562.0,401.0,548.0,298.0,621.0,780.0,668.0,221.0,126.0,59.0,44.0
77040,53233.0,16596.0,540.0,717.0,721.0,815.0,1148.0,824.0,1107.0,736.0,782.0,2098.0,1745.0,1705.0,1272.0,765.0,827.0,794.0
77041,74020.0,11389.0,494.0,371.0,348.0,479.0,452.0,336.0,372.0,595.0,364.0,932.0,1024.0,1533.0,1076.0,774.0,1021.0,1218.0
77042,45403.0,17843.0,1345.0,754.0,1536.0,1181.0,1194.0,1117.0,1075.0,648.0,687.0,1559.0,1372.0,1569.0,1002.0,713.0,866.0,1225.0
77043,52598.0,8404.0,287.0,640.0,353.0,532.0,495.0,437.0,431.0,318.0,423.0,685.0,801.0,905.0,728.0,418.0,450.0,501.0
77044,74455.0,10410.0,342.0,254.0,493.0,179.0,453.0,417.0,477.0,610.0,250.0,628.0,1136.0,1417.0,1257.0,914.0,959.0,624.0
77045,39020.0,9541.0,811.0,656.0,790.0,790.0,691.0,480.0,663.0,542.0,319.0,878.0,1035.0,999.0,345.0,282.0,190.0,70.0
77046,98846.0,696.0,33.0,15.0,0.0,30.0,0.0,14.0,14.0,46.0,12.0,40.0,63.0,87.0,32.0,77.0,85.0,148.0
77047,50023.0,8015.0,315.0,290.0,289.0,449.0,472.0,275.0,661.0,673.0,581.0,748.0,742.0,1163.0,686.0,343.0,265.0,63.0
77048,40026.0,5483.0,634.0,444.0,363.0,412.0,217.0,418.0,252.0,411.0,185.0,387.0,590.0,607.0,375.0,134.0,42.0,12.0
77049,52300.0,9128.0,481.0,295.0,335.0,285.0,750.0,572.0,608.0,516.0,480.0,1020.0,1152.0,1050.0,876.0,357.0,296.0,55.0
77050,49577.0,1415.0,77.0,75.0,89.0,112.0,82.0,119.0,49.0,16.0,100.0,128.0,297.0,94.0,90.0,21.0,48.0,18.0
77051,23237.0,5685.0,1152.0,682.0,661.0,614.0,320.0,461.0,359.0,212.0,233.0,291.0,365.0,155.0,115.0,46.0,8.0,11.0
77054,43226.0,12008.0,2061.0,395.0,524.0,485.0,784.0,755.0,703.0,551.0,750.0,1020.0,1288.0,1243.0,674.0,297.0,139.0,339.0
77055,45264.0,14327.0,1221.0,814.0,1054.0,983.0,714.0,820.0,754.0,776.0,603.0,842.0,998.0,1244.0,920.0,337.0,712.0,1535.0
77056,92521.0,9423.0,398.0,316.0,290.0,182.0,62.0,331.0,220.0,360.0,404.0,471.0,934.0,1145.0,1003.0,581.0,788.0,1938.0
77057,52624.0,19902.0,1423.0,1145.0,867.0,1262.0,1017.0,971.0,971.0,593.0,1027.0,1356.0,1775.0,2072.0,1210.0,1227.0,864.0,2122.0
77058,49530.0,8323.0,661.0,309.0,620.0,462.0,399.0,656.0,348.0,495.0,241.0,683.0,998.0,869.0,537.0,308.0,471.0,266.0
77059,132137.0,5976.0,89.0,31.0,31.0,28.0,183.0,127.0,88.0,99.0,15.0,125.0,270.0,679.0,1013.0,578.0,1115.0,1505.0
77060,26427.0,13154.0,1888.0,1272.0,1548.0,1539.0,1008.0,1017.0,744.0,751.0,385.0,805.0,982.0,655.0,256.0,135.0,107.0,62.0
77061,33302.0,8715.0,772.0,951.0,676.0,895.0,580.0,671.0,571.0,430.0,453.0,475.0,628.0,555.0,609.0,241.0,124.0,84.0
77062,83932.0,9672.0,321.0,222.0,203.0,237.0,237.0,330.0,341.0,569.0,439.0,685.0,812.0,1112.0,1267.0,960.0,1129.0,808.0
77063,46611.0,17640.0,1653.0,704.0,1129.0,1554.0,674.0,904.0,844.0,1037.0,882.0,1562.0,1325.0,1828.0,1203.0,429.0,879.0,1033.0
77064,64234.0,15511.0,526.0,354.0,367.0,580.0,684.0,1160.0,609.0,517.0,1075.0,1404.0,1753.0,2144.0,1709.0,1037.0,943.0,649.0
77065,56341.0,14694.0,715.0,548.0,533.0,614.0,900.0,915.0,716.0,760.0,717.0,1210.0,1521.0,1888.0,1561.0,771.0,757.0,568.0
77066,60143.0,9678.0,375.0,366.0,588.0,390.0,454.0,614.0,255.0,493.0,387.0,904.0,1222.0,1280.0,1002.0,584.0,519.0,245.0
77067,38323.0,9411.0,786.0,675.0,771.0,614.0,701.0,852.0,501.0,440.0,520.0,863.0,791.0,808.0,604.0,168.0,238.0,79.0
77068,71932.0,3788.0,40.0,102.0,164.0,156.0,220.0,85.0,163.0,216.0,86.0,302.0,395.0,350.0,426.0,278.0,403.0,402.0
77069,64498.0,7801.0,354.0,147.0,347.0,330.0,296.0,478.0,251.0,334.0,287.0,786.0,789.0,934.0,612.0,348.0,423.0,1085.0
77070,70632.0,18185.0,966.0,540.0,551.0,396.0,701.0,1028.0,719.0,577.0,570.0,1172.0,2491.0,2770.0,2064.0,1429.0,1112.0,1099.0
77071,47521.0,9700.0,1147.0,452.0,651.0,582.0,437.0,337.0,512.0,399.0,573.0,809.0,1055.0,1175.0,541.0,466.0,410.0,154.0
77072,37143.0,17467.0,1511.0,1260.0,1266.0,1336.0,1290.0,1336.0,1530.0,982.0,1128.0,1179.0,1786.0,1475.0,749.0,254.0,298.0,87.0
77073,52273.0,11942.0,512.0,371.0,481.0,894.0,649.0,497.0,625.0,898.0,653.0,1202.0,1871.0,1651.0,876.0,368.0,203.0,191.0
77074,34421.0,11886.0,1280.0,1089.0,1086.0,892.0,775.0,940.0,635.0,559.0,567.0,1014.0,899.0,974.0,518.0,256.0,189.0,213.0
77075,47644.0,12129.0,729.0,909.0,597.0,500.0,942.0,763.0,729.0,655.0,412.0,1069.0,1376.0,1650.0,1021.0,329.0,318.0,130.0
77076,30403.0,9248.0,1246.0,524.0,993.0,821.0,984.0,667.0,476.0,534.0,339.0,655.0,965.0,697.0,151.0,126.0,45.0,25.0
77077,62784.0,24593.0,1430.0,891.0,1179.0,996.0,1064.0,1257.0,945.0,872.0,875.0,2324.0,2377.0,2635.0,1971.0,1310.0,1874.0,2593.0
77078,28338.0,4588.0,867.0,358.0,384.0,363.0,433.0,215.0,407.0,158.0,122.0,346.0,449.0,252.0,99.0,50.0,85.0,0.0
77079,99650.0,12029.0,278.0,274.0,398.0,298.0,281.0,453.0,207.0,415.0,367.0,812.0,750.0,1527.0,1365.0,842.0,1269.0,2493.0
77080,38407.0,14690.0,1100.0,964.0,1292.0,1341.0,1039.0,950.0,905.0,672.0,672.0,1107.0,1416.0,1497.0,681.0,398.0,403.0,253.0
77081,27191.0,15890.0,1575.0,1655.0,2296.0,1654.0,1423.0,1180.0,948.0,622.0,690.0,931.0,934.0,978.0,444.0,140.0,205.0,215.0
77082,50894.0,20474.0,1306.0,801.0,1029.0,1021.0,1027.0,1429.0,1221.0,1096.0,1050.0,1733.0,2351.0,2380.0,1309.0,794.0,1021.0,906.0
77083,52075.0,20789.0,1023.0,1187.0,897.0,833.0,1162.0,1480.0,1219.0,1194.0,1041.0,1830.0,2532.0,2412.0,1984.0,1025.0,545.0,425.0
77084,64652.0,32398.0,1045.0,678.0,1527.0,1058.0,1798.0,1548.0,1670.0,1649.0,1531.0,2484.0,3423.0,5279.0,3250.0,1844.0,2192.0,1422.0
77085,49872.0,4545.0,313.0,120.0,229.0,293.0,206.0,292.0,290.0,252.0,287.0,445.0,542.0,880.0,252.0,57.0,53.0,34.0
77086,42581.0,7875.0,720.0,403.0,335.0,703.0,617.0,546.0,359.0,478.0,660.0,807.0,646.0,740.0,427.0,316.0,105.0,13.0
77087,36792.0,10750.0,1028.0,734.0,869.0,1116.0,789.0,687.0,519.0,629.0,631.0,1042.0,936.0,1016.0,472.0,70.0,158.0,54.0
77088,42447.0,16432.0,1785.0,1005.0,1185.0,941.0,1098.0,891.0,942.0,841.0,845.0,1348.0,2060.0,1689.0,753.0,485.0,453.0,111.0
77089,65186.0,16376.0,669.0,422.0,522.0,575.0,977.0,600.0,820.0,693.0,858.0,1144.0,2520.0,2824.0,1597.0,1077.0,628.0,450.0
77090,37727.0,13691.0,1232.0,642.0,938.0,832.0,1349.0,1491.0,597.0,688.0,474.0,1374.0,1089.0,1549.0,571.0,319.0,283.0,263.0
77091,28628.0,8772.0,1262.0,1106.0,780.0,569.0,793.0,437.0,387.0,570.0,397.0,605.0,575.0,653.0,310.0,70.0,167.0,91.0
77092,37383.0,12858.0,900.0,980.0,1244.0,948.0,899.0,1131.0,777.0,778.0,729.0,701.0,1107.0,1260.0,619.0,253.0,303.0,229.0
77093,33085.0,11451.0,1504.0,911.0,1203.0,830.0,769.0,811.0,685.0,620.0,719.0,1043.0,838.0,789.0,377.0,103.0,182.0,67.0
77094,158398.0,3141.0,103.0,3.0,12.0,15.0,23.0,3.0,172.0,25.0,21.0,125.0,173.0,380.0,360.0,126.0,377.0,1223.0
77095,88555.0,23569.0,827.0,509.0,418.0,740.0,725.0,739.0,761.0,1059.0,689.0,2022.0,1789.0,2809.0,3084.0,2489.0,2606.0,2303.0
77096,59556.0,14413.0,1453.0,535.0,394.0,861.0,562.0,719.0,556.0,658.0,266.0,1243.0,1302.0,1136.0,1328.0,865.0,1061.0,1474.0
77098,82017.0,8006.0,416.0,312.0,215.0,130.0,254.0,334.0,210.0,358.0,216.0,627.0,549.0,1135.0,717.0,531.0,765.0,1237.0
77099,36755.0,15067.0,1578.0,1016.0,1046.0,1223.0,1069.0,1047.0,1168.0,732.0,651.0,1335.0,1380.0,1295.0,670.0,492.0,179.0,186.0
77201,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,63814.0,4272.0,247.0,183.0,258.0,205.0,197.0,86.0,243.0,146.0,138.0,316.0,607.0,347.0,350.0,349.0,378.0,222.0
77338,47534.0,12356.0,834.0,543.0,695.0,617.0,862.0,804.0,626.0,844.0,782.0,987.0,1215.0,1461.0,1085.0,479.0,364.0,158.0
77339,72200.0,15602.0,308.0,316.0,435.0,478.0,530.0,651.0,1050.0,910.0,507.0,1340.0,1754.0,2442.0,1587.0,1119.0,1089.0,1086.0
77345,121224.0,9995.0,288.0,152.0,105.0,204.0,150.0,196.0,208.0,216.0,175.0,321.0,804.0,1178.0,1163.0,820.0,1578.0,2437.0
77346,87878.0,18215.0,282.0,242.0,371.0,386.0,331.0,794.0,486.0,598.0,535.0,1604.0,2129.0,2674.0,2230.0,1690.0,2140.0,1723.0
77373,67464.0,18231.0,594.0,458.0,448.0,509.0,629.0,827.0,855.0,974.0,546.0,2096.0,2333.0,2983.0,2239.0,1099.0,915.0,726.0
77375,61941.0,13945.0,680.0,602.0,652.0,439.0,615.0,481.0,468.0,565.0,605.0,1548.0,1621.0,2071.0,1426.0,899.0,689.0,584.0
77377,93884.0,9993.0,277.0,178.0,315.0,221.0,228.0,359.0,402.0,175.0,181.0,625.0,790.0,1553.0,1001.0,1230.0,1228.0,1230.0
77379,97864.0,24196.0,598.0,247.0,378.0,439.0,459.0,790.0,653.0,514.0,731.0,1532.0,2337.0,3843.0,2433.0,2200.0,3330.0,3712.0
77388,82059.0,14538.0,223.0,240.0,344.0,233.0,602.0,333.0,425.0,602.0,423.0,1301.0,1728.0,2598.0,1984.0,1141.0,1449.0,912.0
77389,102205.0,8562.0,244.0,99.0,137.0,195.0,285.0,138.0,129.0,252.0,204.0,450.0,656.0,1395.0,1268.0,823.0,900.0,1387.0
77396,57440.0,14815.0,719.0,284.0,384.0,938.0,558.0,1012.0,790.0,959.0,480.0,1452.0,1588.0,2360.0,1301.0,597.0,721.0,672.0
77401,154053.0,6419.0,165.0,175.0,109.0,86.0,56.0,89.0,135.0,134.0,214.0,187.0,325.0,536.0,571.0,383.0,687.0,2567.0
77429,98191.0,25029.0,432.0,600.0,398.0,509.0,566.0,725.0,981.0,909.0,672.0,1282.0,2316.0,3500.0,3243.0,2154.0,3392.0,3350.0
77433,93884.0,17809.0,436.0,270.0,374.0,324.0,364.0,798.0,410.0,253.0,595.0,1214.0,1907.0,2443.0,2072.0,2121.0,2152.0,2076.0
77447,65235.0,3957.0,176.0,110.0,81.0,121.0,181.0,218.0,168.0,171.0,156.0,430.0,679.0,638.0,323.0,159.0,186.0,160.0
77449,66550.0,28521.0,729.0,985.0,983.0,1434.0,1025.0,1093.0,1602.0,1234.0,1426.0,2118.0,3267.0,5066.0,3841.0,1717.0,1254.0,747.0
77450,99732.0,24416.0,755.0,283.0,436.0,744.0,730.0,524.0,674.0,795.0,751.0,1518.0,1984.0,3045.0,3172.0,2120.0,2838.0,4047.0
77484,64768.0,3659.0,221.0,66.0,96.0,232.0,100.0,418.0,76.0,105.0,164.0,207.0,398.0,552.0,530.0,208.0,109.0,177.0
77493,76393.0,7733.0,242.0,119.0,299.0,219.0,106.0,288.0,374.0,161.0,327.0,673.0,971.0,1388.0,864.0,595.0,616.0,491.0
77502,43893.0,10560.0,806.0,418.0,691.0,985.0,431.0,798.0,577.0,717.0,340.0,793.0,1211.0,1150.0,929.0,453.0,196.0,65.0
77503,46224.0,8020.0,550.0,398.0,546.0,605.0,581.0,319.0,469.0,399.0,421.0,972.0,923.0,996.0,616.0,119.0,76.0,30.0
77504,40642.0,8791.0,505.0,660.0,769.0,761.0,650.0,486.0,507.0,485.0,313.0,1042.0,849.0,758.0,336.0,241.0,256.0,173.0
77505,73294.0,8354.0,275.0,145.0,296.0,224.0,281.0,495.0,374.0,334.0,281.0,556.0,1002.0,1406.0,1058.0,685.0,538.0,404.0
77506,29965.0,10610.0,1393.0,814.0,990.0,1139.0,974.0,912.0,561.0,401.0,478.0,786.0,929.0,668.0,290.0,107.0,131.0,37.0
77507,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
