Zipcode,Cost less than $100,Cost from $100 to $199,Cost from $200 to $299,Cost from $300 to $399,Cost from $400 to $499,Cost from $500 to $599,Cost from $600 to $699,Cost from $700 to $799,Cost from $800 to $899,Cost from $900 to $999,Cost from $1k to $1.499k,Cost from $1.5k to 1.999k,Cost from $2k to $2.499,Cost from $2.5k to $2.999k,Cost from $3k and more
77346,47.0,41.0,98.0,420.0,376.0,752.0,523.0,696.0,732.0,926.0,5762.0,5898.0,2409.0,866.0,794.0
77373,16.0,152.0,383.0,747.0,854.0,1011.0,688.0,911.0,834.0,962.0,7943.0,3680.0,1043.0,144.0,133.0
77035,4.0,170.0,452.0,414.0,456.0,919.0,1995.0,1715.0,1544.0,1216.0,2759.0,1253.0,674.0,209.0,174.0
77041,0.0,171.0,268.0,447.0,573.0,506.0,563.0,536.0,501.0,662.0,3293.0,2077.0,527.0,464.0,752.0
77050,0.0,55.0,129.0,219.0,123.0,241.0,86.0,99.0,107.0,118.0,115.0,107.0,0.0,5.0,0.0
77063,65.0,50.0,118.0,175.0,142.0,487.0,1367.0,1788.0,2566.0,1835.0,6151.0,2152.0,468.0,436.0,414.0
77071,23.0,145.0,347.0,322.0,475.0,665.0,845.0,943.0,940.0,916.0,2581.0,1044.0,296.0,191.0,124.0
77074,0.0,121.0,161.0,485.0,617.0,1392.0,1595.0,1668.0,1640.0,1293.0,2952.0,771.0,169.0,14.0,64.0
77088,76.0,337.0,882.0,945.0,1129.0,1275.0,1194.0,1433.0,1566.0,1312.0,5260.0,1247.0,338.0,5.0,10.0
77090,0.0,58.0,208.0,386.0,270.0,532.0,1137.0,1963.0,2221.0,2171.0,4735.0,1165.0,322.0,101.0,110.0
77098,19.0,0.0,92.0,43.0,36.0,82.0,263.0,321.0,381.0,358.0,1969.0,2104.0,1130.0,334.0,924.0
77083,23.0,36.0,618.0,667.0,1023.0,1028.0,1331.0,1495.0,1700.0,1857.0,7470.0,3507.0,893.0,46.0,42.0
77401,9.0,0.0,31.0,25.0,86.0,74.0,174.0,121.0,242.0,99.0,1011.0,1127.0,671.0,374.0,2943.0
77433,0.0,45.0,193.0,333.0,328.0,416.0,560.0,441.0,510.0,541.0,6055.0,5237.0,3620.0,2030.0,2737.0
77504,16.0,50.0,267.0,169.0,408.0,325.0,942.0,1302.0,1046.0,1135.0,1708.0,827.0,145.0,26.0,135.0
77338,23.0,76.0,441.0,498.0,560.0,551.0,720.0,826.0,1043.0,1170.0,5029.0,2180.0,157.0,81.0,100.0
77339,11.0,19.0,136.0,434.0,478.0,581.0,687.0,790.0,694.0,1021.0,5327.0,3789.0,918.0,419.0,491.0
77429,55.0,73.0,245.0,641.0,889.0,831.0,593.0,1072.0,1290.0,1061.0,6460.0,6929.0,3281.0,2237.0,1911.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77562,0.0,211.0,292.0,259.0,464.0,257.0,154.0,286.0,193.0,276.0,827.0,206.0,76.0,76.0,0.0
77004,148.0,159.0,424.0,406.0,555.0,728.0,1223.0,1067.0,911.0,569.0,2258.0,2352.0,1166.0,617.0,539.0
77008,51.0,85.0,227.0,262.0,360.0,334.0,508.0,806.0,798.0,1030.0,3395.0,2213.0,2246.0,1645.0,1959.0
77006,0.0,0.0,50.0,111.0,68.0,276.0,337.0,732.0,991.0,1092.0,2887.0,2504.0,1165.0,980.0,1221.0
77009,180.0,249.0,614.0,630.0,776.0,1094.0,1188.0,1021.0,1071.0,925.0,2497.0,1321.0,938.0,609.0,748.0
77014,15.0,233.0,260.0,117.0,227.0,727.0,959.0,1018.0,1119.0,960.0,4023.0,1625.0,189.0,64.0,22.0
77031,0.0,33.0,187.0,136.0,321.0,304.0,691.0,950.0,698.0,433.0,1174.0,815.0,55.0,5.0,0.0
77034,26.0,109.0,465.0,456.0,271.0,782.0,840.0,1661.0,1324.0,870.0,4121.0,1117.0,123.0,28.0,14.0
77055,17.0,72.0,271.0,266.0,379.0,637.0,1185.0,1778.0,1761.0,1333.0,3243.0,1260.0,573.0,500.0,1606.0
77072,37.0,140.0,550.0,943.0,802.0,1133.0,1460.0,1735.0,2009.0,1679.0,5555.0,1300.0,79.0,35.0,28.0
77011,9.0,166.0,440.0,516.0,576.0,816.0,619.0,385.0,381.0,473.0,885.0,47.0,63.0,24.0,0.0
77012,40.0,99.0,358.0,528.0,414.0,489.0,1008.0,1122.0,467.0,440.0,851.0,53.0,16.0,0.0,0.0
77013,17.0,138.0,286.0,250.0,353.0,537.0,598.0,761.0,806.0,531.0,1428.0,214.0,35.0,38.0,0.0
77449,24.0,100.0,311.0,572.0,565.0,1029.0,951.0,758.0,1291.0,1276.0,14055.0,10112.0,1834.0,230.0,95.0
77450,61.0,26.0,97.0,380.0,312.0,779.0,707.0,905.0,1198.0,1203.0,7032.0,5557.0,2924.0,1525.0,2067.0
77505,12.0,45.0,147.0,169.0,467.0,163.0,426.0,413.0,527.0,681.0,2505.0,1871.0,669.0,99.0,136.0
77536,0.0,148.0,226.0,397.0,480.0,560.0,568.0,691.0,695.0,397.0,3525.0,1672.0,822.0,347.0,119.0
77587,14.0,138.0,333.0,460.0,410.0,333.0,408.0,492.0,379.0,374.0,876.0,223.0,25.0,0.0,7.0
77086,23.0,111.0,347.0,313.0,471.0,561.0,606.0,519.0,561.0,953.0,2796.0,724.0,37.0,0.0,5.0
77493,19.0,26.0,100.0,226.0,350.0,395.0,422.0,403.0,201.0,250.0,2901.0,2399.0,708.0,243.0,314.0
77015,0.0,325.0,586.0,932.0,1203.0,1174.0,1590.0,1607.0,2218.0,1981.0,4321.0,1043.0,260.0,31.0,23.0
77022,37.0,441.0,949.0,1094.0,843.0,733.0,1061.0,818.0,566.0,489.0,1635.0,190.0,45.0,0.0,0.0
77026,103.0,438.0,740.0,696.0,598.0,1260.0,1593.0,772.0,542.0,359.0,495.0,128.0,5.0,0.0,0.0
77027,31.0,27.0,22.0,56.0,33.0,97.0,47.0,197.0,282.0,455.0,2868.0,2171.0,774.0,577.0,1224.0
77047,30.0,285.0,284.0,465.0,362.0,380.0,563.0,385.0,550.0,521.0,3618.0,1741.0,181.0,0.0,0.0
77005,53.0,53.0,24.0,32.0,71.0,89.0,113.0,299.0,339.0,201.0,1366.0,1200.0,1206.0,1043.0,3887.0
77007,30.0,46.0,150.0,94.0,147.0,193.0,205.0,552.0,558.0,838.0,3732.0,3657.0,3318.0,2384.0,3049.0
77017,48.0,144.0,526.0,568.0,691.0,918.0,1117.0,998.0,827.0,855.0,2572.0,496.0,89.0,0.0,6.0
77019,0.0,70.0,135.0,216.0,105.0,244.0,324.0,365.0,353.0,426.0,1876.0,2120.0,1566.0,990.0,1915.0
77396,0.0,245.0,297.0,566.0,343.0,510.0,474.0,589.0,812.0,1193.0,6685.0,2736.0,879.0,395.0,857.0
77447,0.0,67.0,243.0,192.0,173.0,356.0,195.0,162.0,108.0,255.0,1549.0,646.0,329.0,176.0,133.0
77025,19.0,48.0,127.0,86.0,198.0,311.0,736.0,687.0,993.0,795.0,3358.0,1982.0,1013.0,736.0,1757.0
77038,48.0,144.0,344.0,386.0,486.0,571.0,742.0,612.0,576.0,670.0,3017.0,677.0,55.0,0.0,0.0
77039,0.0,284.0,563.0,652.0,476.0,451.0,572.0,661.0,748.0,506.0,2033.0,350.0,60.0,0.0,0.0
77040,19.0,87.0,366.0,477.0,813.0,1016.0,1321.0,1172.0,1453.0,2153.0,5302.0,2325.0,687.0,213.0,154.0
77057,10.0,70.0,103.0,183.0,365.0,366.0,1161.0,1921.0,2157.0,1585.0,5878.0,2324.0,1126.0,645.0,1680.0
77060,24.0,229.0,291.0,348.0,573.0,1656.0,2277.0,2152.0,1781.0,1239.0,2655.0,479.0,19.0,17.0,0.0
77067,30.0,108.0,152.0,218.0,514.0,724.0,1170.0,1106.0,1069.0,903.0,2988.0,964.0,79.0,0.0,5.0
77068,0.0,0.0,51.0,103.0,33.0,208.0,292.0,368.0,221.0,316.0,836.0,750.0,389.0,51.0,178.0
77077,115.0,0.0,98.0,305.0,299.0,750.0,1090.0,1441.0,2608.0,2142.0,8765.0,4204.0,2389.0,942.0,1311.0
77081,17.0,22.0,56.0,117.0,438.0,1393.0,3724.0,3640.0,2815.0,1881.0,2696.0,752.0,216.0,49.0,125.0
77028,144.0,434.0,618.0,624.0,447.0,331.0,182.0,637.0,451.0,457.0,661.0,57.0,0.0,0.0,0.0
77058,9.0,42.0,115.0,45.0,221.0,330.0,753.0,715.0,869.0,852.0,2469.0,988.0,393.0,118.0,36.0
77023,28.0,122.0,408.0,591.0,902.0,967.0,1051.0,1159.0,1121.0,623.0,1675.0,420.0,180.0,65.0,33.0
77093,42.0,694.0,1265.0,1219.0,1356.0,1109.0,1043.0,1270.0,1002.0,931.0,1693.0,203.0,24.0,16.0,0.0
77032,27.0,209.0,371.0,321.0,185.0,271.0,145.0,305.0,388.0,384.0,1238.0,260.0,45.0,0.0,7.0
77056,11.0,15.0,42.0,49.0,52.0,91.0,143.0,134.0,333.0,348.0,2767.0,2426.0,1342.0,891.0,2030.0
77065,11.0,61.0,338.0,185.0,344.0,550.0,427.0,890.0,1349.0,1491.0,5856.0,2216.0,702.0,192.0,283.0
77069,9.0,0.0,132.0,96.0,366.0,383.0,304.0,627.0,391.0,681.0,2900.0,1094.0,446.0,359.0,364.0
77070,62.0,25.0,304.0,329.0,452.0,695.0,855.0,768.0,814.0,1502.0,7469.0,4754.0,1161.0,266.0,148.0
77345,0.0,29.0,32.0,112.0,214.0,293.0,236.0,347.0,347.0,433.0,2028.0,2028.0,1546.0,812.0,1182.0
77377,16.0,64.0,270.0,224.0,279.0,436.0,251.0,339.0,560.0,544.0,2704.0,2388.0,1753.0,959.0,718.0
77042,13.0,41.0,86.0,247.0,216.0,572.0,1068.0,2227.0,2206.0,2471.0,6473.0,1522.0,599.0,459.0,716.0
77388,17.0,52.0,248.0,230.0,485.0,746.0,643.0,616.0,645.0,548.0,4364.0,4300.0,1453.0,719.0,507.0
77043,11.0,82.0,159.0,324.0,451.0,476.0,646.0,650.0,972.0,852.0,2129.0,1245.0,422.0,398.0,80.0
77089,17.0,120.0,392.0,577.0,773.0,581.0,903.0,1221.0,1147.0,1209.0,5371.0,3487.0,488.0,210.0,214.0
77033,99.0,543.0,1306.0,1260.0,578.0,458.0,572.0,421.0,668.0,734.0,1932.0,143.0,35.0,9.0,0.0
77064,13.0,106.0,232.0,293.0,628.0,832.0,724.0,716.0,829.0,1260.0,6726.0,2683.0,877.0,112.0,72.0
77099,30.0,55.0,617.0,576.0,677.0,1035.0,1561.0,1800.0,2169.0,2376.0,4464.0,1036.0,150.0,38.0,0.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
