Zipcode,Estimate!!Total,Estimate!!Total!!Below 100 percent of the poverty level,Estimate!!Total!!100 to 149 percent of the poverty level,Estimate!!Total!!At or above 150 percent of the poverty level,Estimate!!Total!!Same house 1 year ago,Estimate!!Total!!Same house 1 year ago!!Below 100 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!100 to 149 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved within same county!!Below 100 percent of the poverty level,Estimate!!Total!!Moved within same county!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved within same county!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different county within same state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from abroad,Estimate!!Total!!Moved from abroad!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from abroad!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from abroad!!At or above 150 percent of the poverty level
77379,71658.0,3426.0,2630.0,65602.0,62563.0,2275.0,2016.0,58272.0,5482.0,981.0,431.0,4070.0,1964.0,87.0,0.0,1877.0,1399.0,83.0,117.0,1199.0,250.0,0.0,66.0,184.0
77388,41057.0,1994.0,1815.0,37248.0,36974.0,1892.0,1488.0,33594.0,2078.0,45.0,134.0,1899.0,1349.0,7.0,193.0,1149.0,519.0,27.0,0.0,492.0,137.0,23.0,0.0,114.0
77389,25654.0,1336.0,1108.0,23210.0,22265.0,1053.0,1103.0,20109.0,1317.0,118.0,5.0,1194.0,848.0,64.0,0.0,784.0,585.0,11.0,0.0,574.0,639.0,90.0,0.0,549.0
77396,44174.0,5919.0,5073.0,33182.0,36975.0,4443.0,4171.0,28361.0,5065.0,701.0,748.0,3616.0,812.0,193.0,70.0,549.0,730.0,126.0,84.0,520.0,592.0,456.0,0.0,136.0
77401,17763.0,528.0,336.0,16899.0,15669.0,337.0,308.0,15024.0,1589.0,166.0,28.0,1395.0,150.0,0.0,0.0,150.0,296.0,6.0,0.0,290.0,59.0,19.0,0.0,40.0
77429,75029.0,3381.0,3105.0,68543.0,66691.0,2461.0,2867.0,61363.0,5880.0,904.0,210.0,4766.0,433.0,4.0,0.0,429.0,1744.0,12.0,28.0,1704.0,281.0,0.0,0.0,281.0
77433,59199.0,3547.0,4786.0,50866.0,50111.0,2945.0,4116.0,43050.0,6110.0,302.0,300.0,5508.0,1373.0,188.0,226.0,959.0,1013.0,69.0,17.0,927.0,592.0,43.0,127.0,422.0
77447,12878.0,1827.0,902.0,10149.0,11893.0,1665.0,885.0,9343.0,439.0,159.0,0.0,280.0,437.0,3.0,17.0,417.0,79.0,0.0,0.0,79.0,30.0,0.0,0.0,30.0
77449,97972.0,12632.0,11060.0,74280.0,84085.0,10597.0,9751.0,63737.0,8028.0,1181.0,665.0,6182.0,1915.0,75.0,137.0,1703.0,3411.0,624.0,496.0,2291.0,533.0,155.0,11.0,367.0
77450,72580.0,4000.0,2799.0,65781.0,62078.0,2880.0,2461.0,56737.0,4400.0,221.0,123.0,4056.0,3168.0,628.0,153.0,2387.0,1732.0,253.0,62.0,1417.0,1202.0,18.0,0.0,1184.0
77484,11171.0,1271.0,1301.0,8599.0,10463.0,1123.0,1286.0,8054.0,186.0,60.0,0.0,126.0,365.0,65.0,0.0,300.0,119.0,0.0,15.0,104.0,38.0,23.0,0.0,15.0
77493,24010.0,2521.0,1084.0,20405.0,20925.0,1876.0,1005.0,18044.0,2042.0,563.0,0.0,1479.0,760.0,82.0,63.0,615.0,237.0,0.0,16.0,221.0,46.0,0.0,0.0,46.0
77502,36604.0,7874.0,4743.0,23987.0,30554.0,6204.0,3905.0,20445.0,5222.0,1561.0,758.0,2903.0,513.0,57.0,0.0,456.0,285.0,52.0,50.0,183.0,30.0,0.0,30.0,0.0
77503,24790.0,4548.0,3568.0,16674.0,19981.0,2907.0,3040.0,14034.0,4172.0,1476.0,403.0,2293.0,342.0,67.0,33.0,242.0,200.0,66.0,46.0,88.0,95.0,32.0,46.0,17.0
77504,23601.0,5818.0,3466.0,14317.0,17329.0,3640.0,2243.0,11446.0,5110.0,2013.0,938.0,2159.0,646.0,81.0,220.0,345.0,340.0,67.0,65.0,208.0,176.0,17.0,0.0,159.0
77505,23089.0,1901.0,1347.0,19841.0,20060.0,1174.0,1144.0,17742.0,2434.0,658.0,200.0,1576.0,416.0,52.0,0.0,364.0,127.0,17.0,0.0,110.0,52.0,0.0,3.0,49.0
77506,35518.0,11987.0,6632.0,16899.0,27396.0,7907.0,5382.0,14107.0,6417.0,3117.0,1194.0,2106.0,1016.0,539.0,0.0,477.0,560.0,324.0,56.0,180.0,129.0,100.0,0.0,29.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
