Zipcode,Total enrolled in school,"Enrolled in nursery school, preschool",Enrolled in kindergarten,Enrolled in grade 1 to grade 4,Enrolled in grade 5 to grade 8,Enrolled in grade 9 to grade 12,"Enrolled in college, undergraduate years",Graduate or professional school,Not enrolled in school
77346,18679.0,1312.0,1248.0,4436.0,4708.0,3853.0,2525.0,597.0,41425.0
77373,16808.0,763.0,1306.0,3357.0,3534.0,4083.0,3155.0,610.0,39350.0
77035,9741.0,867.0,393.0,2755.0,2340.0,1612.0,1291.0,483.0,26811.0
77041,9998.0,449.0,532.0,2113.0,1983.0,2418.0,2035.0,468.0,24480.0
77050,1311.0,38.0,109.0,313.0,309.0,346.0,196.0,0.0,3615.0
77063,7964.0,636.0,663.0,1693.0,995.0,1081.0,2138.0,758.0,28439.0
77071,8029.0,519.0,352.0,1727.0,1914.0,1401.0,1677.0,439.0,18824.0
77074,11100.0,639.0,896.0,2821.0,2185.0,1808.0,2348.0,403.0,26616.0
77088,15203.0,635.0,893.0,4001.0,3744.0,3308.0,2424.0,198.0,38625.0
77090,11959.0,582.0,649.0,2977.0,2251.0,2103.0,2802.0,595.0,23972.0
77098,2396.0,193.0,46.0,355.0,245.0,93.0,577.0,887.0,10806.0
77083,24077.0,1211.0,1346.0,4851.0,4916.0,5048.0,5777.0,928.0,51467.0
77401,5174.0,575.0,449.0,1087.0,1252.0,989.0,542.0,280.0,13181.0
77433,25032.0,1786.0,1496.0,6109.0,5793.0,5659.0,3349.0,840.0,46278.0
77504,6416.0,415.0,438.0,1877.0,1462.0,1063.0,996.0,165.0,15683.0
77338,11992.0,1064.0,667.0,2550.0,2520.0,1853.0,2888.0,450.0,26058.0
77339,11256.0,590.0,688.0,1865.0,2474.0,2570.0,2789.0,280.0,28934.0
77429,26128.0,1709.0,1609.0,6225.0,6026.0,5542.0,3827.0,1190.0,56295.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77562,2514.0,139.0,78.0,563.0,506.0,649.0,504.0,75.0,7693.0
77004,15450.0,546.0,139.0,1268.0,684.0,692.0,10616.0,1505.0,21166.0
77008,5039.0,695.0,190.0,1208.0,820.0,582.0,903.0,641.0,27565.0
77006,3984.0,210.0,131.0,365.0,287.0,274.0,1474.0,1243.0,17503.0
77009,9269.0,777.0,563.0,1510.0,2443.0,1932.0,1480.0,564.0,26908.0
77014,11884.0,720.0,415.0,2690.0,2148.0,2303.0,3216.0,392.0,22168.0
77031,4738.0,190.0,406.0,844.0,1145.0,915.0,1066.0,172.0,12384.0
77034,11949.0,624.0,448.0,2867.0,2689.0,2805.0,2201.0,315.0,25832.0
77055,11308.0,898.0,864.0,2901.0,2335.0,2439.0,1665.0,206.0,30924.0
77072,18107.0,859.0,933.0,3813.0,3936.0,4342.0,3983.0,241.0,41047.0
77011,5672.0,446.0,374.0,1259.0,1353.0,1111.0,1036.0,93.0,12259.0
77012,4867.0,535.0,306.0,1187.0,1297.0,831.0,657.0,54.0,14181.0
77013,5285.0,188.0,383.0,1370.0,1127.0,1383.0,742.0,92.0,14436.0
77449,38669.0,2262.0,1738.0,9656.0,8129.0,7859.0,7721.0,1304.0,75667.0
77450,22782.0,1466.0,1242.0,3751.0,5623.0,5162.0,4393.0,1145.0,49364.0
77505,6785.0,551.0,346.0,1419.0,1155.0,1601.0,1506.0,207.0,16413.0
77536,9014.0,546.0,660.0,1707.0,1804.0,2154.0,1977.0,166.0,22263.0
77587,5154.0,141.0,259.0,1458.0,1330.0,1104.0,801.0,61.0,10680.0
77086,9435.0,414.0,639.0,2052.0,2372.0,2222.0,1618.0,118.0,18696.0
77493,8447.0,614.0,422.0,1859.0,1523.0,2369.0,1389.0,271.0,19957.0
77015,16962.0,689.0,803.0,4144.0,4241.0,4223.0,2610.0,252.0,36975.0
77022,6500.0,158.0,455.0,1596.0,1728.0,1456.0,1036.0,71.0,19400.0
77026,5174.0,392.0,298.0,1237.0,1031.0,1138.0,924.0,154.0,16891.0
77027,2945.0,123.0,68.0,235.0,380.0,446.0,1028.0,665.0,12442.0
77047,9883.0,665.0,666.0,2193.0,1919.0,1783.0,2016.0,641.0,18263.0
77005,9595.0,680.0,576.0,1347.0,1446.0,1385.0,3463.0,698.0,17345.0
77007,5611.0,576.0,254.0,553.0,459.0,688.0,1443.0,1638.0,28832.0
77017,8913.0,580.0,460.0,1781.0,2051.0,2143.0,1770.0,128.0,22220.0
77019,3628.0,237.0,156.0,494.0,743.0,848.0,738.0,412.0,17498.0
77396,17269.0,1169.0,1416.0,3713.0,3957.0,3066.0,3023.0,925.0,34348.0
77447,4173.0,366.0,176.0,768.0,1203.0,970.0,690.0,0.0,10303.0
77025,7204.0,812.0,359.0,1022.0,1154.0,1073.0,1398.0,1386.0,20425.0
77038,9830.0,568.0,625.0,2457.0,2416.0,2255.0,1428.0,81.0,19088.0
77039,8571.0,325.0,596.0,2272.0,1986.0,2204.0,1156.0,32.0,18142.0
77040,12812.0,442.0,727.0,3119.0,2194.0,2792.0,2964.0,574.0,33496.0
77057,6900.0,562.0,465.0,1497.0,1142.0,1009.0,1577.0,648.0,31085.0
77060,13217.0,692.0,1049.0,4173.0,2838.0,2543.0,1742.0,180.0,27765.0
77067,10651.0,517.0,538.0,2454.0,2238.0,2581.0,2055.0,268.0,21190.0
77068,2585.0,51.0,104.0,385.0,642.0,537.0,726.0,140.0,8026.0
77077,13158.0,1097.0,808.0,2653.0,1872.0,2784.0,2908.0,1036.0,42000.0
77081,14865.0,999.0,1028.0,4289.0,3062.0,2551.0,1985.0,951.0,31269.0
77028,3932.0,202.0,237.0,1018.0,983.0,858.0,541.0,93.0,11153.0
77058,4159.0,212.0,216.0,678.0,475.0,611.0,1414.0,553.0,11998.0
77023,7641.0,543.0,382.0,1733.0,1671.0,1461.0,1611.0,240.0,19511.0
77093,13261.0,857.0,923.0,3445.0,2965.0,3169.0,1719.0,183.0,29096.0
77032,5198.0,349.0,316.0,1437.0,1168.0,1461.0,440.0,27.0,8570.0
77056,3528.0,182.0,174.0,604.0,591.0,397.0,856.0,724.0,17396.0
77065,11160.0,553.0,452.0,2476.0,2646.0,2090.0,2191.0,752.0,26436.0
77069,3615.0,255.0,48.0,709.0,1110.0,792.0,612.0,89.0,13962.0
77070,13452.0,1037.0,689.0,2839.0,2719.0,2484.0,2719.0,965.0,35655.0
77345,9103.0,395.0,361.0,1872.0,2266.0,2204.0,1535.0,470.0,19135.0
77377,11259.0,749.0,507.0,2967.0,2078.0,2799.0,1747.0,412.0,23626.0
77042,10254.0,795.0,497.0,1559.0,1840.0,1801.0,2703.0,1059.0,29730.0
77388,12875.0,778.0,552.0,2440.0,2008.0,3013.0,3617.0,467.0,31073.0
77043,6463.0,429.0,392.0,1139.0,1211.0,1523.0,1514.0,255.0,18197.0
77089,15636.0,831.0,822.0,2435.0,3083.0,3666.0,3971.0,828.0,35017.0
77033,7762.0,475.0,575.0,1904.0,1798.0,1638.0,1205.0,167.0,20643.0
77064,13061.0,1047.0,642.0,3276.0,2608.0,2939.0,2185.0,364.0,35090.0
77099,14989.0,885.0,701.0,3319.0,3543.0,2872.0,3295.0,374.0,34209.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
