Zipcode,Median household income in the past 12 months,Total Number of House-hold in the past 12 months,"Total Number of House-hold with Less than $10,000","Total Number of House-hold with an Income of $10,000 to $14,999","Total Number of House-hold with an Income of $15,000 to $19,999","Total Number of House-hold with an Income of $20,000 to $24,999","Total Number of House-hold with an Income of $25,000 to $29,999","Total Number of House-hold with an Income of $30,000 to $34,999","Total Number of House-hold with an Income of $35,000 to $39,999","Total Number of House-hold with an Income of $40,000 to $44,999","Total Number of House-hold with an Income of $45,000 to $49,999","Total Number of House-hold with an Income of $50,000 to $59,999","Total Number of House-hold with an Income of $60,000 to $74,999","Total Number of House-hold with an Income of $75,000 to $99,999","Total Number of House-hold with an Income of $100,000 to $124,999","Total Number of House-hold with an Income of $125,000 to $149,999","Total Number of House-hold with an Income of $150,000 to $199,999","Total Number of House-hold with an Income of $200,000 or more"
77012,33834.0,6289.0,668.0,532.0,608.0,626.0,412.0,438.0,472.0,364.0,349.0,470.0,315.0,551.0,332.0,96.0,50.0,6.0
77013,41091.0,5434.0,343.0,551.0,567.0,213.0,351.0,367.0,178.0,489.0,245.0,438.0,563.0,658.0,239.0,136.0,71.0,25.0
77014,43729.0,9550.0,758.0,525.0,779.0,707.0,703.0,542.0,500.0,353.0,380.0,1207.0,638.0,1146.0,556.0,379.0,279.0,98.0
77015,45572.0,16316.0,1176.0,754.0,1101.0,976.0,1447.0,889.0,770.0,906.0,1021.0,1487.0,1824.0,2055.0,952.0,471.0,330.0,157.0
77016,31725.0,9176.0,1264.0,946.0,758.0,682.0,575.0,838.0,529.0,418.0,510.0,776.0,764.0,650.0,272.0,126.0,38.0,30.0
77017,35924.0,9929.0,872.0,988.0,667.0,865.0,563.0,858.0,631.0,517.0,386.0,732.0,997.0,976.0,462.0,228.0,120.0,67.0
77018,56342.0,11082.0,840.0,629.0,540.0,414.0,547.0,626.0,531.0,368.0,390.0,903.0,1251.0,1258.0,824.0,568.0,587.0,806.0
77019,90000.0,9908.0,571.0,332.0,484.0,188.0,269.0,226.0,241.0,395.0,289.0,619.0,670.0,1059.0,929.0,456.0,875.0,2305.0
77020,27700.0,7948.0,1506.0,959.0,510.0,771.0,412.0,439.0,496.0,276.0,373.0,519.0,603.0,592.0,252.0,84.0,32.0,124.0
77021,31114.0,9667.0,1520.0,897.0,891.0,764.0,590.0,578.0,443.0,440.0,458.0,714.0,616.0,712.0,318.0,209.0,160.0,357.0
77022,26305.0,9018.0,1094.0,1135.0,1012.0,1113.0,581.0,652.0,453.0,355.0,291.0,407.0,829.0,568.0,264.0,184.0,51.0,29.0
77023,35673.0,9456.0,841.0,687.0,1035.0,719.0,691.0,681.0,556.0,479.0,537.0,573.0,1047.0,779.0,408.0,157.0,203.0,63.0
77024,106052.0,14369.0,335.0,426.0,370.0,268.0,426.0,499.0,348.0,484.0,405.0,778.0,959.0,1566.0,1214.0,790.0,1036.0,4465.0
77025,62895.0,11351.0,816.0,413.0,567.0,690.0,359.0,611.0,381.0,411.0,558.0,632.0,898.0,1211.0,718.0,547.0,827.0,1712.0
77026,21434.0,8399.0,1622.0,1306.0,1030.0,672.0,637.0,568.0,470.0,369.0,152.0,479.0,337.0,474.0,139.0,35.0,64.0,45.0
77027,81076.0,8625.0,288.0,268.0,180.0,258.0,157.0,392.0,295.0,367.0,237.0,643.0,972.0,1085.0,864.0,438.0,550.0,1631.0
77028,30807.0,5766.0,709.0,690.0,560.0,459.0,404.0,431.0,312.0,439.0,337.0,528.0,320.0,300.0,143.0,92.0,30.0,12.0
77029,31037.0,5658.0,856.0,520.0,399.0,417.0,496.0,504.0,408.0,321.0,197.0,703.0,355.0,335.0,49.0,35.0,55.0,8.0
77030,75968.0,5434.0,450.0,143.0,175.0,172.0,146.0,197.0,158.0,220.0,223.0,389.0,432.0,445.0,574.0,325.0,457.0,928.0
77031,42966.0,5501.0,186.0,395.0,361.0,513.0,312.0,163.0,639.0,367.0,177.0,481.0,475.0,717.0,316.0,224.0,123.0,52.0
77032,22447.0,4034.0,967.0,373.0,445.0,404.0,226.0,369.0,173.0,149.0,145.0,240.0,153.0,215.0,75.0,37.0,53.0,10.0
77033,30561.0,9038.0,1212.0,947.0,1010.0,620.0,649.0,716.0,545.0,432.0,302.0,683.0,790.0,560.0,393.0,53.0,62.0,64.0
77034,42997.0,11152.0,842.0,604.0,644.0,657.0,876.0,803.0,711.0,709.0,652.0,1042.0,1581.0,846.0,650.0,321.0,207.0,7.0
77035,39059.0,13283.0,1399.0,1081.0,900.0,1017.0,881.0,762.0,711.0,625.0,364.0,1308.0,1036.0,1204.0,654.0,477.0,532.0,332.0
77036,28450.0,23004.0,2984.0,2334.0,2161.0,2646.0,2092.0,1623.0,1637.0,1374.0,834.0,1448.0,1156.0,1016.0,797.0,268.0,424.0,210.0
77037,38013.0,5038.0,359.0,303.0,455.0,303.0,450.0,478.0,357.0,406.0,147.0,408.0,467.0,492.0,259.0,83.0,63.0,8.0
77038,40581.0,7106.0,379.0,645.0,601.0,403.0,563.0,466.0,437.0,569.0,418.0,590.0,791.0,831.0,165.0,152.0,96.0,0.0
77039,40889.0,7002.0,544.0,538.0,384.0,435.0,574.0,605.0,310.0,577.0,394.0,701.0,870.0,644.0,203.0,121.0,74.0,28.0
77040,53666.0,15148.0,533.0,562.0,425.0,828.0,1070.0,961.0,974.0,773.0,801.0,1595.0,1708.0,1685.0,1110.0,694.0,805.0,624.0
77041,69246.0,11258.0,360.0,413.0,453.0,537.0,465.0,457.0,296.0,687.0,267.0,879.0,1304.0,1661.0,832.0,614.0,871.0,1162.0
77042,48438.0,16512.0,1141.0,828.0,1034.0,844.0,1115.0,1003.0,823.0,900.0,906.0,1199.0,1830.0,1612.0,836.0,653.0,785.0,1003.0
77043,53615.0,7986.0,346.0,509.0,363.0,490.0,569.0,484.0,441.0,378.0,265.0,647.0,931.0,776.0,566.0,463.0,431.0,327.0
77044,63892.0,8821.0,369.0,199.0,513.0,415.0,409.0,255.0,530.0,404.0,289.0,668.0,949.0,1105.0,919.0,735.0,623.0,439.0
77045,40512.0,9107.0,741.0,496.0,511.0,863.0,870.0,579.0,402.0,709.0,456.0,774.0,1019.0,901.0,392.0,189.0,181.0,24.0
77046,79185.0,695.0,12.0,17.0,45.0,0.0,0.0,9.0,13.0,16.0,0.0,29.0,149.0,106.0,35.0,18.0,166.0,80.0
77047,47306.0,7596.0,285.0,410.0,401.0,389.0,391.0,352.0,733.0,647.0,378.0,726.0,860.0,984.0,661.0,181.0,114.0,84.0
77048,32500.0,5172.0,770.0,390.0,390.0,581.0,388.0,169.0,336.0,264.0,140.0,432.0,466.0,487.0,181.0,126.0,33.0,19.0
77049,53695.0,8075.0,221.0,288.0,346.0,429.0,553.0,284.0,561.0,572.0,403.0,991.0,969.0,1346.0,512.0,308.0,167.0,125.0
77050,47083.0,1318.0,26.0,60.0,78.0,131.0,14.0,135.0,88.0,72.0,78.0,189.0,234.0,132.0,24.0,41.0,0.0,16.0
77051,23147.0,5526.0,1026.0,929.0,510.0,447.0,401.0,385.0,455.0,197.0,151.0,260.0,246.0,302.0,147.0,0.0,20.0,50.0
77054,39561.0,11439.0,2062.0,448.0,500.0,673.0,685.0,678.0,752.0,670.0,461.0,1111.0,1197.0,1242.0,403.0,235.0,78.0,244.0
77055,45090.0,14111.0,963.0,905.0,1101.0,1479.0,700.0,597.0,825.0,472.0,653.0,1017.0,1187.0,1117.0,794.0,518.0,558.0,1225.0
77056,89197.0,9321.0,278.0,277.0,92.0,388.0,194.0,453.0,124.0,313.0,256.0,627.0,1074.0,934.0,1109.0,541.0,688.0,1973.0
77057,56080.0,19759.0,1419.0,936.0,1257.0,978.0,1109.0,912.0,769.0,914.0,716.0,1398.0,1906.0,2349.0,1287.0,974.0,904.0,1931.0
77058,52114.0,8551.0,589.0,405.0,370.0,511.0,500.0,431.0,307.0,377.0,553.0,872.0,1136.0,908.0,559.0,337.0,398.0,298.0
77059,131456.0,6105.0,44.0,26.0,0.0,104.0,209.0,61.0,91.0,23.0,84.0,137.0,258.0,718.0,1059.0,900.0,940.0,1451.0
77060,27911.0,13429.0,1797.0,1259.0,1455.0,1561.0,1046.0,1079.0,999.0,688.0,559.0,810.0,830.0,868.0,265.0,81.0,85.0,47.0
77061,33904.0,8408.0,796.0,829.0,718.0,965.0,500.0,485.0,656.0,379.0,306.0,663.0,482.0,724.0,627.0,135.0,86.0,57.0
77062,87288.0,9444.0,236.0,163.0,201.0,318.0,251.0,306.0,301.0,257.0,319.0,597.0,936.0,1619.0,1255.0,859.0,1019.0,807.0
77063,46074.0,17108.0,1183.0,798.0,1283.0,1242.0,789.0,939.0,963.0,1122.0,742.0,1268.0,1611.0,1998.0,1013.0,561.0,776.0,820.0
77064,64453.0,14692.0,478.0,265.0,511.0,451.0,754.0,735.0,642.0,732.0,757.0,1392.0,2171.0,2123.0,1440.0,997.0,870.0,374.0
77065,58284.0,13539.0,719.0,434.0,709.0,560.0,834.0,685.0,642.0,629.0,651.0,1039.0,1462.0,2075.0,1279.0,791.0,575.0,455.0
77066,61204.0,9432.0,304.0,339.0,364.0,483.0,573.0,340.0,578.0,511.0,519.0,600.0,1093.0,1609.0,936.0,542.0,494.0,147.0
77067,38093.0,8688.0,612.0,718.0,632.0,493.0,756.0,786.0,582.0,597.0,348.0,798.0,823.0,776.0,423.0,100.0,185.0,59.0
77068,72069.0,3506.0,82.0,125.0,143.0,125.0,260.0,71.0,158.0,129.0,116.0,237.0,381.0,407.0,364.0,238.0,315.0,355.0
77069,67895.0,7073.0,295.0,234.0,182.0,217.0,404.0,544.0,224.0,310.0,294.0,548.0,508.0,635.0,615.0,446.0,644.0,973.0
77070,69122.0,16598.0,549.0,479.0,803.0,518.0,698.0,1130.0,444.0,563.0,704.0,1121.0,2051.0,2404.0,1682.0,1112.0,1330.0,1010.0
77071,44867.0,9245.0,563.0,600.0,596.0,603.0,856.0,554.0,530.0,331.0,366.0,657.0,859.0,793.0,812.0,551.0,294.0,280.0
77072,36457.0,17091.0,1655.0,1222.0,1292.0,1349.0,1254.0,1337.0,1546.0,1019.0,879.0,1214.0,1602.0,1370.0,641.0,400.0,171.0,140.0
77073,50017.0,10717.0,520.0,480.0,664.0,424.0,658.0,640.0,667.0,703.0,599.0,1109.0,1254.0,1624.0,809.0,320.0,114.0,132.0
77074,34512.0,11913.0,942.0,1336.0,919.0,983.0,936.0,964.0,1031.0,592.0,619.0,904.0,831.0,811.0,594.0,140.0,148.0,163.0
77075,48901.0,11227.0,710.0,376.0,638.0,530.0,806.0,751.0,517.0,962.0,458.0,1068.0,1274.0,1847.0,755.0,181.0,298.0,56.0
77076,32243.0,8768.0,869.0,739.0,927.0,575.0,872.0,702.0,538.0,545.0,393.0,836.0,764.0,568.0,215.0,137.0,35.0,53.0
77077,60398.0,23527.0,1484.0,727.0,940.0,1266.0,1089.0,1242.0,1096.0,1088.0,1026.0,1753.0,2022.0,2771.0,1730.0,1550.0,1659.0,2084.0
77078,33995.0,4499.0,706.0,358.0,305.0,264.0,246.0,432.0,385.0,261.0,217.0,356.0,490.0,358.0,59.0,14.0,48.0,0.0
77079,92460.0,11870.0,416.0,176.0,386.0,306.0,235.0,389.0,469.0,487.0,358.0,645.0,1050.0,1379.0,1264.0,880.0,1293.0,2137.0
77080,36453.0,15063.0,1247.0,1014.0,1307.0,1206.0,1385.0,1043.0,770.0,871.0,687.0,1038.0,1286.0,1323.0,791.0,339.0,508.0,248.0
77081,28949.0,15786.0,1657.0,1674.0,1726.0,1718.0,1361.0,1445.0,931.0,608.0,601.0,856.0,1138.0,1069.0,443.0,244.0,205.0,110.0
77082,49163.0,19005.0,1367.0,745.0,1077.0,1002.0,1015.0,1173.0,1130.0,1057.0,1119.0,1605.0,1956.0,2264.0,1165.0,812.0,684.0,834.0
77083,57517.0,19734.0,945.0,567.0,664.0,713.0,1371.0,1266.0,1150.0,939.0,1083.0,1751.0,2365.0,2680.0,1705.0,1197.0,792.0,546.0
77084,62025.0,30109.0,990.0,866.0,1171.0,1116.0,1690.0,1500.0,1620.0,1482.0,1495.0,2560.0,3582.0,4763.0,2701.0,1754.0,1787.0,1032.0
77085,51278.0,4585.0,187.0,173.0,252.0,351.0,269.0,130.0,358.0,280.0,270.0,517.0,667.0,637.0,167.0,184.0,101.0,42.0
77086,43892.0,7684.0,657.0,502.0,385.0,398.0,585.0,388.0,444.0,635.0,481.0,727.0,737.0,768.0,477.0,312.0,157.0,31.0
77087,39613.0,10866.0,860.0,582.0,824.0,1061.0,673.0,685.0,818.0,846.0,552.0,1014.0,1142.0,1053.0,297.0,279.0,109.0,71.0
77088,41104.0,15757.0,1571.0,1112.0,1001.0,1042.0,1138.0,978.0,802.0,851.0,557.0,1671.0,1670.0,1565.0,947.0,395.0,351.0,106.0
77089,62640.0,15630.0,676.0,539.0,454.0,792.0,611.0,1039.0,652.0,730.0,539.0,1394.0,1873.0,2618.0,1445.0,1036.0,913.0,319.0
77090,40151.0,12678.0,1160.0,455.0,1190.0,996.0,1025.0,793.0,692.0,851.0,632.0,978.0,1274.0,1393.0,416.0,274.0,373.0,176.0
77091,28510.0,8472.0,1501.0,961.0,779.0,575.0,513.0,487.0,434.0,321.0,432.0,422.0,612.0,689.0,294.0,262.0,68.0,122.0
77092,35647.0,12495.0,932.0,969.0,1278.0,797.0,978.0,1155.0,926.0,695.0,358.0,1023.0,1021.0,1005.0,593.0,376.0,201.0,188.0
77093,32222.0,11436.0,1462.0,1059.0,895.0,868.0,1091.0,809.0,725.0,704.0,652.0,1032.0,845.0,822.0,278.0,37.0,98.0,59.0
77094,155256.0,2838.0,83.0,10.0,33.0,8.0,24.0,0.0,120.0,64.0,15.0,136.0,98.0,276.0,264.0,228.0,491.0,988.0
77095,92815.0,22151.0,715.0,376.0,425.0,582.0,613.0,706.0,731.0,735.0,637.0,1516.0,2036.0,2797.0,3152.0,2130.0,2805.0,2195.0
77096,66460.0,13239.0,960.0,720.0,632.0,481.0,629.0,466.0,517.0,626.0,466.0,839.0,864.0,1765.0,992.0,985.0,843.0,1454.0
77098,76556.0,7218.0,312.0,321.0,381.0,143.0,386.0,241.0,232.0,273.0,157.0,528.0,579.0,1158.0,741.0,617.0,469.0,680.0
77099,36306.0,14826.0,1561.0,1077.0,1024.0,1317.0,1146.0,972.0,974.0,898.0,807.0,1295.0,1293.0,1357.0,475.0,351.0,214.0,65.0
77201,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,65212.0,4190.0,233.0,110.0,162.0,251.0,128.0,274.0,139.0,169.0,89.0,383.0,399.0,519.0,468.0,404.0,284.0,178.0
77338,47968.0,10769.0,670.0,593.0,422.0,748.0,732.0,647.0,719.0,568.0,418.0,994.0,1400.0,1356.0,800.0,303.0,316.0,83.0
77339,75176.0,14780.0,430.0,479.0,492.0,476.0,422.0,793.0,621.0,656.0,469.0,1043.0,1494.0,2316.0,1604.0,1116.0,1189.0,1180.0
77345,123616.0,9148.0,56.0,64.0,114.0,196.0,84.0,311.0,145.0,203.0,112.0,549.0,604.0,1101.0,1102.0,1007.0,1443.0,2057.0
77346,86581.0,16808.0,402.0,204.0,167.0,360.0,253.0,526.0,501.0,501.0,600.0,1186.0,2094.0,3257.0,2217.0,1779.0,1646.0,1115.0
77373,67742.0,17660.0,724.0,281.0,380.0,597.0,561.0,597.0,632.0,727.0,1017.0,1673.0,2984.0,3666.0,1853.0,839.0,757.0,372.0
77375,59324.0,12728.0,597.0,442.0,576.0,580.0,373.0,484.0,570.0,700.0,696.0,1409.0,955.0,2055.0,1369.0,783.0,699.0,440.0
77377,94083.0,8782.0,250.0,52.0,241.0,187.0,218.0,365.0,276.0,366.0,153.0,702.0,560.0,1344.0,1211.0,927.0,887.0,1043.0
77379,101715.0,22735.0,458.0,280.0,438.0,463.0,420.0,580.0,520.0,600.0,579.0,1418.0,1785.0,3633.0,2454.0,2078.0,3280.0,3749.0
77388,84421.0,13326.0,176.0,210.0,183.0,277.0,572.0,217.0,378.0,589.0,374.0,1116.0,1539.0,2305.0,2052.0,1130.0,1474.0,734.0
77389,87675.0,6641.0,142.0,134.0,135.0,191.0,195.0,106.0,86.0,432.0,102.0,542.0,517.0,1210.0,935.0,433.0,845.0,636.0
77396,58739.0,12379.0,584.0,366.0,428.0,757.0,443.0,775.0,589.0,632.0,631.0,1222.0,1516.0,1646.0,956.0,640.0,561.0,633.0
77401,136000.0,6574.0,82.0,150.0,148.0,52.0,162.0,80.0,59.0,136.0,160.0,226.0,531.0,623.0,571.0,422.0,718.0,2454.0
77429,98100.0,22864.0,446.0,347.0,412.0,653.0,484.0,622.0,590.0,826.0,696.0,1200.0,2389.0,3191.0,3204.0,1908.0,2834.0,3062.0
77433,92150.0,13441.0,246.0,61.0,430.0,398.0,187.0,429.0,360.0,530.0,558.0,983.0,1277.0,1855.0,1980.0,1486.0,1468.0,1193.0
77447,62451.0,3687.0,156.0,114.0,145.0,121.0,123.0,229.0,110.0,60.0,270.0,390.0,703.0,488.0,375.0,150.0,120.0,133.0
77449,63836.0,25616.0,977.0,622.0,1005.0,712.0,969.0,1101.0,1183.0,1519.0,1346.0,2524.0,3349.0,4897.0,2720.0,1197.0,959.0,536.0
77450,99304.0,22581.0,545.0,339.0,458.0,622.0,496.0,586.0,677.0,652.0,488.0,1352.0,2130.0,3034.0,3092.0,2202.0,2620.0,3288.0
77484,60544.0,3552.0,105.0,132.0,142.0,119.0,162.0,163.0,103.0,105.0,230.0,488.0,436.0,489.0,338.0,254.0,132.0,154.0
77493,77044.0,6712.0,126.0,68.0,324.0,216.0,240.0,261.0,110.0,221.0,170.0,532.0,976.0,1698.0,614.0,536.0,325.0,295.0
77502,41763.0,10900.0,971.0,616.0,745.0,787.0,554.0,946.0,666.0,550.0,557.0,1039.0,1170.0,1188.0,631.0,213.0,175.0,92.0
77503,43909.0,7711.0,505.0,455.0,448.0,698.0,489.0,664.0,269.0,448.0,403.0,635.0,1003.0,948.0,404.0,191.0,128.0,23.0
77504,41691.0,8421.0,543.0,548.0,649.0,483.0,647.0,676.0,471.0,475.0,335.0,950.0,675.0,876.0,321.0,369.0,301.0,102.0
77505,73011.0,8010.0,391.0,159.0,429.0,112.0,348.0,443.0,292.0,308.0,227.0,532.0,877.0,1314.0,992.0,585.0,646.0,355.0
77506,33394.0,10546.0,1251.0,865.0,969.0,950.0,731.0,710.0,737.0,523.0,525.0,984.0,856.0,791.0,350.0,110.0,113.0,81.0
77507,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77520,42906.0,11955.0,990.0,882.0,810.0,710.0,832.0,593.0,720.0,747.0,745.0,1294.0,1228.0,1017.0,559.0,341.0,372.0,115.0
77521,55881.0,16230.0,1090.0,700.0,728.0,927.0,1036.0,792.0,505.0,822.0,571.0,1359.0,1729.0,2271.0,1559.0,914.0,747.0,480.0
77530,47579.0,8937.0,600.0,501.0,307.0,759.0,568.0,742.0,404.0,461.0,295.0,924.0,982.0,988.0,744.0,267.0,311.0,84.0
77532,63005.0,8480.0,597.0,294.0,262.0,332.0,309.0,342.0,357.0,466.0,250.0,791.0,884.0,1247.0,1059.0,498.0,537.0,255.0
77536,77228.0,10348.0,331.0,181.0,372.0,197.0,332.0,479.0,433.0,391.0,366.0,907.0,939.0,1651.0,1487.0,844.0,994.0,444.0
77547,35912.0,2668.0,116.0,98.0,252.0,276.0,369.0,196.0,131.0,77.0,139.0,343.0,207.0,351.0,65.0,13.0,35.0,0.0
77562,52139.0,3574.0,160.0,175.0,183.0,54.0,101.0,308.0,205.0,245.0,196.0,513.0,342.0,420.0,198.0,215.0,177.0,82.0
77571,69004.0,12095.0,586.0,356.0,543.0,422.0,390.0,360.0,526.0,556.0,518.0,897.0,1469.0,1984.0,1813.0,755.0,676.0,244.0
77586,85746.0,8144.0,315.0,263.0,390.0,189.0,244.0,304.0,351.0,167.0,301.0,489.0,676.0,939.0,896.0,778.0,900.0,942.0
77587,37147.0,4779.0,378.0,358.0,396.0,408.0,265.0,484.0,237.0,334.0,173.0,242.0,596.0,464.0,243.0,104.0,43.0,54.0
77598,45773.0,9899.0,597.0,482.0,533.0,379.0,764.0,931.0,692.0,497.0,473.0,1064.0,991.0,1389.0,502.0,290.0,195.0,120.0
