Zipcode,Estimate!!Total,Estimate!!Total!!Below 100 percent of the poverty level,Estimate!!Total!!100 to 149 percent of the poverty level,Estimate!!Total!!At or above 150 percent of the poverty level,Estimate!!Total!!Same house 1 year ago,Estimate!!Total!!Same house 1 year ago!!Below 100 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!100 to 149 percent of the poverty level,Estimate!!Total!!Same house 1 year ago!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved within same county!!Below 100 percent of the poverty level,Estimate!!Total!!Moved within same county!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved within same county!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different county within same state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different county within same state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from different state!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from different state!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from different state!!At or above 150 percent of the poverty level,Estimate!!Total!!Moved from abroad,Estimate!!Total!!Moved from abroad!!Below 100 percent of the poverty level,Estimate!!Total!!Moved from abroad!!100 to 149 percent of the poverty level,Estimate!!Total!!Moved from abroad!!At or above 150 percent of the poverty level
77012,20552.0,4768.0,4196.0,11588.0,16795.0,3502.0,2981.0,10312.0,3519.0,1233.0,1133.0,1153.0,112.0,6.0,78.0,28.0,14.0,0.0,0.0,14.0,112.0,27.0,4.0,81.0
77013,18429.0,4268.0,2231.0,11930.0,14941.0,3305.0,1574.0,10062.0,2841.0,792.0,538.0,1511.0,154.0,43.0,87.0,24.0,216.0,37.0,0.0,179.0,277.0,91.0,32.0,154.0
77014,28621.0,6596.0,3551.0,18474.0,21470.0,3556.0,2573.0,15341.0,6002.0,2630.0,797.0,2575.0,143.0,28.0,0.0,115.0,737.0,314.0,181.0,242.0,269.0,68.0,0.0,201.0
77015,52677.0,10731.0,8404.0,33542.0,43033.0,7631.0,6657.0,28745.0,7847.0,2645.0,1375.0,3827.0,845.0,227.0,96.0,522.0,637.0,94.0,276.0,267.0,315.0,134.0,0.0,181.0
77016,26490.0,7328.0,4157.0,15005.0,23242.0,6000.0,3857.0,13385.0,2846.0,1087.0,260.0,1499.0,291.0,172.0,9.0,110.0,11.0,0.0,0.0,11.0,100.0,69.0,31.0,0.0
77017,33134.0,8013.0,6182.0,18939.0,28624.0,6747.0,5415.0,16462.0,3537.0,964.0,736.0,1837.0,477.0,169.0,10.0,298.0,356.0,116.0,21.0,219.0,140.0,17.0,0.0,123.0
77018,26580.0,4317.0,2483.0,19780.0,22109.0,3200.0,1843.0,17066.0,3462.0,742.0,493.0,2227.0,421.0,49.0,22.0,350.0,292.0,119.0,125.0,48.0,296.0,207.0,0.0,89.0
77019,19727.0,1996.0,1110.0,16621.0,14706.0,1535.0,748.0,12423.0,3510.0,202.0,195.0,3113.0,575.0,62.0,119.0,394.0,658.0,171.0,48.0,439.0,278.0,26.0,0.0,252.0
77020,26466.0,8674.0,5093.0,12699.0,23517.0,7212.0,4495.0,11810.0,2608.0,1260.0,558.0,790.0,173.0,127.0,4.0,42.0,62.0,26.0,36.0,0.0,106.0,49.0,0.0,57.0
77021,24359.0,7162.0,3055.0,14142.0,20398.0,5465.0,2572.0,12361.0,3351.0,1483.0,414.0,1454.0,199.0,66.0,25.0,108.0,292.0,122.0,23.0,147.0,119.0,26.0,21.0,72.0
77022,27987.0,8892.0,5607.0,13488.0,23975.0,7162.0,4987.0,11826.0,3595.0,1543.0,545.0,1507.0,113.0,11.0,7.0,95.0,79.0,52.0,27.0,0.0,225.0,124.0,41.0,60.0
77023,30167.0,7740.0,5321.0,17106.0,24433.0,5302.0,4324.0,14807.0,4641.0,2024.0,801.0,1816.0,354.0,161.0,23.0,170.0,448.0,127.0,74.0,247.0,291.0,126.0,99.0,66.0
77024,34381.0,1165.0,1083.0,32133.0,29282.0,922.0,912.0,27448.0,4027.0,202.0,149.0,3676.0,415.0,22.0,21.0,372.0,355.0,0.0,1.0,354.0,302.0,19.0,0.0,283.0
77025,25030.0,3042.0,1789.0,20199.0,19635.0,2330.0,1224.0,16081.0,3165.0,396.0,346.0,2423.0,659.0,95.0,0.0,564.0,1176.0,112.0,139.0,925.0,395.0,109.0,80.0,206.0
77026,24006.0,10271.0,3873.0,9862.0,19049.0,6762.0,3329.0,8958.0,4321.0,2992.0,509.0,820.0,472.0,434.0,29.0,9.0,89.0,34.0,6.0,49.0,75.0,49.0,0.0,26.0
77027,14982.0,900.0,837.0,13245.0,10777.0,542.0,469.0,9766.0,3064.0,230.0,212.0,2622.0,429.0,90.0,57.0,282.0,499.0,38.0,0.0,461.0,213.0,0.0,99.0,114.0
77028,16930.0,4398.0,3254.0,9278.0,14981.0,3784.0,2621.0,8576.0,1818.0,577.0,582.0,659.0,46.0,3.0,0.0,43.0,8.0,8.0,0.0,0.0,77.0,26.0,51.0,0.0
77029,17444.0,4926.0,3414.0,9104.0,15287.0,3914.0,3043.0,8330.0,1780.0,936.0,219.0,625.0,164.0,0.0,34.0,130.0,91.0,5.0,86.0,0.0,122.0,71.0,32.0,19.0
77030,10973.0,1345.0,293.0,9335.0,8610.0,631.0,246.0,7733.0,1189.0,265.0,21.0,903.0,372.0,215.0,0.0,157.0,462.0,108.0,16.0,338.0,340.0,126.0,10.0,204.0
77031,15753.0,3603.0,1669.0,10481.0,12980.0,2309.0,1344.0,9327.0,2317.0,1101.0,239.0,977.0,128.0,0.0,0.0,128.0,226.0,114.0,86.0,26.0,102.0,79.0,0.0,23.0
77032,12214.0,4914.0,2625.0,4675.0,9201.0,3536.0,1879.0,3786.0,2186.0,1062.0,554.0,570.0,549.0,218.0,88.0,243.0,221.0,70.0,104.0,47.0,57.0,28.0,0.0,29.0
77033,28321.0,8708.0,4863.0,14750.0,24723.0,7238.0,4342.0,13143.0,2914.0,1266.0,431.0,1217.0,281.0,72.0,90.0,119.0,268.0,81.0,0.0,187.0,135.0,51.0,0.0,84.0
77034,33298.0,7271.0,3814.0,22213.0,25374.0,4379.0,3100.0,17895.0,6419.0,2245.0,418.0,3756.0,829.0,362.0,252.0,215.0,530.0,239.0,17.0,274.0,146.0,46.0,27.0,73.0
77035,35693.0,8451.0,6016.0,21226.0,28099.0,5759.0,4448.0,17892.0,4911.0,1783.0,960.0,2168.0,1056.0,252.0,234.0,570.0,883.0,180.0,267.0,436.0,744.0,477.0,107.0,160.0
77036,62637.0,20907.0,11804.0,29926.0,48939.0,15367.0,9217.0,24355.0,10769.0,4329.0,2087.0,4353.0,747.0,260.0,34.0,453.0,1189.0,386.0,408.0,395.0,993.0,565.0,58.0,370.0
77037,19938.0,6188.0,2964.0,10786.0,17328.0,5022.0,2404.0,9902.0,2231.0,868.0,560.0,803.0,141.0,141.0,0.0,0.0,13.0,0.0,0.0,13.0,225.0,157.0,0.0,68.0
77038,26171.0,6874.0,4104.0,15193.0,21790.0,5063.0,3403.0,13324.0,3799.0,1655.0,627.0,1517.0,67.0,1.0,0.0,66.0,392.0,155.0,74.0,163.0,123.0,0.0,0.0,123.0
77039,25520.0,6398.0,4938.0,14184.0,22132.0,5110.0,4695.0,12327.0,2702.0,985.0,188.0,1529.0,372.0,142.0,14.0,216.0,178.0,64.0,41.0,73.0,136.0,97.0,0.0,39.0
77040,41376.0,5661.0,3652.0,32063.0,34102.0,4222.0,2633.0,27247.0,5720.0,1370.0,859.0,3491.0,498.0,55.0,0.0,443.0,880.0,14.0,160.0,706.0,176.0,0.0,0.0,176.0
77041,34603.0,4085.0,4041.0,26477.0,29298.0,2726.0,3321.0,23251.0,3874.0,1243.0,408.0,2223.0,336.0,31.0,46.0,259.0,903.0,69.0,248.0,586.0,192.0,16.0,18.0,158.0
77042,33169.0,4263.0,3404.0,25502.0,23649.0,2780.0,2027.0,18842.0,6804.0,1007.0,982.0,4815.0,1223.0,73.0,111.0,1039.0,1025.0,255.0,274.0,496.0,468.0,148.0,10.0,310.0
77043,21250.0,4218.0,1916.0,15116.0,18475.0,3556.0,1428.0,13491.0,2545.0,588.0,487.0,1470.0,81.0,12.0,1.0,68.0,63.0,14.0,0.0,49.0,86.0,48.0,0.0,38.0
77044,29380.0,4711.0,3404.0,21265.0,25364.0,3637.0,3241.0,18486.0,2578.0,824.0,140.0,1614.0,672.0,250.0,0.0,422.0,594.0,0.0,15.0,579.0,172.0,0.0,8.0,164.0
77045,30956.0,8247.0,4697.0,18012.0,28079.0,7188.0,4319.0,16572.0,2357.0,925.0,322.0,1110.0,348.0,104.0,56.0,188.0,154.0,22.0,0.0,132.0,18.0,8.0,0.0,10.0
77046,879.0,23.0,45.0,811.0,619.0,23.0,17.0,579.0,217.0,0.0,11.0,206.0,0.0,0.0,0.0,0.0,23.0,0.0,17.0,6.0,20.0,0.0,0.0,20.0
77047,20179.0,2526.0,2098.0,15555.0,17265.0,2248.0,1806.0,13211.0,1716.0,191.0,265.0,1260.0,882.0,75.0,15.0,792.0,277.0,12.0,12.0,253.0,39.0,0.0,0.0,39.0
77048,14475.0,4183.0,2360.0,7932.0,11050.0,2792.0,1861.0,6397.0,2794.0,1114.0,415.0,1265.0,272.0,112.0,14.0,146.0,327.0,150.0,70.0,107.0,32.0,15.0,0.0,17.0
77049,28071.0,4421.0,4050.0,19600.0,24479.0,3697.0,3381.0,17401.0,2938.0,496.0,630.0,1812.0,177.0,96.0,21.0,60.0,207.0,78.0,18.0,111.0,270.0,54.0,0.0,216.0
77050,4761.0,1267.0,509.0,2985.0,4133.0,1180.0,238.0,2715.0,490.0,61.0,188.0,241.0,11.0,0.0,0.0,11.0,119.0,26.0,83.0,10.0,8.0,0.0,0.0,8.0
77051,14735.0,4728.0,4090.0,5917.0,11614.0,3529.0,2930.0,5155.0,2785.0,1100.0,1151.0,534.0,151.0,41.0,0.0,110.0,166.0,58.0,9.0,99.0,19.0,0.0,0.0,19.0
77054,20788.0,4995.0,1110.0,14683.0,12828.0,2929.0,593.0,9306.0,4774.0,1262.0,341.0,3171.0,1409.0,364.0,136.0,909.0,951.0,65.0,4.0,882.0,826.0,375.0,36.0,415.0
77055,42674.0,11256.0,5912.0,25506.0,35695.0,8993.0,4791.0,21911.0,5661.0,2067.0,832.0,2762.0,418.0,42.0,78.0,298.0,513.0,4.0,191.0,318.0,387.0,150.0,20.0,217.0
77056,16626.0,669.0,1264.0,14693.0,12409.0,417.0,907.0,11085.0,2224.0,149.0,131.0,1944.0,664.0,1.0,55.0,608.0,728.0,78.0,141.0,509.0,601.0,24.0,30.0,547.0
77057,38692.0,7588.0,3291.0,27813.0,27733.0,5235.0,2267.0,20231.0,7158.0,1464.0,800.0,4894.0,1196.0,149.0,43.0,1004.0,1267.0,284.0,0.0,983.0,1338.0,456.0,181.0,701.0
77058,16338.0,2393.0,1269.0,12676.0,12112.0,1150.0,954.0,10008.0,2370.0,718.0,205.0,1447.0,1021.0,164.0,110.0,747.0,441.0,68.0,0.0,373.0,394.0,293.0,0.0,101.0
77059,19014.0,447.0,270.0,18297.0,17585.0,430.0,161.0,16994.0,956.0,17.0,52.0,887.0,262.0,0.0,57.0,205.0,141.0,0.0,0.0,141.0,70.0,0.0,0.0,70.0
77060,40972.0,14138.0,8481.0,18353.0,27553.0,7699.0,5130.0,14724.0,11699.0,5427.0,3055.0,3217.0,813.0,538.0,146.0,129.0,503.0,258.0,15.0,230.0,404.0,216.0,135.0,53.0
77061,23347.0,6088.0,3392.0,13867.0,17449.0,3884.0,2066.0,11499.0,4970.0,1730.0,1156.0,2084.0,326.0,39.0,83.0,204.0,398.0,251.0,67.0,80.0,204.0,184.0,20.0,0.0
77062,24298.0,853.0,1396.0,22049.0,21364.0,443.0,1255.0,19666.0,2108.0,390.0,92.0,1626.0,387.0,20.0,0.0,367.0,345.0,0.0,49.0,296.0,94.0,0.0,0.0,94.0
77063,33788.0,5893.0,3496.0,24399.0,22688.0,3260.0,2005.0,17423.0,7431.0,1459.0,753.0,5219.0,1505.0,247.0,491.0,767.0,1354.0,672.0,98.0,584.0,810.0,255.0,149.0,406.0
77064,42220.0,4239.0,4010.0,33971.0,36822.0,3371.0,3695.0,29756.0,4011.0,674.0,142.0,3195.0,581.0,34.0,0.0,547.0,547.0,129.0,39.0,379.0,259.0,31.0,134.0,94.0
77065,35058.0,3958.0,2688.0,28412.0,28853.0,3017.0,1980.0,23856.0,4194.0,679.0,285.0,3230.0,819.0,69.0,275.0,475.0,897.0,113.0,132.0,652.0,295.0,80.0,16.0,199.0
77066,30629.0,4108.0,3127.0,23394.0,26628.0,3433.0,2892.0,20303.0,2825.0,406.0,217.0,2202.0,199.0,7.0,0.0,192.0,690.0,252.0,0.0,438.0,287.0,10.0,18.0,259.0
77067,28416.0,7618.0,4341.0,16457.0,22171.0,4719.0,3201.0,14251.0,5267.0,2375.0,1025.0,1867.0,249.0,13.0,105.0,131.0,636.0,444.0,10.0,182.0,93.0,67.0,0.0,26.0
77068,9503.0,774.0,752.0,7977.0,7688.0,557.0,547.0,6584.0,663.0,121.0,59.0,483.0,158.0,15.0,0.0,143.0,893.0,0.0,146.0,747.0,101.0,81.0,0.0,20.0
77069,14961.0,1259.0,528.0,13174.0,11573.0,509.0,273.0,10791.0,2194.0,346.0,240.0,1608.0,198.0,26.0,0.0,172.0,842.0,342.0,15.0,485.0,154.0,36.0,0.0,118.0
77070,43028.0,3395.0,3486.0,36147.0,34500.0,2295.0,2712.0,29493.0,5806.0,852.0,373.0,4581.0,1030.0,32.0,153.0,845.0,1187.0,125.0,144.0,918.0,505.0,91.0,104.0,310.0
77071,25010.0,4069.0,3535.0,17406.0,20624.0,2563.0,2633.0,15428.0,3691.0,1336.0,836.0,1519.0,342.0,93.0,1.0,248.0,292.0,77.0,42.0,173.0,61.0,0.0,23.0,38.0
77072,54903.0,12287.0,9522.0,33094.0,47322.0,9396.0,8352.0,29574.0,5879.0,2327.0,1082.0,2470.0,688.0,245.0,36.0,407.0,533.0,162.0,25.0,346.0,481.0,157.0,27.0,297.0
77073,34404.0,6035.0,4438.0,23931.0,27367.0,3867.0,3357.0,20143.0,5085.0,1290.0,802.0,2993.0,1199.0,559.0,137.0,503.0,571.0,253.0,87.0,231.0,182.0,66.0,55.0,61.0
77074,35364.0,10008.0,6580.0,18776.0,29737.0,8189.0,5190.0,16358.0,4292.0,1432.0,1145.0,1715.0,375.0,67.0,27.0,281.0,395.0,126.0,80.0,189.0,565.0,194.0,138.0,233.0
77075,36596.0,6437.0,4774.0,25385.0,30099.0,4302.0,3887.0,21910.0,5167.0,1582.0,739.0,2846.0,555.0,258.0,36.0,261.0,388.0,36.0,18.0,334.0,387.0,259.0,94.0,34.0
77076,31607.0,9055.0,6918.0,15634.0,26533.0,7233.0,5496.0,13804.0,4367.0,1537.0,1087.0,1743.0,285.0,172.0,113.0,0.0,101.0,38.0,10.0,53.0,321.0,75.0,212.0,34.0
77077,51461.0,5269.0,3697.0,42495.0,37077.0,2279.0,2277.0,32521.0,9472.0,2016.0,1259.0,6197.0,1547.0,376.0,0.0,1171.0,1474.0,339.0,54.0,1081.0,1891.0,259.0,107.0,1525.0
77078,15194.0,4459.0,2384.0,8351.0,12255.0,3033.0,1981.0,7241.0,2425.0,1025.0,357.0,1043.0,353.0,296.0,31.0,26.0,146.0,105.0,0.0,41.0,15.0,0.0,15.0,0.0
77079,30164.0,1540.0,1691.0,26933.0,25755.0,1130.0,1260.0,23365.0,2721.0,225.0,351.0,2145.0,498.0,88.0,10.0,400.0,334.0,54.0,25.0,255.0,856.0,43.0,45.0,768.0
77080,45533.0,11829.0,8285.0,25419.0,33739.0,7668.0,5808.0,20263.0,9708.0,3548.0,1915.0,4245.0,376.0,68.0,0.0,308.0,643.0,332.0,85.0,226.0,1067.0,213.0,477.0,377.0
77081,42649.0,14133.0,8430.0,20086.0,31560.0,10705.0,6099.0,14756.0,8734.0,2696.0,1970.0,4068.0,373.0,114.0,0.0,259.0,1124.0,276.0,146.0,702.0,858.0,342.0,215.0,301.0
77082,45217.0,6681.0,4766.0,33770.0,34552.0,4891.0,2835.0,26826.0,7579.0,935.0,1553.0,5091.0,1221.0,212.0,114.0,895.0,988.0,513.0,19.0,456.0,877.0,130.0,245.0,502.0
77083,68859.0,8340.0,9073.0,51446.0,64280.0,7187.0,8055.0,49038.0,2269.0,672.0,696.0,901.0,1186.0,100.0,92.0,994.0,415.0,211.0,40.0,164.0,709.0,170.0,190.0,349.0
77084,92099.0,11200.0,10981.0,69918.0,75170.0,8213.0,8418.0,58539.0,12740.0,2488.0,1974.0,8278.0,1519.0,171.0,300.0,1048.0,2269.0,318.0,257.0,1694.0,401.0,10.0,32.0,359.0
77085,15856.0,2358.0,1989.0,11509.0,14512.0,2210.0,1989.0,10313.0,1109.0,132.0,0.0,977.0,138.0,2.0,0.0,136.0,0.0,0.0,0.0,0.0,97.0,14.0,0.0,83.0
77086,26006.0,6616.0,2485.0,16905.0,22260.0,4790.0,1957.0,15513.0,3301.0,1749.0,252.0,1300.0,281.0,2.0,276.0,3.0,131.0,56.0,0.0,75.0,33.0,19.0,0.0,14.0
77087,37285.0,8756.0,5952.0,22577.0,32728.0,6677.0,5250.0,20801.0,3937.0,1906.0,602.0,1429.0,214.0,45.0,0.0,169.0,351.0,100.0,87.0,164.0,55.0,28.0,13.0,14.0
77088,49552.0,11184.0,7646.0,30722.0,42960.0,8557.0,6525.0,27878.0,5794.0,2397.0,1096.0,2301.0,266.0,86.0,10.0,170.0,370.0,102.0,15.0,253.0,162.0,42.0,0.0,120.0
77089,49391.0,6398.0,4764.0,38229.0,41470.0,4572.0,3716.0,33182.0,5346.0,1066.0,677.0,3603.0,1066.0,306.0,134.0,626.0,889.0,167.0,55.0,667.0,620.0,287.0,182.0,151.0
77090,30595.0,6463.0,4329.0,19803.0,18127.0,2661.0,1976.0,13490.0,9827.0,3240.0,1907.0,4680.0,1479.0,228.0,327.0,924.0,959.0,240.0,89.0,630.0,203.0,94.0,30.0,79.0
77091,23149.0,7866.0,3018.0,12265.0,17606.0,5406.0,2203.0,9997.0,5071.0,2405.0,803.0,1863.0,240.0,29.0,0.0,211.0,56.0,14.0,12.0,30.0,176.0,12.0,0.0,164.0
77092,32940.0,7906.0,4748.0,20286.0,24863.0,4946.0,2999.0,16918.0,6420.0,2303.0,1137.0,2980.0,305.0,83.0,13.0,209.0,505.0,192.0,213.0,100.0,847.0,382.0,386.0,79.0
77093,41367.0,12916.0,7414.0,21037.0,36889.0,10664.0,6644.0,19581.0,3555.0,1811.0,592.0,1152.0,426.0,172.0,107.0,147.0,274.0,138.0,59.0,77.0,223.0,131.0,12.0,80.0
77094,8454.0,243.0,75.0,8136.0,7568.0,194.0,0.0,7374.0,525.0,0.0,27.0,498.0,144.0,16.0,0.0,128.0,123.0,0.0,48.0,75.0,94.0,33.0,0.0,61.0
77095,63327.0,3364.0,2742.0,57221.0,53160.0,1839.0,2485.0,48836.0,7119.0,1079.0,189.0,5851.0,1044.0,184.0,30.0,830.0,1530.0,262.0,38.0,1230.0,474.0,0.0,0.0,474.0
77096,31579.0,4557.0,1200.0,25822.0,25383.0,3274.0,851.0,21258.0,4126.0,1113.0,238.0,2775.0,804.0,66.0,41.0,697.0,1075.0,102.0,56.0,917.0,191.0,2.0,14.0,175.0
77098,11953.0,1148.0,760.0,10045.0,8439.0,631.0,582.0,7226.0,2063.0,322.0,47.0,1694.0,826.0,111.0,65.0,650.0,336.0,29.0,66.0,241.0,289.0,55.0,0.0,234.0
77099,45899.0,10328.0,8598.0,26973.0,38331.0,7702.0,6974.0,23655.0,5645.0,1854.0,1526.0,2265.0,1236.0,523.0,51.0,662.0,518.0,150.0,27.0,341.0,169.0,99.0,20.0,50.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77336,12247.0,1234.0,536.0,10477.0,10945.0,897.0,508.0,9540.0,680.0,74.0,15.0,591.0,539.0,263.0,13.0,263.0,83.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0
77338,30667.0,4206.0,4372.0,22089.0,23254.0,2456.0,3186.0,17612.0,5898.0,1480.0,933.0,3485.0,620.0,129.0,151.0,340.0,738.0,141.0,102.0,495.0,157.0,0.0,0.0,157.0
77339,37287.0,2449.0,1707.0,33131.0,30843.0,1574.0,978.0,28291.0,2368.0,167.0,362.0,1839.0,1907.0,418.0,214.0,1275.0,1618.0,94.0,140.0,1384.0,551.0,196.0,13.0,342.0
77345,26650.0,581.0,233.0,25836.0,24198.0,516.0,233.0,23449.0,1374.0,51.0,0.0,1323.0,446.0,0.0,0.0,446.0,505.0,0.0,0.0,505.0,127.0,14.0,0.0,113.0
77346,50488.0,2808.0,1341.0,46339.0,44995.0,2361.0,903.0,41731.0,3133.0,311.0,249.0,2573.0,803.0,0.0,41.0,762.0,1441.0,131.0,148.0,1162.0,116.0,5.0,0.0,111.0
77373,52804.0,4226.0,3137.0,45441.0,45495.0,3310.0,2216.0,39969.0,5502.0,584.0,808.0,4110.0,857.0,101.0,84.0,672.0,847.0,231.0,29.0,587.0,103.0,0.0,0.0,103.0
77375,37910.0,3753.0,3440.0,30717.0,31453.0,2398.0,2130.0,26925.0,4103.0,684.0,1010.0,2409.0,1396.0,357.0,159.0,880.0,855.0,294.0,141.0,420.0,103.0,20.0,0.0,83.0
77377,26230.0,1362.0,1441.0,23427.0,23408.0,1185.0,1175.0,21048.0,1631.0,177.0,150.0,1304.0,491.0,0.0,96.0,395.0,629.0,0.0,20.0,609.0,71.0,0.0,0.0,71.0
77379,67978.0,3192.0,3019.0,61767.0,58270.0,1641.0,2364.0,54265.0,5474.0,1245.0,373.0,3856.0,1604.0,122.0,20.0,1462.0,2252.0,74.0,200.0,1978.0,378.0,110.0,62.0,206.0
77388,39022.0,1061.0,2146.0,35815.0,34045.0,608.0,1743.0,31694.0,2593.0,254.0,202.0,2137.0,1119.0,181.0,201.0,737.0,937.0,18.0,0.0,919.0,328.0,0.0,0.0,328.0
77389,19732.0,1077.0,951.0,17704.0,17335.0,819.0,823.0,15693.0,1085.0,113.0,96.0,876.0,767.0,105.0,32.0,630.0,309.0,10.0,0.0,299.0,236.0,30.0,0.0,206.0
77396,38830.0,5580.0,3844.0,29406.0,32901.0,4118.0,3123.0,25660.0,4311.0,1129.0,690.0,2492.0,889.0,21.0,0.0,868.0,562.0,230.0,31.0,301.0,167.0,82.0,0.0,85.0
77401,17210.0,502.0,224.0,16484.0,15019.0,286.0,190.0,14543.0,1397.0,178.0,34.0,1185.0,391.0,0.0,0.0,391.0,235.0,0.0,0.0,235.0,168.0,38.0,0.0,130.0
77429,69115.0,2682.0,2428.0,64005.0,59680.0,1633.0,2019.0,56028.0,6311.0,692.0,187.0,5432.0,845.0,52.0,81.0,712.0,2003.0,305.0,141.0,1557.0,276.0,0.0,0.0,276.0
77433,43729.0,2048.0,3658.0,38023.0,37511.0,1705.0,3186.0,32620.0,4264.0,170.0,325.0,3769.0,783.0,0.0,147.0,636.0,898.0,75.0,0.0,823.0,273.0,98.0,0.0,175.0
77447,11502.0,1230.0,1080.0,9192.0,8829.0,798.0,679.0,7352.0,1261.0,331.0,108.0,822.0,1050.0,2.0,287.0,761.0,356.0,99.0,0.0,257.0,6.0,0.0,6.0,0.0
77449,84581.0,9205.0,7797.0,67579.0,73356.0,7349.0,7050.0,58957.0,7218.0,1400.0,484.0,5334.0,1618.0,113.0,129.0,1376.0,1877.0,204.0,119.0,1554.0,512.0,139.0,15.0,358.0
77450,67454.0,3206.0,2233.0,62015.0,57524.0,2439.0,1680.0,53405.0,4992.0,581.0,195.0,4216.0,2466.0,105.0,284.0,2077.0,1917.0,81.0,74.0,1762.0,555.0,0.0,0.0,555.0
77484,10461.0,940.0,1174.0,8347.0,9385.0,706.0,1174.0,7505.0,374.0,102.0,0.0,272.0,555.0,124.0,0.0,431.0,130.0,0.0,0.0,130.0,17.0,8.0,0.0,9.0
