Zipcode,Estimate!!Total,Estimate!!Total!!Family households,Estimate!!Total!!Family households!!Married-couple family,Estimate!!Total!!Family households!!Other family,"Estimate!!Total!!Family households!!Other family!!Male householder, no wife present","Estimate!!Total!!Family households!!Other family!!Female householder, no husband present",Estimate!!Total!!Nonfamily households,Estimate!!Total!!Nonfamily households!!Householder living alone,Estimate!!Total!!Nonfamily households!!Householder not living alone
77062,9758.0,7154.0,5583.0,1571.0,453.0,1118.0,2604.0,2101.0,503.0
77075,12827.0,9879.0,6239.0,3640.0,1170.0,2470.0,2948.0,2115.0,833.0
77078,4757.0,3638.0,1883.0,1755.0,370.0,1385.0,1119.0,968.0,151.0
77085,5146.0,4174.0,2724.0,1450.0,351.0,1099.0,972.0,825.0,147.0
77484,3638.0,2812.0,2118.0,694.0,231.0,463.0,826.0,664.0,162.0
77506,11037.0,8423.0,5011.0,3412.0,1180.0,2232.0,2614.0,2160.0,454.0
77520,12354.0,8550.0,5466.0,3084.0,953.0,2131.0,3804.0,3279.0,525.0
77532,9970.0,7922.0,5896.0,2026.0,633.0,1393.0,2048.0,1776.0,272.0
77586,8714.0,5388.0,4362.0,1026.0,333.0,693.0,3326.0,2629.0,697.0
77598,10349.0,5150.0,2686.0,2464.0,824.0,1640.0,5199.0,4007.0,1192.0
77502,10950.0,8504.0,6069.0,2435.0,571.0,1864.0,2446.0,2012.0,434.0
77547,2694.0,2179.0,1488.0,691.0,190.0,501.0,515.0,361.0,154.0
77503,8046.0,5810.0,3525.0,2285.0,650.0,1635.0,2236.0,1791.0,445.0
77521,18970.0,13634.0,9564.0,4070.0,1345.0,2725.0,5336.0,4471.0,865.0
77530,9239.0,7244.0,4674.0,2570.0,826.0,1744.0,1995.0,1437.0,558.0
77571,13248.0,9824.0,7593.0,2231.0,717.0,1514.0,3424.0,2761.0,663.0
77336,4430.0,3406.0,2476.0,930.0,392.0,538.0,1024.0,913.0,111.0
77094,3167.0,2755.0,2508.0,247.0,59.0,188.0,412.0,379.0,33.0
77096,14382.0,9033.0,6268.0,2765.0,589.0,2176.0,5349.0,4561.0,788.0
77379,26321.0,21918.0,18640.0,3278.0,789.0,2489.0,4403.0,3761.0,642.0
77389,10482.0,8496.0,7247.0,1249.0,216.0,1033.0,1986.0,1649.0,337.0
77010,589.0,205.0,205.0,0.0,0.0,0.0,384.0,353.0,31.0
77020,8502.0,5636.0,2814.0,2822.0,645.0,2177.0,2866.0,2449.0,417.0
77021,10770.0,5621.0,2549.0,3072.0,475.0,2597.0,5149.0,4263.0,886.0
77030,4994.0,2304.0,1988.0,316.0,91.0,225.0,2690.0,2152.0,538.0
77037,5441.0,4627.0,2878.0,1749.0,580.0,1169.0,814.0,571.0,243.0
77045,10330.0,8148.0,4664.0,3484.0,835.0,2649.0,2182.0,1797.0,385.0
77082,22547.0,14278.0,9136.0,5142.0,1187.0,3955.0,8269.0,7288.0,981.0
77084,33790.0,25764.0,18362.0,7402.0,2238.0,5164.0,8026.0,6583.0,1443.0
77346,20466.0,16424.0,13179.0,3245.0,721.0,2524.0,4042.0,3297.0,745.0
77373,19731.0,14651.0,10811.0,3840.0,812.0,3028.0,5080.0,4140.0,940.0
77035,14144.0,8796.0,5324.0,3472.0,997.0,2475.0,5348.0,4473.0,875.0
77041,11649.0,9152.0,7186.0,1966.0,539.0,1427.0,2497.0,2128.0,369.0
77050,1404.0,1174.0,805.0,369.0,41.0,328.0,230.0,137.0,93.0
77063,18281.0,8763.0,5861.0,2902.0,835.0,2067.0,9518.0,8065.0,1453.0
77071,9912.0,6617.0,4093.0,2524.0,406.0,2118.0,3295.0,2984.0,311.0
77074,13130.0,8477.0,5818.0,2659.0,715.0,1944.0,4653.0,3573.0,1080.0
77088,17381.0,12565.0,7133.0,5432.0,1395.0,4037.0,4816.0,4088.0,728.0
77090,15487.0,9037.0,4246.0,4791.0,801.0,3990.0,6450.0,5274.0,1176.0
77098,8090.0,2798.0,2590.0,208.0,18.0,190.0,5292.0,4471.0,821.0
77083,22380.0,18502.0,12887.0,5615.0,1548.0,4067.0,3878.0,3288.0,590.0
77401,7011.0,5362.0,4910.0,452.0,140.0,312.0,1649.0,1449.0,200.0
77433,23046.0,19514.0,16805.0,2709.0,774.0,1935.0,3532.0,3179.0,353.0
77504,8620.0,5479.0,3259.0,2220.0,609.0,1611.0,3141.0,2552.0,589.0
77338,13714.0,9488.0,6174.0,3314.0,987.0,2327.0,4226.0,3692.0,534.0
77339,15918.0,10981.0,8859.0,2122.0,453.0,1669.0,4937.0,4348.0,589.0
77429,27727.0,23082.0,19848.0,3234.0,844.0,2390.0,4645.0,3864.0,781.0
77507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77562,3690.0,2652.0,1847.0,805.0,362.0,443.0,1038.0,916.0,122.0
77004,13340.0,5911.0,3277.0,2634.0,714.0,1920.0,7429.0,5565.0,1864.0
77008,16116.0,8161.0,6522.0,1639.0,628.0,1011.0,7955.0,6141.0,1814.0
77006,12493.0,3597.0,2996.0,601.0,210.0,391.0,8896.0,6801.0,2095.0
77009,14176.0,8652.0,5140.0,3512.0,1010.0,2502.0,5524.0,4302.0,1222.0
77014,11606.0,7759.0,4616.0,3143.0,621.0,2522.0,3847.0,3077.0,770.0
77031,5992.0,4118.0,2473.0,1645.0,376.0,1269.0,1874.0,1485.0,389.0
77034,12363.0,9188.0,5986.0,3202.0,885.0,2317.0,3175.0,2666.0,509.0
77055,15034.0,10168.0,6971.0,3197.0,1054.0,2143.0,4866.0,3771.0,1095.0
77072,17853.0,14095.0,8317.0,5778.0,1849.0,3929.0,3758.0,3060.0,698.0
77011,5619.0,4100.0,2464.0,1636.0,553.0,1083.0,1519.0,1327.0,192.0
77012,6084.0,4308.0,2622.0,1686.0,655.0,1031.0,1776.0,1478.0,298.0
77013,6107.0,4253.0,2364.0,1889.0,706.0,1183.0,1854.0,1551.0,303.0
77449,33719.0,27755.0,19854.0,7901.0,1352.0,6549.0,5964.0,4678.0,1286.0
77450,24987.0,20028.0,16280.0,3748.0,671.0,3077.0,4959.0,4250.0,709.0
77505,8370.0,6371.0,4687.0,1684.0,544.0,1140.0,1999.0,1712.0,287.0
77536,10853.0,8525.0,6458.0,2067.0,707.0,1360.0,2328.0,1955.0,373.0
77587,4511.0,3648.0,2525.0,1123.0,475.0,648.0,863.0,743.0,120.0
77086,8078.0,6556.0,4043.0,2513.0,611.0,1902.0,1522.0,1205.0,317.0
77493,9004.0,7389.0,5894.0,1495.0,492.0,1003.0,1615.0,1246.0,369.0
77015,17509.0,13079.0,8174.0,4905.0,1411.0,3494.0,4430.0,3668.0,762.0
77022,9228.0,5551.0,3053.0,2498.0,739.0,1759.0,3677.0,3266.0,411.0
77026,8063.0,4923.0,2164.0,2759.0,526.0,2233.0,3140.0,2778.0,362.0
77027,8915.0,3563.0,3045.0,518.0,172.0,346.0,5352.0,4314.0,1038.0
77047,9626.0,6563.0,3634.0,2929.0,459.0,2470.0,3063.0,2417.0,646.0
77005,10114.0,6893.0,6326.0,567.0,100.0,467.0,3221.0,2913.0,308.0
77007,19082.0,7839.0,6550.0,1289.0,618.0,671.0,11243.0,8620.0,2623.0
77017,9999.0,7316.0,4732.0,2584.0,659.0,1925.0,2683.0,2134.0,549.0
77019,10835.0,4631.0,3659.0,972.0,393.0,579.0,6204.0,4705.0,1499.0
77396,16773.0,12399.0,8456.0,3943.0,1249.0,2694.0,4374.0,3684.0,690.0
77447,4710.0,3746.0,3089.0,657.0,200.0,457.0,964.0,602.0,362.0
77025,12959.0,6790.0,5269.0,1521.0,441.0,1080.0,6169.0,5285.0,884.0
77038,8474.0,6849.0,3996.0,2853.0,797.0,2056.0,1625.0,1409.0,216.0
77039,7483.0,5965.0,3695.0,2270.0,652.0,1618.0,1518.0,1286.0,232.0
77040,17652.0,11237.0,7924.0,3313.0,925.0,2388.0,6415.0,5129.0,1286.0
77057,19843.0,8425.0,5804.0,2621.0,1009.0,1612.0,11418.0,10041.0,1377.0
77060,13877.0,9522.0,4788.0,4734.0,1241.0,3493.0,4355.0,3413.0,942.0
77067,10160.0,7709.0,4360.0,3349.0,756.0,2593.0,2451.0,1904.0,547.0
77068,3821.0,2973.0,2115.0,858.0,367.0,491.0,848.0,573.0,275.0
77077,26614.0,14370.0,10639.0,3731.0,671.0,3060.0,12244.0,10390.0,1854.0
77081,18070.0,10833.0,6468.0,4365.0,1591.0,2774.0,7237.0,5778.0,1459.0
77028,5526.0,3641.0,1749.0,1892.0,339.0,1553.0,1885.0,1711.0,174.0
77058,8080.0,3665.0,2299.0,1366.0,382.0,984.0,4415.0,3402.0,1013.0
77023,9592.0,6254.0,3613.0,2641.0,677.0,1964.0,3338.0,2695.0,643.0
77093,12275.0,9256.0,5239.0,4017.0,1132.0,2885.0,3019.0,2560.0,459.0
77032,4292.0,3116.0,1234.0,1882.0,355.0,1527.0,1176.0,1008.0,168.0
77056,10782.0,5203.0,4560.0,643.0,161.0,482.0,5579.0,4716.0,863.0
77065,15033.0,9853.0,6480.0,3373.0,968.0,2405.0,5180.0,4515.0,665.0
77069,8212.0,4594.0,3583.0,1011.0,220.0,791.0,3618.0,3090.0,528.0
77070,19713.0,13221.0,8961.0,4260.0,1217.0,3043.0,6492.0,5487.0,1005.0
77345,9725.0,7845.0,7027.0,818.0,370.0,448.0,1880.0,1668.0,212.0
77377,11624.0,9493.0,8407.0,1086.0,393.0,693.0,2131.0,1812.0,319.0
77042,19165.0,9641.0,6025.0,3616.0,707.0,2909.0,9524.0,8054.0,1470.0
77388,15774.0,11752.0,9372.0,2380.0,562.0,1818.0,4022.0,3183.0,839.0
77043,8963.0,6263.0,4417.0,1846.0,539.0,1307.0,2700.0,2132.0,568.0
77089,16858.0,12745.0,8627.0,4118.0,952.0,3166.0,4113.0,3319.0,794.0
77033,9139.0,6499.0,2644.0,3855.0,646.0,3209.0,2640.0,2375.0,265.0
77064,16300.0,11709.0,8380.0,3329.0,735.0,2594.0,4591.0,3713.0,878.0
77099,16805.0,11296.0,6601.0,4695.0,1190.0,3505.0,5509.0,4560.0,949.0
77201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
