Zipcode,Less than high school graduate,High school graduate (includes equivalency),Some college or associate degree,Bachelor degree,Graduate or professional degree
77026,5704.0,4909.0,3456.0,877.0,257.0
77027,303.0,539.0,2255.0,5348.0,4318.0
77047,2519.0,4433.0,6162.0,2912.0,1989.0
77005,297.0,504.0,2204.0,6171.0,8640.0
77007,1328.0,1887.0,4159.0,12489.0,9362.0
77017,8044.0,5988.0,4465.0,1093.0,589.0
77019,614.0,1022.0,2629.0,6877.0,5755.0
77396,5596.0,8578.0,11180.0,5709.0,2766.0
77447,1717.0,3104.0,2992.0,1129.0,455.0
77025,1421.0,2086.0,3150.0,6021.0,8157.0
77038,7609.0,4690.0,3486.0,913.0,471.0
77039,8011.0,4413.0,2491.0,417.0,118.0
77040,6801.0,7671.0,8539.0,6101.0,2681.0
77057,4241.0,2942.0,5297.0,9831.0,6408.0
77060,10584.0,6562.0,5016.0,1097.0,334.0
77067,5521.0,5645.0,5913.0,1525.0,564.0
77068,998.0,1686.0,2309.0,1958.0,791.0
77077,1844.0,5566.0,11451.0,13470.0,9238.0
77081,10522.0,8353.0,4593.0,4140.0,1767.0
77028,2602.0,4238.0,2580.0,516.0,274.0
77058,867.0,1677.0,4337.0,3002.0,1805.0
77023,6262.0,4797.0,4124.0,1938.0,782.0
77093,12975.0,7731.0,3775.0,602.0,211.0
77032,2681.0,2112.0,1695.0,370.0,230.0
77056,345.0,1202.0,2832.0,7949.0,5030.0
77065,3387.0,6769.0,7589.0,5002.0,2360.0
77069,365.0,1768.0,4900.0,4318.0,2130.0
77070,2297.0,6729.0,11542.0,8714.0,4081.0
77345,474.0,1684.0,4727.0,7607.0,4080.0
77377,1988.0,3932.0,7265.0,6914.0,2652.0
77042,3252.0,4993.0,7865.0,8133.0,4330.0
77388,2624.0,5575.0,11053.0,7124.0,3551.0
77043,3620.0,3724.0,3936.0,4186.0,1810.0
77089,6073.0,9136.0,11094.0,4738.0,2493.0
77033,5799.0,6687.0,4639.0,1073.0,278.0
77064,5843.0,7626.0,9729.0,7187.0,2619.0
77099,9165.0,8552.0,8851.0,3736.0,1251.0
77201,0.0,0.0,0.0,0.0,0.0
